idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,England.,England,0.2728488445281982,3.6786935329437256,0.9507434368133544,1.0,1.0,"What country Clock Tower, St Albans and Eleanor cross have in common?"
1,Andrew Hozier-Byrne (Hozier),Andrew Hozier-Byrne,0.2697384357452392,3.064506769180298,0.9695831537246704,0.8571428571428571,0.8571428571428571,"Who released his debut EP, featuring the hit single ""Take Me to Church"", A Rocket to the Moon or Andrew Hozier-Byrne?"
2,1937,1937,0.4601967334747314,2.2845706939697266,1.0,1.0,1.0,Tom Powers appeared as Brutus in an adaptation of a William Shakespeare play that was first produced in what year?
3,Armchair General,Armchair General,0.4389047622680664,2.330324649810791,1.0,1.0,1.0,"Which magazine, Nintendo Power or Armchair General, was produced by Weider History Group?"
4,Yes.,a five-piece Alt-Country band,2.270713329315185,2.5194849967956543,0.0969305485486984,0.0,0.0,Are the Dead Winter Carpenters and Infamous Stringdusters both bands?
5,Jason Robards.,Jason Robards,0.5000734329223633,2.105102300643921,0.9788411259651184,1.0,1.0,Jocelyn Moorhouse directed the 1997 drama film starring which actor?
6,Mary Todd Lincoln.,Abraham Lincoln,0.5243628025054932,2.1978862285614014,0.6533827781677246,0.4,0.4,The brother of T.A.D Fessenden was secretary of the treasury under wich president?
7,Kyushu.,Kyushu,2.275252103805542,2.223505735397339,0.9756972789764404,1.0,1.0,Enola Gay was one of the bombers that targeted the largest city on what Japanese island?
8,Chelsea.,Manchester United,0.311495304107666,2.2541732788085938,0.6866753101348877,0.0,0.0,The player in which Ryan Green broke the record for youngest player spent his entire professional career with what team?
9,1959,April 22,0.7572340965270996,2.0488104820251465,0.3761102855205536,0.0,0.0,On what day and month of the year did Nadezhda Alekseyevna Agaltsova receive the Lenin Prize?
10,English singer and guitarist.,English singer,0.3031368255615234,2.5936973094940186,0.803014874458313,0.6666666666666666,0.6666666666666666,"Roger Daltrey and David Gilmour, have what occupation, nationality in common?"
11,"4,587,558","4,587,558",0.3426418304443359,2.3146567344665527,1.0,1.0,1.0,The city where Turkish Statistical Institute has its headquarters in has a population of what in the urban center?
12,Newark Liberty International Airport.,Newark Liberty International Airport,0.4747498035430908,2.2963788509368896,0.9590508937835692,1.0,1.0,New Jersey's Route 65 begins near what airport owned by the cities of Elizabeth and Newark?
13,They are both musicians.,singer,0.4129750728607178,2.71854019165039,0.4526169300079345,0.0,0.0,Which other occupation is the American actress who stars as a Jewish-American girl who befriends a German prisoner of war in a made-for-television war drama?
14,Laramie,"Laramie, Wyoming",0.3644185066223144,2.6281681060791016,0.7533135414123535,0.6666666666666666,0.6666666666666666,KUWR is owned by the college located in what city?
15,Symbolism.,Symbolism,0.3326597213745117,2.488043069839477,0.9119164943695068,1.0,1.0,Which  nineteenth-century art movement  was Francis Vielé-Griffin a poet of 
