idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0," San Diego State University was founded in 1897, while The Northcap University was founded in 1996.",San Diego State University,0.0004961490631103,3.0255517959594727,0.6382696628570557,0.4,0.4,The 2014 NBA Playoffs MVP attended what college? 
1, Shirley Jones,Shirley Jones,0.0005285739898681,0.3920376300811767,1.0,1.0,1.0,Who played the mother in the 1970ies American musical sitcom that also starred child actress Suzanne Crough?
2," Brunswick, Victoria.","Brunswick, Victoria",0.0004780292510986,0.6341021060943604,0.988922953605652,1.0,1.0,Which inner-city suburb is the birthplace of an alleged Australian contract killer missing since May 1985?
3, Cincinnati Reds,Cincinnati Reds,0.0004868507385253,0.3887922763824463,1.0000001192092896,1.0,1.0,Ted Simmons was often overshadowed by the Hall of Fame catcher who played for what team?
4, 1945,1945,0.0004749298095703,0.5071122646331787,1.0000001192092896,1.0,1.0,"What year was the singer of ""wavelength"" born ?"
5," September 27, 2017","September 13, 2017",0.0005021095275878,0.9952826499938964,0.97140371799469,0.6666666666666666,0.6666666666666666,"""Holiday Special"" is the third episode in the twenty-first season of the American animated television series ""South Park"", the twenty-first season of the American animated sitcom, premiered on Comedy Central on which date?"
6, Kenneth J. Alford,Kenneth J. Alford,0.0004835128784179,0.7581191062927246,1.0,1.0,1.0,"The composer of the operetta ""Chris and the Wonderful Lamp"" shares a nickname with what other composer?"
7, Yes.,no,0.0004849433898925,0.3847811222076416,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?
8, Le Château de la Belle au Bois Dormant,Sleeping Beauty Castle,0.0004911422729492,1.6138992309570312,0.3265863060951233,0.0,0.0,What castle is based on the late-19th century Neuschwanstein Castle in Germany and is at the center of Disneyland Paris?
9," Montagu House, Portman Square.",Montagu House,0.0004806518554687,1.1178653240203855,0.7681639790534973,0.6666666666666666,0.6666666666666666,Which house in London was destroyed by the Luftwaffe in 1940?
10, Cachar,Cachar,0.0004830360412597,0.5082118511199951,1.0,1.0,1.0,The city where Shahid Sachindra Paul Road is in is the headquarters of what district?
11, Kiranjit Ahluwalia,Kiranjit Ahluwalia,0.000666856765747,0.9943349361419678,1.0,1.0,1.0,Which Indian woman is Provoked  story based on
12, Yes.,no,0.0005030632019042,0.3871502876281738,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?
13, Silesia,"40,000 km2",0.0004854202270507,0.5326352119445801,0.20204858481884,0.0,0.0,"What is the area of this region of Central Europe located mostly in Poland, in which Złotniki Lubańskie was formerly part of the historic Upper Lusatia region at its border?"
14," Yes, in 2010.",no,0.0006549358367919,0.9969086647033693,0.3146259188652038,0.0,0.0,Are Chris Marker and Yvonne Rainer American?
15, United States,American,0.0004899501800537,0.3850123882293701,0.6264461278915405,0.0,0.0,Kerry Remsen is the daughter of an actor with what ethnicity?
