idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,Chris Reeve Knives.,Victorinox AG,0.0008540153503417,6.201871871948242,0.1104772165417671,0.0,0.0,BusyBox software has been compared to a mutli-tool pocket knife manufactured by what company?
1,Pumping Iron (1977) was made before My Generation (2000).,Pumping Iron,0.0008575916290283,0.7191605567932129,0.6954585909843445,0.3636363636363636,0.3636363636363636,"Which documentary is the oldest, Buy Bye Beauty or Pumping Iron?"
2,Steve Albini.,Frank Cottrell Boyce,0.000746726989746,0.2798056602478027,0.3774132132530212,0.0,0.0,"Who wrote the movie in which the song ""Nirvana"" was used?"
3,2000.,2000,0.0008256435394287,0.2799389362335205,0.9515540599822998,1.0,1.0,"Stags' Leap Winery in California, was purchased by Australian beer group with interests in brewing and soft drinks in what year?"
4,"""The Office"".",The Office,0.0007972717285156,0.2766578197479248,0.8779075741767883,1.0,1.0,"Knucklehead is a film starring an actress born June 29, 1967 known for her role on NBC's show called what?"
5,Jeremy Soule and James Hannigan.,Jeremy Soule and James Hannigan,0.0007705688476562,0.4180738925933838,0.9810969233512878,1.0,1.0,"Who wrote the music for the video games, which are based on the movies which Alexandre Desplat wrote the musical scores for?"
6,"Romance Writers of America's RITA Award, named for RITA.",Rita Clay Estrada,0.0007784366607666,0.6443989276885986,0.4903528690338135,0.1538461538461538,0.1538461538461538,Lorraine Heath is an author who received an award named for who?
7,Nissan Z-car.,Nissan Z-car,0.0008051395416259,0.2761058807373047,0.9532360434532166,1.0,1.0,The Nissan S30 was the first generation of this sports car manufactured since 1969?
8,Academy Award nomination for Best Adapted Screenplay.,Best Adapted Screenplay,0.0007762908935546,0.4962685108184814,0.8339592218399048,0.6,0.6,"Phyllis Nagy received what Award Nomination for her screenplay based on the 1952 romance novel ""The Price of Salt""?"
9,Madrid.,the Madrid Motor Show,0.0008213520050048,0.2018518447875976,0.6076536178588867,0.4,0.4,Where was the  Citroën vehicle designed with influences from what is called a beach buggy in the United Kingdom presented?
10,The Iron Giant.,The Iron Giant,0.0008172988891601,0.2765438556671142,0.9808055758476256,1.0,1.0,Which 1999 American sci-fi comedy-drama was produced and directed by Brad Bird and edited by Darren T. Holmes?
11,Walt Disney,Walt Disney,0.0007522106170654,0.2048404216766357,1.0000001192092896,1.0,1.0,Who produced The Shaggy D.A. and Tarzan?
12,"Orlando, Florida.","Orlando, Florida",0.0007991790771484,0.2772285938262939,0.9722781181335448,1.0,1.0,Welcome Home was written by a former member of a boy band - where was that band formed?
13,September 1.,1 May 1954,0.0007762908935546,0.2786250114440918,0.4371813535690307,0.4,0.4,Tetsu was conceived by a chef born on which day ?
14,Edie Adams.,Edie Adams,0.0007574558258056,0.2771210670471191,0.9855138659477234,1.0,1.0,"Under the Yum Yum Tree starred this actress who was born in April, 1927?"
15,Tremors.,Ron Underwood,0.0007882118225097,0.2400085926055908,0.2017785906791687,0.0,0.0,Who directed the film in which Ariana Richards played the character Mindy Sterngood?
