idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,1923.,1923,0.0011794567108154,2.2764151096343994,0.9702735543251038,1.0,1.0,When did the first Yankee Stadium open?
1,Brierley Hill near Birmingham.,Brierley Hill,0.0012094974517822,0.8971884250640869,0.7880532741546631,0.6666666666666666,0.6666666666666666,In what settlement is the pub known as The Vine located?
2,Reception statutes are invalid when they are repugnant to domestic law or indigenous conditions.,repugnant to domestic law or indigenous conditions,0.0009403228759765,1.385239839553833,0.503777027130127,0.6666666666666666,0.6666666666666666,When are reception statutes invaild?
3,"In areas like antitrust, trademark, and employment law, federal and state laws coexist and interact with each other.",coexist with each other,0.0010211467742919,1.7394604682922363,0.3183495700359344,0.3636363636363636,0.3636363636363636,What happens when both the federal and state governments have regulations that overlap?
4,"46,000.","46,000",0.0010366439819335,0.7817304134368896,0.9719740152359008,1.0,1.0,How many production-level jobs were lost?
5,The Supreme Court can reverse an unconstitutional court ruling.,the Supreme Court,0.0010442733764648,1.0310258865356443,0.596686065196991,0.5,0.5,Any court that enforces an unconstitutional statute will be overturned by what court?
6,Tuva.,Tuva,0.0009796619415283,0.6867179870605469,0.9671318531036376,1.0,1.0,"Which place in Russia could Feynman not visit, but wished to do so?"
7,a slip law.,a slip law,0.0011136531829833,0.7292797565460205,0.9758548140525818,1.0,1.0,"After being given a law number, a new law is prepared for publication as what?"
8,"Approximately 33,000 people.","33,000",0.001086950302124,0.8799946308135986,0.6166876554489136,0.6666666666666666,0.6666666666666666,How many dock workers were the Thames River Police policing?
9,ITV.,ITV,0.0010538101196289,0.6262924671173096,0.980247437953949,1.0,1.0,What channel is home to the soap opera Emmerdale?
10,Pickled cockles and mussels.,pickled cockles and mussels,0.0009911060333251,0.927433967590332,0.9778863191604614,1.0,1.0,What seafood can often be purchased in jars at pubs?
11,"The Magdala in South Hill Park, Hampstead.",The Magdala,0.0008535385131835,1.1337001323699951,0.5799645185470581,0.4444444444444445,0.4444444444444445,Outside what pub was David Blakely shot?
12,"The ""jug and bottle"" counter.",off-sales counter,0.0008511543273925,0.9424409866333008,0.4013855755329132,0.25,0.25,What was the name of the counter where pubs traditionally sold alcohol to drink at home?
13,1868.,1868,0.0009222030639648,0.7304141521453857,0.9646062850952148,1.0,1.0,When was the passage of the 14th Amendment?
14,"Yes, according to the Catholic teaching, a savior for the world was still needed, even for Mary, who was immaculately conceived.","Catholic Church has taught that even had man never sinned in the Garden of Eden and was sinless, he would still require God's grace to remain sinless.",0.0009856224060058,1.9887888431549072,0.4490010738372803,0.2448979591836734,0.1632653061224489,According to the teaching of the Catholic religion is a savior for the world needed ?
15,Chapter 11 bankruptcy.,Chapter 11,0.0010082721710205,0.7756869792938232,0.6526650190353394,0.8,0.8,What type of bankruptcy did Caesars Entertainment file for?
16,The Wine and Beerhouse Act 1869.,Wine and Beerhouse Act 1869,0.0009481906890869,1.0350568294525146,0.9847084283828736,0.9090909090909092,0.9090909090909092,What law mandated a license from the local magistrate to sell beer?
17,The Historic Atlantic City Convention Hall.,Historic Atlantic City Convention Hall,0.0010726451873779,0.8818860054016113,0.9799222946166992,0.9090909090909092,0.9090909090909092,What was Boardwalk Hall formerly known as?
18,1742,1742,0.0010926723480224,0.6785879135131836,1.0,1.0,1.0,When was the Philadelphia Baptist Confession created?
19,A group of local Quakers in Atlantic City.,a group of local Quakers,0.0010809898376464,1.0364763736724854,0.898390531539917,0.7692307692307693,0.7692307692307693,Who did Ruth Hoskins teach the game of Monopoly to?
20,Radios.,radios,0.0009565353393554,0.6893525123596191,0.9513099193572998,1.0,1.0,What electronic instrument did Feynman repair as a child?
21,The 1960s and 1970s.,the 1960s and 1970s,0.0010030269622802,1.0810317993164062,0.984526753425598,1.0,1.0,When did Armenian pop music become popular?
22,11:30 pm.,11.30 pm,0.0009143352508544,0.8408858776092529,0.9174543023109436,1.0,1.0,"Due to the traditional closing hours, when was there often violence outside of pubs?"
23,The Casino Reinvestment Development Authority (CRDA) would oversee all functions of the district and make changes to attract new businesses and attractions.,The CRDA,0.0010535717010498,1.8852028846740725,0.5669073462486267,0.1666666666666666,0.1666666666666666,Who would make the changes within the district to attract new businesses and attractions?
24,Los Alamos.,Los Alamos,0.0010287761688232,0.7371513843536377,0.9829654097557068,1.0,1.0,"Where did Feynman work on the ""Wateer Boiler""?"
25,Nine Men's Morris.,Nine Men's Morris,0.0010097026824951,0.7862563133239746,0.9841631650924684,1.0,1.0,"Along with Aunt Sally and ringing the bull, what is one of the obscure traditional games played in pubs?"
26,Soho.,Soho,0.0010344982147216,0.6828744411468506,0.9779054522514344,1.0,1.0,London's Chinatown district is located in what area?
27,1446.,1446,0.0009832382202148,0.741971492767334,0.960908830165863,1.0,1.0,When did the Hostellers of London become a guild?
28,16.5 inches.,16.5 inches,0.0011024475097656,0.8397397994995117,0.9837433099746704,1.0,1.0,What is the average number of inches of snow received at the airport annually?
29,Edward Gibbon wrote that the Roman Catholic Church borrowed the doctrine of the immaculate conception from the Koran.,The Latin Church has not disdained to borrow from the Koran the immaculate conception of his virgin mother,0.0010817050933837,1.639617919921875,0.6021276116371155,0.5555555555555556,0.3888888888888889,What did the writer of a 1788 multi-volumed text say concerning plagiarism and the Roman Catholic Church ?
30,A bolus.,a bolus,0.0010817050933837,0.7355601787567139,0.9732646942138672,1.0,1.0,What is food formed into before it is swallowed?
31,A new law is assigned a law number and prepared for publication as a slip law at the Office of the Federal Register (OFR) of the National Archives and Records Administration (NARA).,a law number,0.0009732246398925,2.429927110671997,0.6269110441207886,0.1714285714285714,0.1714285714285714,What is a new law given at the OFR of the NARA?
32,Separate sovereigns.,separate sovereigns,0.001051902770996,0.7228894233703613,0.9638357758522034,1.0,1.0,What are the 50 states in the Union known as?
33,"They believe that Mary and Jesus were born without sin, and that God protected them from Satan's influence.","dogmatic declaration of her immaculate conception as an ""over-elaboration""",0.0010442733764648,1.5857441425323486,0.2927715480327606,0.0,0.0,What does this group believe of the story of a Virgin mother for Mary and those who follow its teaching ?
34,"Teeth are made of tissues of varying density and hardness, such as enamel, dentine, and cementum.","enamel, dentine and cementum",0.0010750293731689,1.6338341236114502,0.6873509287834167,0.4,0.4,What are teeth made out of?
35,"Feynman believed that the Jewish people were not the ""chosen people"".",the chosen people,0.0010175704956054,1.279926300048828,0.5533614158630371,0.4285714285714285,0.4285714285714285,What did Feynman believe that the Jewish people were not?
36,July 2003.,July 2003,0.0009875297546386,0.7848970890045166,0.978742241859436,1.0,1.0,When did The Borgata open?
37,He influenced the interconnects of the Connection Machine.,influencing the interconnects,0.0009160041809082,1.0923686027526855,0.6060385704040527,0.5454545454545454,0.5454545454545454,What did Feyman do while his son worked on software?
38,Netherlands.,Netherlands,0.0009543895721435,0.6276023387908936,0.9500890374183656,1.0,1.0,What nation possessed west New Guinea?
39,"Dead grass, leaves, weeds, and soil.","dead grass, leaves, and weeds",0.0009512901306152,1.0283472537994385,0.9145809412002563,0.9090909090909092,0.7272727272727272,What does an earthworm eat?
