idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Selena,Selena,88.7690646648407,92.79294013977052,1.0,1.0,1.0,The album Éxitos y Recuredos spotlights which American singer known as the Queen of Tejano music?
1, Liberia,Liberia,88.1001136302948,91.65404510498048,1.0000001192092896,1.0,1.0,The Geotrypetes pesudoangeli is found near what English speaking country?
2, Son of Flubber,Splash,88.35643100738525,93.20899844169617,0.2623999714851379,0.0,0.0,"In between Splash and Son of Flubber, which one was directed by Ron Howard?"
3, Fulco Ruffo di Calabria,Fulco VIII,88.45157432556152,95.45158672332764,0.5353886485099792,0.3333333333333333,0.3333333333333333,Who was the grandfather of the seventh King of the Belgians?
4, District 13,District 13,88.20159912109375,92.59692120552064,0.9999999403953552,1.0,1.0,"Pierre Morel (born 12 May 1964) is a French film director and cinematographer, His work include which 2004 French action film directed by Pierre Morel, and written and produced by Luc Besson?"
5, 1988,1991,88.31463599205017,92.74429774284364,0.642723023891449,0.0,0.0,What year did the book come out that the film Dev Patel and Jeremy Irons starred in?
6, Joe Montana,Joseph Clifford Montana Jr.,88.41299629211426,92.43798112869264,0.7519740462303162,0.3333333333333333,0.3333333333333333,"Dwight Clark caught the pass thrown by which quarterback known as ""Joe Cool"" in the play known simply as ""The Catch""?"
7, The Terminator,The Terminator,88.69712615013123,92.67422366142272,1.0000001192092896,1.0,1.0,In what movie did Michael Connell Biehn play  a solider from the future sent back in time to protect Sarah Conner?
8, Cocktail,Cocktail,88.28831696510315,91.82481527328493,1.0,1.0,1.0,"Which 1988 romantic comedy-drama film directed by Roger Donaldson contained a number one hit  in the United States, Japan and Australia recorded by the Beach Boys in its soundtrack?"
9, 2005,2011,87.98001503944397,92.4012610912323,0.7365822792053223,0.0,0.0,"Ikemen desu ne, released in which year, is a Japanese television series, it is the Japanese remake of the Korean musical romantic comedy television drama ""You're Beautiful""?"
10, World No. 1,No. 1,88.32930994033813,93.59983611106873,0.6400648951530457,0.8,0.8,"Some Days You Gotta Dance was released on this album, which debuted in which position on the Billboard 200?"
11, 1944,1944,88.36808323860168,92.7956280708313,1.0,1.0,1.0,What year was the the U.S. Third Army undertaking the Lorraine Campaign during World War II while the U.S. Fifth Army was engaged in Operation Diadem?
12," King Edward's School, Birmingham.","King Edward's School, Birmingham",87.83350658416748,93.9564173221588,0.9834340214729308,1.0,1.0,"What school did the British sports businessman, who attempted to ban the British athlete who has the fourth fastest time by a British sprinter, go to?"
13, SATA Air Açores,SATA Air Açores.,88.7516975402832,93.59509110450745,0.9741371273994446,1.0,1.0,What Sao Sebastiao based airline also manages Corvo Airport?
14, Ogunquit,Ogunquit,88.7780385017395,93.18974900245668,1.0,1.0,1.0,"What town does the Mount Agamenticus region covers has the summer resort's name means ""beautiful place by the sea""?"
15, 1968,1968,88.35840082168579,92.7581582069397,1.0,1.0,1.0,"In which year, was this English rock band formed in Hertford that the lead vocalist Ian Gillan of Sabbath is best known for collaborating with?"
16, Neil Diamond,Neil Diamond,88.46675968170166,92.4552764892578,1.0000001192092896,1.0,1.0,"James Edwin Haas is an American singer who has performed vocals for which artist born on January 24, 1941 ?"
17, EuroTrip,Schaffer,88.13872146606445,92.10724115371704,0.2053864002227783,0.0,0.0,Who directed the 2004 American teen comedy adventure film in which Jacob Pitts has His most notable performance?
18, Alternative rock.,rock,88.75721645355225,93.16414046287537,0.7543545961380005,0.6666666666666666,0.6666666666666666,"Shihad and Violent Soho, have which genre in common?"
19, Steven Spielberg,Steven Spielberg,88.42059516906738,92.40561699867249,1.0000001192092896,1.0,1.0,"Someone who went to school with actor-director Ron Howard, developed special effects for Jurassic Park, as well as a 1989 American action-adventure film that was co-written by George Lucas, and directed by who?"
20," ""2 Wicky""",2 Wicky,88.26306056976318,93.51749730110168,0.8768749237060547,1.0,1.0,"A New Stereophonic Sound Spectacular is the first album by the Belgian band Hooverphonic when the band was only known as ""Hoover"", which song, was featured in the movies ""Stealing Beauty"", a 1996 drama?"
21, 2002,1922,88.11148452758789,92.52280139923096,0.3737708330154419,0.0,0.0,What year was the chancellor of the State University System of Florida E.T. York born in?
22, 1885,1878,88.40409803390503,92.81997537612916,0.748400092124939,0.0,0.0,In what year was the complex where the 2005 World Matchplay was held first opened?
23, Sigismund Kęstutaitis,Sigismund Kęstutaitis,88.10903406143188,95.0744125843048,1.0,1.0,1.0,What son of Grand Duke Lithuania Kęstutis went on to defeat Švitrigaila and his Livonian allies?
24," The Long Haul starred Steve Brodie, who also starred in the 1940 film ""They Drive by Night"".",One Million B.C.,88.37195801734924,101.79853057861328,0.0234861113131046,0.0,0.0,The Long Haul starred the actor who also starred in what 1940 film?
25, 1949,1949,88.6134181022644,93.02624726295473,1.0000001192092896,1.0,1.0,Which year was the author of Lord of Scoundrels born? 
26, United States.,American,88.41633629798889,92.8625385761261,0.5898011326789856,0.0,0.0,Kerry Remsen is the daughter of an actor with what ethnicity?
27, 2013,1992,88.29651093482971,92.67928171157835,0.5888144373893738,0.0,0.0,The most recent person to win the Crystal Palace F.C. Player of the Year for the second time is a footballer who was born in what year?
28, The Ivan Allen Jr. Prize for Social Courage.,Ivan Allen Jr. Prize for Social Courage,88.63181924819946,96.07589173316956,0.9786014556884766,0.9333333333333332,0.9333333333333332,"What award is issued by the Georgia Institute of Technology's previously known as Ivan Allen Jr. Prize for Progress & Service until 2010 which recognizes the late Ivan Allen Jr,. A Georgia Tech alumnus who became a pivotal leader during America's struggle for racial integration during the 1960s?"
29, Yeon Woo-jin,"Marriage, Not Dating",88.80077624320984,94.06361556053162,-0.0109315626323223,0.0,0.0,Just Friends? is a short film starring an actor who gained recognition with his leading role in what 2014 film?
30," Maurice Elvey was born in 1887, and Chester Erskine was born in 1905.",Maurice Elvey,88.35168266296387,100.94440984725952,0.6246079206466675,0.2666666666666667,0.2666666666666667,Who was born first out of Maurice Elvey and Chester Erskine?
31, Rudolf Hess,Rudolf Hess,88.41377115249634,92.8277838230133,1.0000001192092896,1.0,1.0,Who was a commander that was a prominent politician in Nazi Germany?
32, 1895,1895,88.05789113044739,92.45375680923462,1.0000001192092896,1.0,1.0,"Augustus Saint-Gaudens, was an American sculptor of the Beaux-Arts generation who most embodied the ideals of the ""American Renaissance"", in his later years he founded the ""Cornish Colony"", was a popular art colony centered in Cornish, New Hampshire, from about which year?"
33, Vladimir Mayakovsky,Vladimir Vladimirovich Mayakovsky,88.27927589416504,93.17453455924988,0.9296002388000488,0.8,0.8,Who was born first out of Vladimir Mayakovsky and Czesław Miłosz?
34, Dutch culture,Dutch,88.77333974838257,92.7936942577362,0.7808257341384888,0.6666666666666666,0.6666666666666666,Ooster-Eems means Ems-oriental in what language spoken by around 24 million people as a first language?
35, Honolulu Police Department,Alapa'i Police Headquarters,88.36219239234924,92.76185703277588,0.6039702296257019,0.2857142857142857,0.2857142857142857,Chang Apana is a member of the law enforcement agency headquartered in what area?
36, The M55 motorway.,M55 motorway,88.40388369560242,94.1043894290924,0.9531938433647156,0.8,0.8,What motorway would you take from Blackpool to Weeton?
37, Yes.,yes,88.05736875534058,92.02168035507202,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
38, Al Ewing,Al Ewing,88.26485133171082,92.74373769760132,1.0,1.0,1.0,"Who was the partner of British comic book artist, Henry Flint, that helped create Zombo?"
39, LOT Polish Airlines,LOT Polish Airlines,88.35473251342773,92.78686451911926,1.000000238418579,1.0,1.0,"Tallinn Airport is a secondary hub for two airlines, one of which established in 1929. What airline is this?"
40, C.S. Lewis,C. S. Lewis,88.7350401878357,93.56914353370668,1.0,1.0,1.0,"Susan Pevensie is a fictional character in ""The Chronicles of Narnia"" series, of seven fantasy novels, by who?"
41, 1989,1989,88.58459901809692,93.0349097251892,0.9999999403953552,1.0,1.0,"What ""Red"" album follow up beat out James Reid's second studio album on the Philippine iTunes pop chart?"
42," Hampden, Maine","7,257",88.04886817932129,92.91812753677368,0.0710619539022445,0.0,0.0,What is the population of the town where Philip Marshall Brown was born?
43, Jeff Mangum,Jeff Mangum,88.35815906524658,92.7884647846222,1.0,1.0,1.0,"Who formed the band that firstly recorded ""Everything Is""?"
44, Gulf South Conference,NCAA,88.39940452575684,92.81168699264526,0.4246295392513275,0.0,0.0,In which conference does Calvin Bird's team compete?
45," September 2, 1989","September 2, 1989",88.16896796226501,94.26061630249023,1.0,1.0,1.0,"The 2013–14 NBA season was the Phoenix Suns' 46th season in the NBA, Markieff Morris were among the only players returning from playing with last season's team, Morris is an American professional basketball player for the Washington Wizards of the National Basketball Association (NBA), and born on which date?"
46, Yes.,yes,88.78058576583862,92.74909043312071,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
47, PewDiePie,Felix Arvid Ulf Kjellberg,88.10264897346497,92.50464987754822,0.3345109820365906,0.0,0.0,What is the birth name of the YouTube celebrity who played himself in the #REHASH episode of South Park?
48, 5 days,five days,88.24925899505615,92.67734694480896,0.9571592211723328,0.5,0.5,How long was the battle that Bill Blizzard commanded an army of miners in?
49, David Bowie and Bing Crosby,Crosby and Bowie,88.84355163574219,94.10600233078004,0.8754696846008301,0.7499999999999999,0.25,What duet performed Peace on Earth/Little Drummer Boy
50, United States.,United States,88.28766655921936,92.6724750995636,0.9286460876464844,1.0,1.0,Where is the owner of Next big sound provides analytics for online music available?
