idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,The Great Boston Fire of 1872.,The Great Boston Fire of 1872,0.0050346851348876,5.43389105796814,0.9896929264068604,1.0,1.0,What famous disaster happened in Boston in 1872?
1,3%,3%,0.0010831356048583,0.4692089557647705,1.0000001192092896,1.0,1.0,How many Namibian's speak English?
2,Subjective Idealism.,Subjective Idealism,0.0008342266082763,0.522674560546875,0.9691055417060852,1.0,1.0,What school of thought did Berkeley belong to?
3,Charles River marshlands west of Boston Common.,the Back Bay,0.0009212493896484,0.6925511360168457,0.3526085019111633,0.0,0.0,The Boston Public Library is located in what part of Boston?
4,There is no information in the provided context about the percentage of Boston residents who did not claim to belong to any religion in 2014.,33%,0.000929832458496,1.4023823738098145,0.2117803990840912,0.0,0.0,What percent vertical resolution increase did Squeeze LDs feature over regular widescreen LDs?
5,Kierkegaard.,Kierkegaard,0.0009315013885498,0.5176277160644531,0.9753344655036926,1.0,1.0,"Along with Hegel, who also argued for human incompleteness?"
6,The EPA determined that the air quality was unhealthy on those 4 days.,the EPA,0.0008606910705566,0.9084808826446532,0.416577398777008,0.2666666666666667,0.2666666666666667,Who sponsored the Green Power Partnership?
7,Yiddish.,Yiddish,0.0008623600006103,0.5017023086547852,0.965530812740326,1.0,1.0,What other language besides French and German are part of the Aslation-French dialect of today?
8,The people of Boston reacted vociferously to the extensive demolition of the West End neighborhood during the urban renewal project in 1958.,with vociferous public opposition.,0.0008618831634521,1.389669418334961,0.1758793443441391,0.0769230769230769,0.0769230769230769,How did the people of Boston react to the demolition of the West End?
9,The 11th century.,11th century,0.0009148120880126,0.5594565868377686,0.9593385457992554,0.8,0.8,In what century had mills such as gristmills and sawmills dominate the Islamic world?
10,The text does not provide the total population of Boston in 2014.,"655,884",0.0008230209350585,0.9043848514556884,-0.0286377742886543,0.0,0.0,What was the population of Boston in 2014
11,45,45,0.0009243488311767,0.407158613204956,1.0000001192092896,1.0,1.0,How old was Yongzheng when he took over?
12,Approximately one-third.,one-third,0.0008955001831054,0.4563190937042236,0.7768433094024658,0.8,0.8,During the height of the Cretaceous transgression how much of the earths land mass was under water?
13,160.,160,0.0008690357208251,0.4459340572357178,0.9365608096122742,1.0,1.0,How many square kilometers is Richmond?
14,the cradle of Germanic tribes.,cradle of Germanic tribes,0.0009005069732666,0.6369025707244873,0.9749271869659424,0.888888888888889,0.888888888888889,"Ashkenaz is linked to Scandza/Scanzia, which is viewed as what?"
15,Boston.,Boston,0.0008981227874755,0.4048130512237549,0.9526292085647584,1.0,1.0,What city does San Diego come in second to in the biotech industry?
16,"Sephardic communities, particularly from the Syrian Jewish community.",Syrian Jewish community,0.0008559226989746,0.7902474403381348,0.7890723943710327,0.5454545454545454,0.5454545454545454,"Most people with the surname Ashkenazi, hail from which particular community?"
17,The abolitionist movement.,the abolitionist movement,0.0008885860443115,0.5237317085266113,0.9832311868667604,1.0,1.0,What movement did Boston become the center of after it stopped slave trade?
18,Bank of America.,Bank of America,0.000840425491333,0.5015606880187988,0.9741100072860718,1.0,1.0,Who bought FleetBoston Financial?
19,The 19th century.,in the later 19th century,0.0009405612945556,0.5789990425109863,0.908290147781372,0.7499999999999999,0.7499999999999999,When did the idea that the Ashkenazi may have come from Khazar stock come about?
20,"175,000+","175,000+",0.0008471012115478,0.5195724964141846,1.0,1.0,1.0,How many Puerto Rican hispanics live in greater Boston?
21,Back Bay.,Back Bay,0.0009050369262695,0.4621551036834717,0.976372480392456,1.0,1.0,Where do Amtrack's Northeast corridor and Chicago lines end?
22,The City of Boston.,a city,0.0008165836334228,0.5207555294036865,0.6033048033714294,0.3333333333333333,0.3333333333333333,Boston was chartered as what in 1822?
23,Massachusetts.,Massachusetts,0.0008196830749511,0.407984972000122,0.9563392400741576,1.0,1.0,What was Elbridge Gerry's constituency? 
24,From its earliest days.,from its earliest days,0.0008831024169921,0.5190777778625488,0.9718934893608092,1.0,1.0,How long has Boston been a religious center?
25,1750.,1750,0.0008900165557861,0.4780638217926025,0.9622660875320436,1.0,1.0,Prior to what year was the Patterson-Schutte House built?
26,Over 20 million visitors per year.,20 million,0.0008563995361328,0.6549248695373535,0.630460262298584,0.5,0.5,How many copies worldwide has Queen's 1995 album sold?
27,36th worldwide in quality of living in 2011 in a survey of 221 major cities.,high,0.0009026527404785,1.1345398426055908,0.1610282510519027,0.0,0.0,What is hunting pressure from?
28,The city's ethnic composition.,the city's ethnic composition,0.0009241104125976,0.5775001049041748,0.9908846616744996,1.0,1.0,The first Europen immigrants arrival changed what in Boston?
29,state politics.,state politics,0.0009229183197021,0.4428699016571045,0.9563447833061218,1.0,1.0,"As the state capital, Boston plays a large role in what?"
30,The Theater District is located south of Boston Common.,south of Boston Common,0.000894546508789,0.7157912254333496,0.7115889191627502,0.6153846153846153,0.6153846153846153,Where is the theater District located?
31,The text does not provide information about the total area of Boston.,89.6 square miles,0.000812292098999,0.8004491329193115,0.1879622787237167,0.0,0.0,What is the total area of Boston?
32,Every 4 years.,every fourth year,0.0008492469787597,0.5254919528961182,0.8580735921859741,0.6666666666666666,0.6666666666666666,How often are elections for mayor held in Boston?
