idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, The Twilight Saga: Breaking Dawn – Part 2,Beauty and the Beast,0.000481367111206,1.4967210292816162,0.4019157886505127,0.1818181818181818,0.1818181818181818,Evermore was written for what 2017 American musical romantic fantasy film that was directed by Bill Condon?
1, Diana Quick,Diana Marilyn Quick,0.0005106925964355,0.4074397087097168,0.8658981919288635,0.8,0.8, Revengers Tragedy is a film that stars what English Actress?
2, Liverpool,Liverpool,0.0004849433898925,0.2783675193786621,1.0,1.0,1.0,"Mike Dee is a former President of Fenway Sports Group, owner of which Premier League football team?"
3, United States.,United States,0.0004961490631103,0.5367801189422607,0.9286460876464844,1.0,1.0,Where is the owner of Next big sound provides analytics for online music available?
4, 1968,1964,0.0004901885986328,0.5351138114929199,0.7250483632087708,0.0,0.0,"What year  was this wrestler who was the challenger to the Undertaker  WWF World Heavyweight Championship on May 11, 1997, was born?"
5, Matt Thiessen,Brian Hugh Warner,0.0004866123199462,0.5349442958831787,0.4061892032623291,0.0,0.0,What is the birth name of the person who inspired the song My Girlfriend?
6, Yes.,yes,0.0004873275756835,0.4050855636596679,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
7, Danny Kaye,Danny Kaye,0.0005056858062744,0.5415019989013672,1.0000001192092896,1.0,1.0,"Which American actor, singer, dancer, and comedian was remembered for recording with a group including Leo Friedman and Don Ripps?"
8," Phoenix, Arizona.",Miller Park,0.0005116462707519,0.6646909713745117,0.3120346963405609,0.0,0.0,Where did Alex Gonazlez play his home games when he played for the Milwaukee Brewers?
9, Ivan Passer is older.,Ivan Passer,0.0004959106445312,0.9200439453125,0.8533134460449219,0.6666666666666666,0.6666666666666666,"Who is older, Li Yang or Ivan Passer?"
10, Roberto Martínez,Roberto Martínez,0.0004956722259521,0.6646921634674072,1.0000001192092896,1.0,1.0,Which Spanish football coach born in 1973 was announced as the new Everton manager in 2013?
11, Richard E. Byrd,Richard E. Byrd,0.0004997253417968,0.7946429252624512,1.0,1.0,1.0,What American naval officer who specialized in feats of exploration name Mount Harkness after Bruce Harkness?
12, Yes.,no,0.0005044937133789,0.4121978282928467,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?
13, Graham Cantwell,Graham Cantwell,0.0004856586456298,0.5437419414520264,1.0,1.0,1.0,"Who, Peter Duffell or Graham Cantwell, is an Irish film and television director, best known for directing the feature film ""Anton""?"
14, Arizona,Phoenix,0.0005085468292236,0.2789936065673828,0.7838600873947144,0.0,0.0,What U.S. state capitol has a population of more than one million residents and is 144 miles south of a census-designated place (CDP) in Navajo County?
15, Maoming,Maoming,0.000507116317749,0.4117646217346191,1.0,1.0,1.0,"What city handled 16.8 million tons of cargo,  Maoming or Jinzhou, Hebei?"
