idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0," The term for the liberal groups appearing at this time was the ""New Left"".",New Left,0.0005028247833251,2.249763011932373,0.6425039768218994,0.25,0.25,What was the term for the liberal groups appearing at this time?
1," Cotton yarn can be used to make a variety of textile products, including terrycloth, denim, cambric, corduroy, seersucker, and cotton twill, as well as socks, underwear, T-shirts, bed sheets, and yarn for crochet and knitting.",crochet and knitting,0.0005190372467041,7.407970905303955,0.5447874069213867,0.1538461538461538,0.1538461538461538,For what can cotton yarn be used?
2," ""superheroes in the real world"" approach.","""superheroes in the real world""",0.0004744529724121,1.4226322174072266,0.9100666046142578,0.9090909090909092,0.9090909090909092,The emphasis on relatable settings and character motivations in Marvel's 1960s comics is called what?
3, The late 18th and early 19th centuries.,late 18th and early 19th,0.0004763603210449,1.6756389141082764,0.8297454714775085,0.8333333333333333,0.8333333333333333,During what centuries did British rule effect Indian cotton production?
4," The FBI and CIA had a lack of cooperation, which was cited as a reason for the failures in preventing the 9/11 attacks.","FBI, CIA",0.0004835128784179,3.7143704891204834,0.4067597985267639,0.1538461538461538,0.1538461538461538,What two agencies had a lack of co-operation?
5," 42,094","42,094",0.0004780292510986,0.664109468460083,1.0000001192092896,1.0,1.0,Between August 24th and October 26th how many German's left the Oblast to the Soviet Occupation zone?
6, real-life cities.,real-life cities,0.0004820823669433,0.6564266681671143,0.972354769706726,1.0,1.0,Fictional placements within this setting are modeled off what?
7, Egypt,Egyptian,0.0004775524139404,0.2748770713806152,0.8542503118515015,0.0,0.0,What religious life was the Ptolemaic Kingdom?
8, 6000-5000 BCE,Neolithic,0.0004706382751464,1.0378601551055908,0.4408117234706878,0.0,0.0,What geologic period came after the Mesolithic period in India?
9, The U.S Supreme Court.,Supreme Court,0.0004732608795166,0.9193437099456788,0.8750542402267456,0.5714285714285715,0.5714285714285715,What is Liberia's highest judicial authority? 
10," ladybirds, lacewings, and spiders.","ladybirds, lacewings and spiders",0.0005373954772949,1.4216818809509275,0.9756391048431396,1.0,1.0,What did the 2012 study say was doubled by the use of GM cotton?
11," In the 1970s, some of Marvel's genre titles were published in larger-format black and white magazines under its Curtis Magazines imprint.","larger-format black and white magazines, under its Curtis Magazines imprint",0.0004825592041015,3.841940879821777,0.7776970863342285,0.6470588235294118,0.6470588235294118,How were some of Marvel's genre titles published in the 1970s?
12, The issue of drug abuse.,drug abuse,0.0004763603210449,0.9119117259979248,0.8436106443405151,0.5714285714285715,0.5714285714285715,What issue was Marvel asked to tackle for this agency?
13," The FBI is a domestic intelligence and security service of the United States, and a leading U.S. counterterrorism, counterintelligence, and criminal investigative organization.",FBI is primarily a domestic agency,0.0004820823669433,4.096251487731934,0.7818971276283264,0.2666666666666666,0.2666666666666666,What kind of agency is the FBI?
14, Marvel Comics #1,"""Seekers of the Weird""",0.0004730224609375,0.6565625667572021,0.0651252269744873,0.0,0.0,What was the first title published in that joint line of comics?
15, Guardians of the Galaxy,Guardians of the Galaxy,0.0004711151123046,0.6560912132263184,1.0000001192092896,1.0,1.0,What Marvel movie featured Star-Lord and Gamora?
16, 4,four,0.0004940032958984,0.4021439552307129,0.8942000865936279,0.0,0.0,In how many directions does the Buddha of Swayambhu look?
17," The US government was criticized for its handling of the COINTELPRO revelations, with some members of Congress denouncing the FBI's actions.","The country was ""jolted""",0.0004818439483642,3.72171688079834,0.1433674991130828,0.1538461538461538,0.1538461538461538,How did the US react to these discoveries?
18, Pocket Books,Pocket Books,0.0004773139953613,0.4165577888488769,1.0000001192092896,1.0,1.0,"In 2005, Marvel dropped it's own publishing rights for novelization and instead partnered with what publisher?"
19, 1764,1738,0.0004701614379882,0.5415093898773193,0.5994657874107361,0.0,0.0,When was a new spinning machine patented that boosted cotton production?
20," The Image versions of Marvel characters were set in a parallel universe, known as the ""Heroes Reborn"" universe, which was separate from the mainstream Marvel Universe.",a parallel universe with a history distinct from the mainstream,0.0004739761352539,4.321444272994995,0.4056935906410217,0.3333333333333333,0.3333333333333333,How was the setting for the Image versions of Marvel characters different from the official comics?
21, 3300-1300 BCE,3300 and 1300 BCE,0.0004703998565673,1.0630028247833252,0.9789419770240784,0.8571428571428571,0.8571428571428571,When did the Indus Valley Civilization cover parts of India and Pakistan?
22, 1466,1466,0.0004875659942626,0.5407488346099854,1.0,1.0,1.0,What year was the Second Treaty of Thorn enacted?
23, Windy conditions.,windy,0.0004820823669433,0.6724381446838379,0.8928344249725342,0.6666666666666666,0.6666666666666666,What weather conditions mandate the planting of stripper types of cotton?
24, An executive assistant director.,an assistant director,0.0004751682281494,0.8061628341674805,0.8667058348655701,0.8571428571428571,0.8571428571428571,Who heads an office or division?
25, Cotton can be blended with other fibers such as rayon and synthetic fibers like polyester.,knitted or woven,0.0004756450653076,2.378288745880127,0.4717890620231628,0.0,0.0,What kinds of fabrics can be made from blended fibers?
26," The FBI lab was located in Quantico, Virginia.",J. Edgar Hoover Building,0.0004737377166748,1.5917537212371826,0.5330442190170288,0.0,0.0,Where was the FBI lab?
27, 10.6 million hectares,10.6 million hectares,0.000481367111206,0.93804669380188,1.0,1.0,1.0,How much area was planted in India in GM cotton in 2011?
