idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Actor,actor,0.0004956722259521,0.3763635158538818,1.0,1.0,1.0,What were the occupations of both Billy Chapin and Charles Laughton?
1, Robert Zemeckis,Robert Zemeckis,0.0005221366882324,0.7847340106964111,1.000000238418579,1.0,1.0,Puente Hills Mall is most famous for serving as the film site for the 1985 American science-fiction adventure comedy film directed by who?
2, Rupert Penry-Jones,Rupert Penry-Jones,0.0004794597625732,0.7816948890686035,1.0000001192092896,1.0,1.0,"Crown for Christmas stars which English actor, best known for his roles as Adam Carter in the BBC One spy drama series ""Spooks""?"
3, Taylor Hackford was born first.,Howard B. Zieff,0.0004851818084716,1.0409977436065674,0.1696990877389907,0.0,0.0,Who was born first of Taylor Hackford and Howard Zieff?
4, Ron Weasley,"Ronald Bilius ""Ron"" Weasley",0.0004916191101074,0.5289351940155029,0.7428593635559082,0.6666666666666666,0.6666666666666666,"Yūki Tokiwa (常盤 祐貴 , Tokiwa Yūki , born on August 16, 1991 in Hyōgo-ken) is a Japanese voice actor, he  is the official Japanese voice dub-over artist for actor: ""Rupert Grint"" as which fictional character in J. K. Rowling's ""Harry Potter"" series?"
5, The Banker.,The Banker,0.0004827976226806,0.6649763584136963,0.9742785096168518,1.0,1.0,What English-language monthly international financial affairs publication stated that Halkbank was in 2011 awarded the title of Best Bank of the Year in Turkmenistan?
6, 1919,1919,0.0004987716674804,0.5274975299835205,1.0000001192092896,1.0,1.0,Claude-Auguste Lamy discovered the element thallium independently from this English chemist who died in what year?
7, Commando Elite.,Commando Elite,0.0004916191101074,0.6645717620849609,0.9790815114974976,1.0,1.0,"Archie Hahn appeared in a science fiction action film that was directed by Joe Dante, and revolves around the Gorgonites, and who?"
8, Paul Bettany,Paul Bettany,0.0004873275756835,0.5361695289611816,1.0,1.0,1.0,Which actor from the 2001 movie Kiss Kiss was the voice actor for J.A.R.V.I.S in Iron Man?
9, Massachusetts.,Massachusetts,0.0005090236663818,0.4002776145935058,0.9563392400741576,1.0,1.0,Boris Groysberg is the Richard P. Chapman Professor of Business Administration at Harvard business school in which state?
10, Dick Wolf and Matt Olmstead.,Dick Wolf and Matt Olmstead,0.0004880428314208,1.1620736122131348,0.9905557632446288,1.0,1.0,Marlyne Nayokah Barrett starred as a head nurse in a show created by whom?
11," Sergio Leone, the inventor of the ""Spaghetti Western"" genre.","""Spaghetti Western"" genre",0.0006487369537353,1.927265167236328,0.7022147178649902,0.5,0.5,Once Upon a Time in America is a crime drama film directed by the inventor of what?
12, 1973,1973,0.0004880428314208,0.5288147926330566,1.0,1.0,1.0,What year was the incumbent Associate Attorney General born ?
13, Samuel West,Samuel West,0.0006971359252929,0.4007570743560791,0.9999999403953552,1.0,1.0,What actor from Stanley and the Women also appeared in Howards End?
14, They are both musicians.,singer and songwriter,0.0004920959472656,0.7805538177490234,0.4730840623378753,0.0,0.0,"LaFee and Jamie N Commons, share which occupations?"
15, Eyes of Laura Mars,Eyes of Laura Mars,0.0004947185516357,0.6566689014434814,1.0,1.0,1.0,Which Irvin Kershner directed mystery-thriller film does Patty Oja appear in ? 
