idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Walgett,Walgett,0.0004839897155761,0.4715256690979004,1.0,1.0,1.0,"In New South Wales, the ABC Local Radio Station ABC Western Plains, broadcasts to what northern town;which is near the junctions of the Barwon and Naomi rivers?"
1, 1945,1945,0.0005271434783935,0.5410342216491699,1.0000001192092896,1.0,1.0,"What year was the singer of ""wavelength"" born ?"
2," San Francisco, California.","San Francisco, California",0.0004889965057373,0.7610988616943359,0.971776008605957,1.0,1.0,Lenny Von Dohlen was an architect in the 1984 movie set in what location?
3, Unbreakable,Unbreakable,0.0004866123199462,0.5162615776062012,1.0,1.0,1.0,Alex Ross did the DVD packaging art for what 2000 American superhero thriller film that starred Bruce Willis and Samuel L. Jackson?
4, Cecil Sharp.,Cecil James Sharp,0.0005199909210205,0.5274739265441895,0.9091007709503174,0.8,0.8,Who was a founding father of the folk-song revival in England in the early 20th century and had a portait painted of them by Esther Blaikie MacKinnon?
5, Yale University.,Yale University,0.0004961490631103,0.5161745548248291,0.9727520942687988,1.0,1.0,George Herbert Walker's great-grandson graduated from where in 1968?
6, Yes.,yes,0.0004980564117431,0.3908150196075439,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
7, 1900,1900,0.0006744861602783,0.515937089920044,1.0000001192092896,1.0,1.0,The 11th SS Panzer Army was formed by a man born in what year?
8," Terry O. Morse was born earlier, in 1906.",Terry O. Morse,0.0004940032958984,1.763688087463379,0.7914732098579407,0.5454545454545454,0.5454545454545454,"Between two American filmmakers, Jon Paul Puno and Terry O. Morse, who was born earlier"
9, Apollo 17,Apollo 17,0.00050950050354,0.5151059627532959,1.0000001192092896,1.0,1.0,"Saturn V delivered men to the Moon for the last time, in which NASA mission?"
10, Paul Schrader directed the film in which Scott Paulin played a supporting role in 1982.,Paul Schrader,0.0005068778991699,2.7521228790283203,0.642675518989563,0.2352941176470588,0.2352941176470588,Which director of a film starring Lindsey Lohan also directed 18 feature films?
11, Professional tennis player.,tennis player,0.0004911422729492,0.6407039165496826,0.9351492524147034,0.8,0.8,"Gabriela Sabatini and Patrick McEnroe, are professionals of which sports occupation?"
12, Veena Vaadanam,Veena Vaadanam,0.000497817993164,0.7615511417388916,1.0,1.0,1.0,"Which documentary was created in India, Veena Vaadanam or Über Goober?"
13, Yes.,no,0.0006716251373291,0.3909482955932617,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?
14, Operation Quicksilver.,Operation Quicksilver,0.0005130767822265,0.7711856365203857,0.9760154485702516,1.0,1.0,"Which operation, part of the Invasion of Normandy, was conducted by the fictitious allied army group to deceive the Germans about where the Allies would land in preparation for Operation Overlord?"
15, The Pursuit of Happyness.,The Pursuit of Happyness,0.0004999637603759,1.141909122467041,0.9784098863601683,1.0,1.0,"The first movie the son of the actress who starred in ""True Colors,"" ""A Different World,"" and ""The Nutty Professor,"" was named what?"
