idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,Contessina de Medici.,Contessina de' Bardi,0.0010747909545898,1.96376633644104,0.6091805696487427,0.6666666666666666,0.6666666666666666,"What is the name of the Italian noblewoman from the House of Bardi, who was played by the English actress Annabel Scholey in an 8 part television series with Dustin Hoffman and Richard Madden?"
1,James Gunn.,James Gunn,0.000981330871582,0.2906873226165771,0.970685601234436,1.0,1.0,"Tania Saulnier is a Canadian actress, perhaps best known for her role in a 2006 American science fiction-comedy horror film that was the directoral debut of who?"
2,Kansas City.,"Overland Park, Kansas",0.0007646083831787,0.2875139713287353,0.6883466243743896,0.4,0.4,In what city is the school where the Kansas City Spartans play their home games located?
3,There is no information about a specific teacher at the Guildhall School of Music and Drama.,Carlos Antonio Pini OBE,0.0006515979766845,0.9996919631958008,-0.0077360458672046,0.0,0.0,Who was a teacher at an independent music and dramatic arts school founded in 1880 in London?
4,The text does not mention the Ponsonby baronet serving as a Prime Minister.,Prime Minister of the United Kingdom from 1955 to 1957,0.0007994174957275,0.977963924407959,0.4222947359085083,0.2608695652173913,0.1739130434782608,What years did ponsonby baronet serve a conservative politician before they became a prime minister
5,Plains Indians.,Plains Indians,0.0007641315460205,0.2881274223327636,0.976196825504303,1.0,1.0,"This group of natives in North America were indigenous to the Interior Plains, historically nomadic, and relied on bison hunting."
6,Tremblebee.,P.O.D.,0.0006079673767089,0.3376502990722656,0.2136427164077758,0.0,0.0,"Which band would be classified as Christian nu metal, P.O.D. or Swervedriver?"
7,Central Africa.,Africa,0.0006840229034423,0.2904839515686035,0.8440004587173462,0.6666666666666666,0.6666666666666666,Which Country are both Carthamus and Artabotrys found in?
8,"1,200 sites.","1,200",0.0006234645843505,0.3965106010437011,0.4634117484092712,0.8,0.8, West Edmonton Mall is  the tenth largest in the world along with a mall that includes how many shops?
9,Jack Moran.,Roger Ebert,0.0006732940673828,0.2892017364501953,0.4113034605979919,0.0,0.0,A character named Lance Rocke appeared in a 1970 film co-written by Russ Meyer and what other person?
10,Wichita State University.,Wichita State University,0.0006272792816162,0.3390214443206787,0.98555326461792,1.0,1.0,"Which university is located in Kansas, the Holy Cross of Davao College or Wichita State University?"
11,"No, Kelly Cherry is not mentioned as a playwright in the given context.",no,0.0005996227264404,0.8818056583404541,0.1286006271839141,0.1428571428571428,0.1428571428571428,Are Chris Marker and Yvonne Rainer American?
12,There is no information about Mike Cowan being a caddie for an LPGA player in 2003.,Michelle Sung Wie,0.0007505416870117,1.2758064270019531,0.0764596611261367,0.0,0.0,Mike Cowan was the caddie for which LPGA player in 2003?
13,Lubbock.,the northwestern part,0.0007531642913818,0.336705207824707,0.0806483328342437,0.0,0.0,Texas Tech university is located in what part of the state of Texas?
