idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, The Lobund Institute for Animal Studies.,Lobund Institute for Animal Studies,0.0004863739013671,1.300079345703125,0.9848483800888062,0.9090909090909092,0.9090909090909092,Which institute involving animal life did Cavanaugh create at Notre Dame?
1," They argue that child labour is merely a symptom of poverty and that laws banning it may do more harm than good, as it may lead to informal economy and underground businesses, increasing abuse of children.",only option for survival,0.0004973411560058,5.474928617477417,0.0284395515918731,0.0,0.0,What do these scholars argue for keeping child labour as a practice?
2, Africa,slums,0.0004878044128417,0.292729377746582,0.3100659847259521,0.0,0.0,Where did the children mainly come from?
3, More than half.,more than half,0.0005009174346923,0.7098300457000732,0.9653955698013306,1.0,1.0,What proportion of Estonian Russians see themselves as different from their Russian counterparts?
4, Boys and girls were victims of industrial accidents in Brazil.,Boys and girls,0.0004923343658447,1.652787208557129,0.4571482539176941,0.4615384615384615,0.4615384615384615,Who were the victims of industrial accidents?
5, The A-series.,the A-series,0.000481367111206,0.7004008293151855,0.972833514213562,1.0,1.0,What was McTaggart's first series called?
6, Professor of Chemistry and Physics,Professor of Chemistry and Physics,0.0004830360412597,0.8361287117004395,1.0,1.0,1.0,What professorship did Father Josh Carrier hold at Notre Dame?
7," The second law of thermodynamics, as it arises in statistical mechanics, is a probabilistic law.",not an absolute law,0.0004892349243164,2.885622501373291,0.3640908598899841,0.1052631578947368,0.1052631578947368,"What kind of law is the second law of thermodynamics, as it arises in statistical mechanics?"
8, Full-time work.,full-time work,0.0004925727844238,0.700350284576416,0.9639140367507936,1.0,1.0,What hinders schooling for child labourers?
9, Aristotle's definition of topos.,Aristotle's,0.0004830360412597,1.1083168983459473,0.6157328486442566,0.5714285714285715,0.5714285714285715,Whose definition of topos did Alhazen reject?
10, The Alliance for Catholic Education program offers a Master of Education program.,Alliance for Catholic Education,0.0004961490631103,1.926159381866455,0.8388580083847046,0.5,0.5,Which program at Notre Dame offers a Master of Education degree?
11, Albert Zahm built an early wind tunnel used to compare lift to drag of aeronautical models.,an early wind tunnel,0.0004863739013671,2.881303071975708,0.5637803077697754,0.4,0.4,What did the brother of John Zahm construct at Notre Dame?
12, The Big Ten Conference.,Central Collegiate Hockey Association,0.0004885196685791,0.8402156829833984,0.3898268938064575,0.0,0.0,"Where did the Fighting Irish hockey team compete prior to a move to Hockey East, in terms of conference?"
13, The third type of solution to the problem of the direction of time argues that the laws are not time-reversal symmetric.,the laws are not time-reversal symmetric,0.0004937648773193,3.565485000610352,0.8410560488700867,0.4827586206896552,0.4827586206896552,What does the third type of solution to the problem of the direction of time argue?
14, An a priori notion.,a priori notion,0.0005004405975341,0.9724507331848145,0.9446253776550292,0.8571428571428571,0.8571428571428571,What did Kant describe time as?
15, 25th riskiest country for child labor.,25th,0.0004889965057373,1.5170817375183103,0.2877584099769592,0.2857142857142857,0.2857142857142857,What was the Phillipines ranked as?
16, 13 years old,13,0.0004966259002685,0.700035572052002,0.7873526811599731,0.5,0.5,How many nurses does Princess Margaret have on staff?
17, The water inside the bucket could possibly have a slight curve.,the bucket could be seen as rotating,0.0004961490631103,1.7929418087005615,0.7099978923797607,0.3333333333333332,0.3333333333333332,What did Mach argue would happen if another object were introduce in the bucket's universe?
18, Mali,Mali,0.0004866123199462,0.2924957275390625,1.0000001192092896,1.0,1.0,What is the third largest exporter of gold in Africa?
19, 114 million.,114,0.00048828125,0.7000837326049805,0.6709126830101013,0.6666666666666666,0.6666666666666666,How many suras are in the Quran?
20," Eric F. Wieschaus, a Medicine Nobel Prize winner.",Eric F. Wieschaus,0.0004842281341552,2.064267873764038,0.7641677260398865,0.5454545454545454,0.5454545454545454,Which Notre Dame alum from the College of Science won a Nobel Prize?
21, Unclear definition of adolescence and how much time is needed for children to engage in activities crucial for their development.,unclear definition of adolescence,0.0004839897155761,3.152928113937378,0.7501056790351868,0.3333333333333333,0.3333333333333333,What is an issue in Africa with child labour definitions?
22, 2,two,0.0004808902740478,0.4280757904052734,0.8183472156524658,0.0,0.0,How many types are Nepali works of art typically divided into?
23," The Kroc Institute for International Peace Studies at the University of Notre Dame focuses on research, education, and outreach on the causes of violent conflict and the conditions for sustainable peace.",International Peace studies,0.0005006790161132,4.926460266113281,0.640108048915863,0.1764705882352941,0.1764705882352941,What does the Kroc Institute at Notre Dame focus on?
