idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, C.S. Lewis,C. S. Lewis,89.36513233184814,94.66855025291444,1.0,1.0,1.0,"Susan Pevensie is a fictional character in ""The Chronicles of Narnia"" series, of seven fantasy novels, by who?"
1, The Selective Service Act of 1917.,Hugh S. Johnson,89.89859366416931,97.74359846115112,0.1646835952997207,0.0,0.0,Who drafted the Act which lead to the imprisonment and deaths of Joseph and Michael Hofer?
2, 1923,7 September 1923,89.48280763626099,94.32607054710388,0.8314409255981445,0.5,0.5,"1962 film, Sergeants 3, featured British actor, producer, and socialite, born when?"
3, United States.,United States,89.6266839504242,94.47404456138612,0.9286460876464844,1.0,1.0,Where is the owner of Next big sound provides analytics for online music available?
4, 1604,1604,89.59148454666138,94.16382598876952,1.0,1.0,1.0,"Saint Croix Island, long known to locals as Dochet Island, is a small uninhabited island in Maine near the mouth of the Saint Croix River that forms part of the Canada–United States border separating Maine from New Brunswick, the island was the site of an early attempt at French colonization by Pierre Dugua, Sieur de Mons in which year, Pierre Dugua de Mons, was a French merchant, explorer and colonizer?"
5, Ivanoe Bonomi,Ivanoe Bonomi,89.52233481407166,94.76464128494264,0.9999999403953552,1.0,1.0,Who was the 25th Presidente del Consiglio?
6, Sevilla Atlético,Sevilla Atlético,89.47541904449463,94.29729008674622,1.0000001192092896,1.0,1.0,In which reserve team of Sevilla Federico San Emeterio Díaz played as a central midfielder?
7, 1991,1973,89.70403218269348,94.52014899253844,0.6390088796615601,0.0,0.0,What year was the incumbent Associate Attorney General born ?
8, SAS Group,SAS Group,89.91068434715271,94.30883598327635,1.0,1.0,1.0,What company owns Snowflake and has a minority ownership in Air Greenland?
9," MBC's ""We Got Married"" and SBS' ""Star Junior Show Bungeoppang"" and ""Star King"".",Infinite Challenge,89.43280506134033,103.94533848762512,0.0083797583356499,0.0,0.0, Saturday Freedom was a show that competed against which highest-rated Saturday evening show?
10, Oghur languages,Hunno-Bulgarian,89.27913165092468,94.5506522655487,0.3258997797966003,0.0,0.0,"What is the name of the language group that includes those of the Onogurs, Bulgars, Khazars, and one of the languages spoken within the Hun empire?"
11, Harvard Business Review,SERVO Magazine,89.41890025138855,94.29676270484924,0.2220747172832489,0.0,0.0,Which is published more often Harvard Business Review or SERVO Magazine?
12, Frozen,Frozen,89.66683173179626,93.62677907943726,1.0,1.0,1.0,What is the cover song on the release of Sara Jezebel Deva's second album that was at one time banned in Belgium?
13, Barbra Streisand,Barbra Streisand,89.54074335098267,95.21723413467409,1.0,1.0,1.0,"Brothers Barry, Robin and Maurice Gibb, in addition to headlining the pop group the Bee Gees, wrote several hits for other artists, including 1980 hit ""Woman in Love"" performed by who?"
14, Ticino,Ticino,89.82358622550964,94.24134349822998,1.0,1.0,1.0,Otto Hans Adolf Gross joined a utopian community in which Swiss Canton ?
15, No,no,89.5082049369812,93.46384811401369,1.0,1.0,1.0,Are Chris Marker and Yvonne Rainer American?
16, Maia Mitchell,Maia Mitchell,89.37197279930115,94.21237778663637,1.0,1.0,1.0,What Australian actress born in 1993 played the tv foster child of Teri Polo in a 2013 tv series?
17, Office Christmas Party.,Office Christmas Party,89.09489178657532,94.37224674224854,0.9792813062667848,1.0,1.0,Vanessa Bayer had a supporting role in which film directed by Josh Gordon ?
18, 1958,1958,89.74560499191284,94.59794354438782,1.0000001192092896,1.0,1.0,People of the City is a novel by Cyprian Ekwensi that preempted the importance of a novel first published in what year?
19, Ned Flanders,"Nedward ""Ned"" Flanders, Jr.",89.71723079681396,94.55112862586977,0.903645932674408,0.6666666666666666,0.6666666666666666,"Who is a recurring fictional character in the animated television series ""The Simpsons"" in the episode where he  builds a Christian-themed amusement park to commemorate his dead wife?"
