idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Aechmea has more species.,Aechmea,88.29872608184814,95.02634501457214,0.6759329438209534,0.4,0.4,"Which has more species, Lysichiton or Aechmea?"
1, Horse & Hound,Horse & Hound,88.16090536117554,93.13655829429626,1.0000001192092896,1.0,1.0,Which  equestrian weekly magazine of the United Kingdom is Mark Phillips a columnist in 
2," Lamont Johnson was born first, in 1922.",Robert Rossen,87.88108348846436,96.32114434242249,0.2558115124702453,0.0,0.0,"Who was born first, Robert Rossen or Lamont Johnson?"
3, Jamie Lee Curtis,Jamie Lee Curtis,88.3397057056427,92.8793683052063,1.0,1.0,1.0,"What BAFTA and Golden Globe award winning actress became famous as a ""scream queen"" in the Halloween franchise?"
4, Elisabeth of Bohemia,"Frederick V, Elector Palatine",88.1548490524292,93.57207417488098,0.3540108203887939,0.0,0.0,"Who was the father of the person ""Principles of Philosophy"" was dedicated to?"
5, Christian Brothers University,Christian Brothers University,88.12005639076233,92.65336155891418,1.0,1.0,1.0,Which of the following is located near the Liberty Bowl Memorial Stadium: San Diego State University or Christian Brothers University?
6, Ubisoft,Ubisoft,87.90427422523499,91.57894802093506,1.0000001192092896,1.0,1.0,Desmond Miles is a character in a game developed by what company?
7, 1987,"October 8, 1943",87.79777264595032,92.3536937236786,0.4887476563453674,0.0,0.0,What is the birthdate of the author  that Tim Jacobus illustrated for?
8," No, they are not both Japanese.",no,88.29623556137085,95.01781797409058,0.182748407125473,0.2857142857142857,0.2857142857142857,Are Chris Marker and Yvonne Rainer American?
9, David Hasselhoff,David Hasselhoff,88.02866315841675,93.02647924423218,0.9999999403953552,1.0,1.0,"Nicknamed ""The Hoff"", which is actor/singer released his seventh studio album in 1993?"
10, Wang Xuwen,Jeremy Fritz,88.02980709075928,92.61092901229858,0.31971475481987,0.0,0.0,What is the real name of the creator of The World Elite
11, Yes.,yes,88.09147882461548,92.21939277648926,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
12, Maxwell,"May 23, 1973",88.27811932563782,91.96884393692017,0.0492490157485008,0.0,0.0,"When was this American singer-songwriter, record producer, and actor born, who used the American composer Itaal Shur to write some of his songs?"
13, United States.,United States,88.24060869216919,92.77257895469666,0.9286460876464844,1.0,1.0,Where is the owner of Next big sound provides analytics for online music available?
14, Banque Cantonale Vaudoise,Bata Shoes,88.11591124534607,94.61060523986816,0.1075103729963302,0.0,0.0,"Which organization has it's headquarters in Lausanne, Switzerland and who's employees founded Deportivo Thomas Bata?"
15, conservative Democrats,conservative Democrats.,88.10226726531982,92.22596597671507,0.9617209434509276,1.0,1.0,The Congressional Pro-Trade Caucus is a party who identify as what?
16, 2009,25 episodes,87.9053635597229,92.47763204574584,0.282919704914093,0.0,0.0,How many episodes does the South Korean television series at which Jung Eui-chul reached the peak of his career have? 
17, The Nakoda (also known as Stoney or Îyârhe Nakoda) are an indigenous people in Western Canada.,Nakoda,87.9407651424408,101.95616960525513,0.6469112634658813,0.1111111111111111,0.1111111111111111,What indigenous people in Western Canada named Lake of the Little Fishes?
18, 1986,1986,87.86690187454224,92.40532159805298,1.0000001192092896,1.0,1.0,"Alan Douglas Ruck, is an American actor, he played Cameron Frye, Bueller's hypochondriac best friend in John Hughes' ""Ferris Bueller's Day Off"", released in which year?"
19, Over the Rainbow,Voice,88.07735204696655,92.62345695495604,0.2112081199884414,0.0,0.0,What film first attracted attention for this actress who also starred in Over the Rainbow?
20, Pedro Sienna,Herbert Achternbusch,87.93437314033508,92.48648643493652,0.151297926902771,0.0,0.0,"Which writer was of German descent, Herbert Achternbusch or Pedro Sienna?"
21," Warriors, Inc.",Warrior Publishing Group,88.13041186332703,93.34381198883057,0.5985550880432129,0.4,0.4,"Captain Dale Adam Dye Jr., USMC (Ret.) owns Warriors, Inc. and what other company?"
22, 5 years,eight-month period,87.88748526573181,92.660218000412,0.4029801785945892,0.0,0.0,Immerhof protected blockhouses that were constructed during a war that lasted how long?
23, Disney,Walt Disney,88.35167169570923,92.02403044700624,0.8331360816955566,0.6666666666666666,0.6666666666666666,Who produced The Shaggy D.A. and Tarzan?
24, GrassrootsPA,GrassrootsPA,88.07762408256531,92.83907532691956,1.0,1.0,1.0,What political news website was set up by a supporter of a politician who served in Pennsylvania's House of Representatives from 1999 to 2005?
25, Myreside Stadium,Newton Village Sports Complex,87.89595985412598,92.8670482635498,0.480974018573761,0.0,0.0,Where does Michael Matricciani play his home matches? 
26, The Portuguese Podengo is a multi-sensory hound (sight and scent) breed.,Portuguese Podengo,87.93117809295654,99.8016712665558,0.6617553234100342,0.2857142857142857,0.2857142857142857,"Which dog breed, the Portuguese Podengo or the Old Danish Pointer, contains three size categories instead of just one?"
27, 2013,2013,88.02834057807922,92.58062434196472,1.0,1.0,1.0,When were the band that released the song Charlemagne formed ?
28, Isabelle Huppert,Isabelle Huppert,88.12828826904297,93.53282189369202,1.0,1.0,1.0,Mia Hansen-Løve won the Silver Bear in  Berlin in 2016 for the film starring whom?
29, Ohio,Ohio,87.98813271522522,91.87877559661864,1.0,1.0,1.0,Todd Wilson is an organist in what state at one of the largest home in the US?
30, Pearson's Magazine,The Little Review,88.13865661621094,92.92355561256409,0.3099540472030639,0.0,0.0,"In which journal was the novel, from which the lyrics of Crystal Castle's ""Air War"" are from, first serialised?"
31, Weimar,Grossherzogliches (Grand Ducal) Theater,88.15955114364624,92.28072261810304,0.3050640225410461,0.0,0.0,Where did Auguste von Müller play Dalila in 1877?
32, Spring Forward,Girlfight,88.10492396354675,92.21370315551758,0.2489246577024459,0.0,0.0, Carrie Genzel has worked in collaboration with an independent film director known for what 2000 film?
33, Moda Center,"the Rose Garden,",88.36207818984985,92.90444159507751,0.2458502352237701,0.0,0.0,"What was the sports arena, at which Portland Thunder played their home games, formerly known as ?"
34, The Far Eastern Fells,English Lake District,88.34541296958923,93.97093081474304,0.1303180158138275,0.0,0.0,"Woodland, Cumbria is west of the third largest lake in what area?"
35, Yes.,yes,87.9216845035553,92.25649213790894,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
36, Lynn Dickey,Lynn Dickey,88.11754369735718,92.66295099258424,1.0,1.0,1.0,Clifford is the first name of which quarterback that played for the Green Bay Packers in 1977?
37," Athens, Greece","Athens, Greece",88.09954714775085,92.65692520141602,1.0,1.0,1.0,Where was the olympic games that Elisângela Oliveira played at after the 2000 Brazil Olympics?
38, Jackie Joyner-Kersee,heptathlon as well as long jump,87.90599203109741,93.95595836639404,0.1432805359363556,0.0,0.0,Roehrig Motorsports entered into a partnership in 1999 with the track athlete who was famous for what two sports?
39, CHO,CHO,88.09748411178589,92.00222611427309,0.9999998807907104,1.0,1.0,What is the molecular formula of the chemical for which Nylander's test looks?
40," Worcester, Massachusetts.","Worcester, Massachusetts, United States",88.36862277984619,93.36112809181212,0.9443970918655396,0.6666666666666666,0.6666666666666666,Tom Gilmore is currently the head football coach for a college located where?
41, Doubles,doubles,88.12647342681885,92.22989225387572,1.0,1.0,1.0,Vania King and Cyril Suk III both specialize in what type of Tennis play?
42, I-22,BNSF railway,88.14192032814026,92.6821882724762,0.1947093307971954,0.0,0.0,What railway is near an interstate that was designated to close gap in the interstate network allowing more direct connections between cities in the southeast?
43, Koelreuteria,Koelreuteria,88.33326292037964,93.95604634284972,0.9999999403953552,1.0,1.0,"Which is a genus, Dill or Koelreuteria? "
44, Dutch,Dutch,87.92355585098267,91.61231565475464,1.0,1.0,1.0,Ooster-Eems means Ems-oriental in what language spoken by around 24 million people as a first language?
45, 1991,1991,88.35629725456238,92.90848326683044,1.0,1.0,1.0,What year did the book come out that the film Dev Patel and Jeremy Irons starred in?
46, Kuchipudi,Kuchipudi,88.08113527297974,93.061012506485,1.0,1.0,1.0,What is the name of an Indian classical dance that Bhanu Priya is a dancer of?
47, reach space.,reach space,88.16183376312256,92.71735429763794,0.9417470097541808,1.0,1.0, The Onizuka Prop Wash Award was named in memory of irst Asian American and the first person of Japanese ancestry to what?
48, Yes.,yes,88.35467457771301,92.46737098693848,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
49, The Air National Guard.,public,88.12549114227295,93.54592037200928,0.1734947860240936,0.0,0.0,Is the university that Keith Davis played for public or private?
50, The Transylvanian Hound is smaller than the Bedlington Terrier.,Bedlington Terrier,88.41437792778015,98.3501706123352,0.6294529438018799,0.3636363636363636,0.3636363636363636,"Which European breed of dog is smaller, Bedlington Terrier or Transylvanian Hound?"
51, Alonzo Mourning,Alonzo Mourning,88.34766554832458,93.73215126991272,1.0,1.0,1.0,Who was the top three pick of the 1992 draft that played most of his career for the Miami Heat?
52, Norway,"Bergen, Norway",87.93445754051208,91.62063670158386,0.7305799722671509,0.6666666666666666,0.6666666666666666,"Where is the band that came out with the album ""Isa"" currently based?"
53, Osama,Osama,88.2597815990448,91.93828225135805,0.9999999403953552,1.0,1.0,What was the title of the 2003 movie in which an Afghan actress gained international recognition for her role as a girl forced to dress as a boy?
54, World War II,World War II,87.99560189247131,92.5484664440155,1.0,1.0,1.0,"Battle of Tarawa and Operation Overlord, occurred during which event?"
55, America's Next Top Model,The Voice,88.06930255889893,93.4912679195404,0.2439891099929809,0.0,0.0,This American artist made the Billboard top 25 and was a well known YouTuber and also for her participation in which NBC singing competition? 
56," The city above Ocean Grove, New Jersey is part of the New York Area Bisexual Network.",New York City Metropolitan Area,87.93926477432251,99.33519959449768,0.3833828568458557,0.3809523809523809,0.2857142857142857,"How is the city above Ocean Grove, New Jersey part of what New York Area?"
57, Mahesh Bhatt,Mahesh Bhatt,88.34738993644714,93.35415768623352,1.0,1.0,1.0,Who was the writer of the 2003 Indian erotic thriller film who sequel is Jism 2?
58, Intelligent design.,intelligent design,88.04140377044678,92.598623752594,0.9034433960914612,1.0,1.0,"Denis O. Lamoureux wrote  ""Darwinism Defeated?"" along with Phillip E. Johnson, a retired UC Berkeley law professor and author who is considered the father of what movement?"
59, 1962,1962,87.91539287567139,92.47442865371704,1.0,1.0,1.0,The founder of the techno record label Metroplex was born in what year?
60, Peter Pan.,"Peter Pan, or The Boy Who Wouldn't Grow Up",87.8648271560669,92.40243911743164,0.7674239277839661,0.3333333333333333,0.3333333333333333,"The play Peter and Alice features a meeting between Alice Liddell and Peter Llewelyn Davies, best known as the source of the name for the title character in what play?"
61, Dragonslayer,Dragonslayer,88.13536190986633,92.24954843521118,1.0,1.0,1.0,"Caitlin Clarke was an American theater and film actress, best known for her role as Valerian in which 1981 American fantasy film, directed by Matthew Robbins? "
62," Pokhara University was established in 1996, while University of Southern Queensland was established in 1965.",University of Southern Queensland,87.9189772605896,101.03496170043944,0.5861665606498718,0.4210526315789474,0.4210526315789474,"Between University of Southern Queensland and Pokhara University, which institution was established earlier?"
63, No.,no,88.05470085144043,92.37237524986269,0.8128341436386108,1.0,1.0,Are Chris Marker and Yvonne Rainer American?
