idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Cannes Film Festival,Cannes Film Festival,88.70066928863525,93.1851749420166,1.0,1.0,1.0,Which 2005 film festival screened out of competition the film that depicted the unofficial ceasefires along the Western Front of World War I around Christmas 1914?
1, Memorial City Mall,Memorial City Mall,88.71691370010376,93.52800130844116,1.0,1.0,1.0,What is one of Houston's most popular malls and was to be superseded by Town & Country Mall?
2, Hungarian,Szombathelyi Haladás,88.53037714958191,92.48921585083008,0.2600911855697632,0.0,0.0,"Ahmad Khormali, who plays goalkeeper, wears pyjama-like tracksuit bottoms to honor another goalkeeper who plays for what team?"
3, Jamal Crawford,Jamal Crawford,88.6699104309082,93.04811120033264,1.0,1.0,1.0,"Who is the American professional basketball player for the Minnesota Timberwolves of the National Basketball Association (NBA), that previously was traded by the Chicago Bulls to the New York Knicks?"
4, Yes.,yes,88.81404137611389,93.19691753387453,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
5," Timothy Leary was from the United States, while Jaroslav Seifert was from Czechoslovakia.",Timothy Francis Leary,88.72909235954285,101.70638370513916,0.646040678024292,0.25,0.25,"Who has more scope of profession,  Arnold Bennett or Timothy Leary?"
6, Ken,Brandon,88.74112629890442,92.68597459793092,0.3574600219726562,0.0,0.0,Extraction is a 2015 American action-thriller film starring an american professional poker player whose middle name is what?
7, Michael O'Herlihy,Walt Disney,88.72198724746704,94.85027718544006,0.3236962258815765,0.0,0.0,Who produced The Shaggy D.A. and Tarzan?
8," October 1, 2017","October 1, 2017",88.80919170379639,95.13955807685852,1.0,1.0,1.0,When did the series premier in which Blake Lee plays Josh Novak?
9, The Bling Ring.,The Bling Ring,88.70060539245605,94.15235424041748,0.9865915775299072,1.0,1.0,Claire Julien had a leading role in which 2013 satirical crime film?
10, Bae Doona,Sympathy for Mr. Vengeance,88.55509185791016,93.7905068397522,0.2281752228736877,0.0,0.0,Master of Study starred the actress who had a role as a political activist in what 2002 film?
11, Macbeth,"""Macbeth""",88.67818331718445,93.0436704158783,0.9539515972137452,1.0,1.0,"What Shakespearean play has a pair of brothers where one inherits the throne, and the other flees to Ireland after their father's murder?"
12, World War I,World War II,88.68469405174255,93.5243456363678,0.7879026532173157,0.6666666666666666,0.6666666666666666,"Battle of Tarawa and Operation Overlord, occurred during which event?"
13, Vijay Iyer,Vijay Iyer,88.75188517570496,94.01510906219482,1.0,1.0,1.0,Which MacArthur Fellow released an album on the Red Giant record label?
