idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, October 2014,October 2014,0.0005102157592773,1.2241768836975098,0.9999998807907104,1.0,1.0,"When was Una Foden confirmed as a judge for the 4th series of ""The Voice of Ireland""?"
1," Franklin Square, New York.",Garden City South,0.0005328655242919,1.6049165725708008,0.4210448861122131,0.0,0.0,Where is H. Frank Carey Junior-Senior High School?
2, Q48,New York City Bus: Q48,0.0005106925964355,0.7197742462158203,0.6079802513122559,0.3333333333333333,0.3333333333333333,"If you want to see Cowbell Man at a New York Mets game, what bus would you take to get to Citi Field?"
3, World War I,World War I,0.000507116317749,0.995521068572998,1.0,1.0,1.0,The British L-class submarine is an improved version of a submarine that served throughout which war ?
4, Davy and the Goblin,Davy and the Goblin,0.0004992485046386,1.3995239734649658,1.0,1.0,1.0,What novel by Charles E. Carryl is a pastiche imitation of Alice's Adventures in Wonderland?
5, North Atlantic Conference,NCAA ’s Division III,0.0004994869232177,0.9450645446777344,0.4499059319496155,0.0,0.0,what is the athletic conference which Whitingham is also the headquarters of affiliated with  
6," 45,760 acres",1232981 ha,0.0005064010620117,1.400099277496338,0.1664352864027023,0.0,0.0,How large an area does the mountain range that contains Mount Feathertop comprise?
7, Guangdong Province,Chaoyang District,0.000493049621582,0.9520156383514404,0.4597736299037933,0.0,0.0,"Which is part of the Guangdong Province, Tumen, Jilin or Chaoyang District, Shantou?"
8, The Battle of Pusan Perimeter occurred first.,Lorraine Campaign,0.0005061626434326,2.5390915870666504,0.0918283835053443,0.0,0.0,"Which occurred first, the Lorraine Campaign or the Battle of Pusan Perimeter?"
9, Aunt Marge,Aunt Marge,0.0004971027374267,0.9452524185180664,1.0000001192092896,1.0,1.0,What character did Pam Ferris play in the film based on a J.K Rowling novel?
10," Broken Hill, New South Wales.","Broken Hill, New South Wales",0.0004887580871582,1.8556466102600095,0.9760308861732484,1.0,1.0,Near where in Australia did the battle that Mullah Abdullah helped perpetrate take place?
11, 1949,1946,0.0004928112030029,0.9549522399902344,0.7332739233970642,0.0,0.0, RuneQuest is a fantasy role-playing game created by a game designer born in what year ?
12, Yes.,no,0.0004935264587402,0.716752290725708,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?
13, Shutter,"""Good To Me""",0.0005185604095458,0.7253725528717041,0.1048054248094558,0.0,0.0,What song did Lisbeth Scott co-write and perform for a movie which grossed nearly 6 times its budget despite generally negative reviews?
14, Guillermo del Toro,Guillermo del Toro,0.0005035400390625,1.1742801666259766,1.0000001192092896,1.0,1.0,Daniel Giménez Cacho starred in a 1993 Mexican horror drama film written and directed by who?
15, United States,the United States,0.0005190372467041,0.7235229015350342,0.9223206639289856,0.8,0.8,The song Doctor Robert by the Beatles was released on the album Yesterday and Today in what country?
