idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Victorinox,Victorinox AG,0.0004870891571044,0.4461784362792969,0.9022156000137328,0.6666666666666666,0.6666666666666666,BusyBox software has been compared to a mutli-tool pocket knife manufactured by what company?
1, Pumping Iron (1977),Pumping Iron,0.0005075931549072,1.023426532745361,0.840049684047699,0.8,0.8,"Which documentary is the oldest, Buy Bye Beauty or Pumping Iron?"
2," Rojotua, Loxatus, and C. Max",Frank Cottrell Boyce,0.0004968643188476,1.7764101028442385,0.1596337258815765,0.0,0.0,"Who wrote the movie in which the song ""Nirvana"" was used?"
3, 2000,2000,0.0004944801330566,0.5356957912445068,1.0,1.0,1.0,"Stags' Leap Winery in California, was purchased by Australian beer group with interests in brewing and soft drinks in what year?"
4, The Office.,The Office,0.0005066394805908,0.5326268672943115,0.9726589322090148,1.0,1.0,"Knucklehead is a film starring an actress born June 29, 1967 known for her role on NBC's show called what?"
5, Garry Schyman,Jeremy Soule and James Hannigan,0.0004973411560058,0.7799556255340576,0.5027203559875488,0.0,0.0,"Who wrote the music for the video games, which are based on the movies which Alexandre Desplat wrote the musical scores for?"
6, Lorraine Hansberry.,Rita Clay Estrada,0.0005154609680175,0.7754087448120117,0.2966306209564209,0.0,0.0,Lorraine Heath is an author who received an award named for who?
7, Z GT two-seat coupes.,Nissan Z-car,0.0005040168762207,1.0236942768096924,0.71917724609375,0.25,0.25,The Nissan S30 was the first generation of this sports car manufactured since 1969?
8, Academy Award nomination for Best Adapted Screenplay.,Best Adapted Screenplay,0.0005068778991699,1.4071986675262451,0.8339592218399048,0.6,0.6,"Phyllis Nagy received what Award Nomination for her screenplay based on the 1952 romance novel ""The Price of Salt""?"
9, Madrid,the Madrid Motor Show,0.000507116317749,0.2774257659912109,0.6823729872703552,0.4,0.4,Where was the  Citroën vehicle designed with influences from what is called a beach buggy in the United Kingdom presented?
10, The Iron Giant.,The Iron Giant,0.0005035400390625,0.6542115211486816,0.9808055758476256,1.0,1.0,Which 1999 American sci-fi comedy-drama was produced and directed by Brad Bird and edited by Darren T. Holmes?
11, Walt Disney,Walt Disney,0.0005373954772949,0.3978734016418457,1.0000001192092896,1.0,1.0,Who produced The Shaggy D.A. and Tarzan?
12," Orlando, Florida.","Orlando, Florida",0.0005035400390625,0.6478822231292725,0.9722781181335448,1.0,1.0,Welcome Home was written by a former member of a boy band - where was that band formed?
13," May 14, 1962",1 May 1954,0.0005137920379638,1.0297765731811523,0.680487334728241,0.3333333333333333,0.3333333333333333,Tetsu was conceived by a chef born on which day ?
14, Edie Adams,Edie Adams,0.0005092620849609,0.5232915878295898,1.0,1.0,1.0,"Under the Yum Yum Tree starred this actress who was born in April, 1927?"
15, Ron Underwood,Ron Underwood,0.000500202178955,0.5220363140106201,0.9999999403953552,1.0,1.0,Who directed the film in which Ariana Richards played the character Mindy Sterngood?
