idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, 28th District,28th,88.55044460296631,93.82926797866821,0.6813010573387146,0.6666666666666666,0.6666666666666666
1, James and the Giant Peach.,James and the Giant Peach,88.90733933448792,95.04630160331726,0.9864711761474609,1.0,1.0
2, The award is the Gielgud Award for Excellence in the Dramatic Arts.,Golden Quill,88.5682590007782,99.4107768535614,0.1360420137643814,0.0,0.0
3, Asia,Asia,89.1792151927948,93.13893461227417,1.0,1.0,1.0
4, 2017,2017,88.69173097610474,93.53053069114685,1.0000001192092896,1.0,1.0
5, Jeff Struecker,Jeffrey D. Struecker,89.3225588798523,94.5966329574585,0.8267188668251038,0.4,0.4
6, Empire,Empire,88.96260619163513,92.9236319065094,0.9999999403953552,1.0,1.0
7, Charles Grodin,Charles Grodin,89.27031373977661,94.13381004333496,1.0,1.0,1.0
8," Cairns, Queensland.",north-east,88.74164748191833,94.22917318344116,0.44957345724105835,0.0,0.0
9, Wes Craven,Wes Craven,88.8382248878479,93.68727660179138,1.0,1.0,1.0
10, 1937,14 December 1946,89.00571632385254,93.84099626541138,0.6148210167884827,0.0,0.0
11," Bodyjar is from Australia, which is closer to Canada than Local H, which is from the United States.",Local H,89.08354187011719,101.81992864608765,0.38136664032936096,0.19999999999999998,0.19999999999999998
12, Jodie Whittaker,Jodie Whittaker,89.06019568443298,94.7444269657135,1.0,1.0,1.0
13, Lupita Nyong'o,Lupita Nyong'o,88.84442186355591,94.52934646606445,1.0000001192092896,1.0,1.0
14," September 13, 1981",9 November 1977,88.57258915901184,95.14311265945435,0.6853606700897217,0.0,0.0
15," Mississippi Valley State University, a historically black university.",historically black university,89.08210563659668,96.90985655784607,0.8046015501022339,0.5454545454545454,0.5454545454545454
16, The World That They Live In,The World That They Live In,88.85291790962219,95.01193380355835,1.0,1.0,1.0
17, Walter Mischel,Walter Mischel,88.75917410850525,94.04268884658813,1.0000001192092896,1.0,1.0
18, They are both dancers.,actor and singer,89.41182208061218,94.90681409835815,0.40738680958747864,0.0,0.0
19, To showcase and celebrate popular and trending content on YouTube.,spotlight videos and events,89.03385925292969,97.32189679145813,0.430890828371048,0.14285714285714288,0.14285714285714288
20, Westlife,Westlife,88.54254531860352,92.93700528144836,0.9999999403953552,1.0,1.0
21, 1360,1421,88.55246591567993,93.38056063652039,0.36220842599868774,0.0,0.0
