idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, B.o.B,B.o.B.,0.3345952033996582,27.033201694488525,0.9862722158432007,1.0,1.0
1, The island of Oahu in Hawaii.,Pitcairn Islands,0.366976261138916,28.04549217224121,0.4039887487888336,0.25,0.25
2," Arthur ""The Big Guy"" Carlson",Arthur Carlson,0.38982200622558594,27.75826072692871,0.8133586645126343,0.5714285714285715,0.5714285714285715
3, 1878,1878,0.3750886917114258,27.004348754882812,1.0,1.0,1.0
4, The Timekeeper,The Timekeeper,0.39386415481567383,26.949729204177856,1.000000238418579,1.0,1.0
5, Milton Bradley,Milton Bradley,0.38876819610595703,26.707337141036987,1.0,1.0,1.0
6," January 29, 1963.","January 29, 1963",0.38809657096862793,28.060539722442627,0.9890339970588684,1.0,1.0
7, Appenzeller Sennenhund,Appenzeller Sennenhund,0.3949918746948242,27.759086847305298,1.0,1.0,1.0
8," The LaFontaines have 5 members, while U2 has 4 members.",The LaFontaines,0.38417720794677734,30.211758852005005,0.4832007884979248,0.33333333333333337,0.33333333333333337
9, 1888,1888,0.4213247299194336,26.819908618927002,1.0,1.0,1.0
10, They are both characters from Irish folklore.,Ulster Cycle,0.3931920528411865,28.08975124359131,0.32945388555526733,0.0,0.0
11, Yes.,no,0.3907017707824707,26.669026374816895,0.5598188042640686,0.0,0.0
12," The film was ""A Clockwork Orange"".",Stanley Kubrick,0.39598774909973145,28.342867612838745,0.41965988278388977,0.0,0.0
13, Hot Adult Contemporary music.,Hot Adult Contemporary music,0.3869302272796631,27.504926681518555,0.9816200733184814,1.0,1.0
14, Judge Tara,Hank Azaria,0.38635897636413574,26.670464038848877,0.26937633752822876,0.0,0.0
15, 1931,1931,0.38663172721862793,26.846391916275024,0.9999999403953552,1.0,1.0
16, 1890,1890,0.4071319103240967,26.942089557647705,1.0,1.0,1.0
17," ""Señor Macho Solo""",eleventh,0.38994646072387695,28.12555456161499,0.19077953696250916,0.0,0.0
18," Brent Barry's father, Rick Barry.",Rick Barry,0.3940460681915283,27.993193864822388,0.7036539316177368,0.5,0.5
19, Yes.,no,0.3891792297363281,26.70474076271057,0.5598188042640686,0.0,0.0
20, The Beatles and Nina Simone.,Nina Simone and Weldon Irvine,0.3934059143066406,27.658742427825928,0.620511531829834,0.6,0.4000000000000001
21," Washington, Oregon, Idaho, Wyoming, and Western Montana.","Washington, Oregon, Idaho, Wyoming, and Western Montana",0.38117384910583496,29.014967441558838,0.9869709014892578,1.0,1.0
22, Krombacher Brauerei,Krombacher Brauerei,0.39823174476623535,28.260830402374268,1.0,1.0,1.0
23, Sebastian Coe.,four,0.4064199924468994,27.040980339050293,0.1091412603855133,0.0,0.0
24, Dick Vermeil,Dick Vermeil,0.3897380828857422,27.041543006896973,1.0,1.0,1.0
25, Yes.,yes,0.3935847282409668,26.653767585754395,0.836855947971344,1.0,1.0
26," Seattle, Washington.","Santa Monica, California",0.38912034034729004,27.01546335220337,0.6263568997383118,0.0,0.0
27, Yes.,yes,0.38817620277404785,26.76720952987671,0.836855947971344,1.0,1.0
28, Seton Hall University,Alden March and James H. Armsby,0.3873443603515625,27.20948100090027,0.1816977709531784,0.0,0.0
29, Yes.,yes,0.3802952766418457,26.693310737609863,0.836855947971344,1.0,1.0
30, 1963,1963-64,0.3914921283721924,26.827690839767456,0.8616560697555542,0.6666666666666666,0.6666666666666666
31, The Wizard of Oz.,The Wizard of Oz,0.37961459159851074,27.481075286865234,0.9854620099067688,1.0,1.0
