idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, Jim Corr,James Steven Ignatius Corr,0.319551944732666,23.172452926635742,0.4897282123565674,0.3333333333333333,0.3333333333333333
1, Plasma Sources Science and Technology.,non-fusion,0.35234737396240234,23.800894021987915,0.34671643376350403,0.0,0.0
2," Robert Foliot died in 1186, while Robert de Chesney died in December 1166.",Robert de Chesney,0.3519318103790283,27.040289402008057,0.5310338139533997,0.375,0.375
3, vaudeville.,vaudeville,0.3401367664337158,23.450692415237427,0.9764316082000732,1.0,1.0
4, Yes.,yes,0.3376758098602295,22.999036073684692,0.836855947971344,1.0,1.0
5, Rated R,Unapologetic,0.33879613876342773,23.064139127731323,0.21012425422668457,0.0,0.0
6, World War II,World War II,0.3770613670349121,23.212498426437378,1.0,1.0,1.0
7, 1992,1986,0.3459041118621826,23.18262529373169,0.6395271420478821,0.0,0.0
8, From the Westside with Love II,From the Westside with Love II,0.3608989715576172,23.98638653755188,0.9999998807907104,1.0,1.0
9, Ty Herndon,Ty Herndon,0.36042284965515137,23.203242540359497,1.0000001192092896,1.0,1.0
10, Formula 5000,Formula 5000,0.3474912643432617,23.30055022239685,1.0,1.0,1.0
11," A community center such as Tacoma School was used for public gatherings, social support, public information, and other purposes.","community tend to gather for group activities, social support, public information, and other purposes.",0.3460662364959717,27.62230086326599,0.6384682059288025,0.6060606060606061,0.5454545454545454
12, Yes.,yes,0.37418675422668457,22.906946659088135,0.836855947971344,1.0,1.0
13, United States.,United States,0.36372995376586914,23.32298254966736,0.9286460876464844,1.0,1.0
14, Anastasia (1997),"""Anastasia"" (1997)",0.35231447219848633,23.855564832687378,0.955859899520874,1.0,1.0
15," The Cotton Bowl in Fair Park, Dallas, Texas.",Cotton Bowl,0.33940911293029785,25.031293630599976,0.6469391584396362,0.4,0.4
16, Citharexylum,Citharexylum,0.3459007740020752,23.69559669494629,1.0000001192092896,1.0,1.0
17, 1998,1998,0.36876583099365234,23.257694482803345,1.0,1.0,1.0
18, Charles Bonifacio,Charles Bonifacio,0.35385847091674805,23.39456558227539,1.0,1.0,1.0
19, Wilm Hosenfeld,Wilhelm Adalbert Hosenfeld,0.36476683616638184,23.792486667633057,0.7128238081932068,0.4,0.4
20, Winter in the Blood,Winter in the Blood,0.35854554176330566,23.44056248664856,1.0000001192092896,1.0,1.0
21, 350,350,0.3584918975830078,23.08444118499756,1.000000238418579,1.0,1.0
22, Andrew Stanton,Andrew Stanton,0.3724508285522461,23.010231733322144,1.0,1.0,1.0
23," November 15, 2012.","November 15, 2012",0.36410069465637207,24.498337268829346,0.9800476431846619,1.0,1.0
24, 1992,1992,0.3475008010864258,23.202577829360962,1.0,1.0,1.0
25, Robert Fuest,William Goldstein and James Whiton,0.34117627143859863,23.303769826889038,0.43256935477256775,0.0,0.0
26, Bogotá,Bogotá,0.35034990310668945,23.268566131591797,1.0000001192092896,1.0,1.0
27, Springer Mountain,Springer Mountain,0.356109619140625,23.04942297935486,1.0,1.0,1.0
28, No.,no,0.3565390110015869,22.981411457061768,0.8128341436386108,1.0,1.0
29, Leon Schlesinger Productions (later Warner Bros. Cartoons),Leon Schlesinger Productions,0.36360716819763184,25.408026695251465,0.8492323160171509,0.6,0.6
30, Erich Ludendorff,Erich Friedrich Wilhelm Ludendorff,0.3700525760650635,23.712116479873657,0.9454416632652283,0.6666666666666666,0.6666666666666666
31, Swiss Family Robinson (1940 film) was released first.,Swiss Family Robinson,0.36023879051208496,25.1224102973938,0.715470552444458,0.5454545454545454,0.5454545454545454
