idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,B.o.B.,B.o.B.,0.0014328956604003906,2.9624993801116943,1.0000001192092896,1.0,1.0
1,Pitcairn Island.,Pitcairn Islands,0.0013146400451660156,1.26088547706604,0.9261998534202576,1.0,1.0
2,"Arthur ""Big Guy"" Carlson.",Arthur Carlson,0.0012536048889160156,1.3345208168029785,0.8349530696868896,0.6666666666666666,0.6666666666666666
3,1878,1878,0.0012462139129638672,1.2063798904418945,1.0,1.0,1.0
4,The Timekeeper.,The Timekeeper,0.0012803077697753906,1.1859490871429443,0.9732174873352051,1.0,1.0
5,Milton Bradley.,Milton Bradley,0.0012586116790771484,1.3128941059112549,0.9759840965270996,1.0,1.0
6,"January 29, 1963.","January 29, 1963",0.0012941360473632812,1.421217679977417,0.9890339970588684,1.0,1.0
7,The Appenzeller Sennenhund hails from the Swiss Alps.,Appenzeller Sennenhund,0.0012760162353515625,1.8986713886260986,0.6507382392883301,0.4,0.4
8,"The LaFontaines have 5 members, while U2 has 4 members.",The LaFontaines,0.0012121200561523438,1.9161436557769775,0.4832007884979248,0.33333333333333337,0.33333333333333337
9,"Rudolf Clausius, not to be confused with the Clausius in the Clausius-Mossotti relation, died in 1888.",1888,0.0012731552124023438,2.5596330165863037,0.40829339623451233,0.1111111111111111,0.1111111111111111
10,"None, they are unrelated. Etarcomol is a character from Irish folklore and Medb is a queen from Irish mythology.",Ulster Cycle,0.0012447834014892578,2.315544366836548,0.22885578870773315,0.0,0.0
11,Yes.,no,0.0012524127960205078,1.2043540477752686,0.5598188042640686,0.0,0.0
12,Stanley Kubrick.,Stanley Kubrick,0.0012309551239013672,1.2496674060821533,0.9702875018119812,1.0,1.0
13,Hot Adult Contemporary music.,Hot Adult Contemporary music,0.001312255859375,1.3670706748962402,0.9816200733184814,1.0,1.0
14,Apu Nahasapeemapetilon,Hank Azaria,0.0012814998626708984,1.4788143634796143,0.3319396674633026,0.0,0.0
15,1931,1931,0.0011830329895019531,1.1986114978790283,0.9999999403953552,1.0,1.0
16,1890.,1890,0.0012586116790771484,1.284705638885498,0.9705225229263306,1.0,1.0
17,"""St. Valentine's Day""",eleventh,0.0012934207916259766,1.3519611358642578,0.12003181874752045,0.0,0.0
18,Rick Barry.,Rick Barry,0.0012671947479248047,1.201401710510254,0.9677103757858276,1.0,1.0
19,"No, Khady Sylla is from Senegal and György Pálfi is from Hungary.",no,0.0012290477752685547,2.276698112487793,0.14308850467205048,0.13333333333333333,0.13333333333333333
20,The Beatles and Nina Simone.,Nina Simone and Weldon Irvine,0.0012412071228027344,1.358210802078247,0.620511531829834,0.6,0.4000000000000001
21,"Washington, Oregon, Idaho, Wyoming, and Western Montana.","Washington, Oregon, Idaho, Wyoming, and Western Montana",0.0012536048889160156,1.6176784038543701,0.9869709014892578,1.0,1.0
22,Krombacher Brauerei.,Krombacher Brauerei,0.0013849735260009766,1.5759296417236328,0.9839608669281006,1.0,1.0
23,"Sebastian Coe, a British politician and former track and field athlete, won 4 Olympic medals.",four,0.001249551773071289,2.1257755756378174,0.1648711860179901,0.0,0.0
24,Dick Vermeil.,Dick Vermeil,0.001230478286743164,1.3342323303222656,0.9787558317184448,1.0,1.0
25,Yes.,yes,0.0012094974517822266,1.097524642944336,0.836855947971344,1.0,1.0
26,"Santa Monica, California.","Santa Monica, California",0.0012409687042236328,1.358212947845459,0.9726114273071289,1.0,1.0
27,Yes.,yes,0.001222372055053711,1.0702741146087646,0.836855947971344,1.0,1.0
