idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,Peter Pan (1953),Peter Pan,0.2901926040649414,3.616109609603882,0.8502342104911804,0.8,0.8
1,Doris Day.,Jodie Prenger,0.3051128387451172,2.257242441177368,0.3981192708015442,0.0,0.0
2,The Adventures of Huck Finn (1993) was released before Herbie Rides Again (1974).,Herbie Rides Again,0.37632179260253906,3.202396869659424,0.49881434440612793,0.375,0.375
3,City of Damnation.,R2B: Return to Base,0.33658838272094727,2.310563087463379,-0.016721205785870552,0.0,0.0
4,Laura Bailey.,Laura Bailey,0.3080105781555176,2.285327911376953,0.9790907502174377,1.0,1.0
5,Elson Moyo was one of the alleged leaders of the 2007 Zimbabwean coup d'état attempt.,deputy commander of the Air Force,0.27130985260009766,3.5233445167541504,0.2313908338546753,0.18181818181818182,0.18181818181818182
6,Europe,Europe,0.4530055522918701,2.2752320766448975,1.0,1.0,1.0
7,"""Wiseguy""",Wiseguy,0.23369526863098145,2.582489252090454,0.8721039891242981,1.0,1.0
8,"Raylawni Branch, a veteran of the armed services.",Air Force,0.3907451629638672,2.9136369228363037,0.4092850685119629,0.0,0.0
9,Samarkand,Samarkand,0.2548043727874756,2.4370951652526855,1.0,1.0,1.0
10,Paul Williams,"Nicknamed ""The Punisher"", and standing at a height of 6 foot 1 inches, Williams was unusually tall for the three divisions in which he competed.",0.30205345153808594,2.5581295490264893,0.34109237790107727,0.07407407407407407,0.07407407407407407
11,Little Richard.,Little Richard,0.502774715423584,2.3033556938171387,0.9800070524215698,1.0,1.0
12,Simone Bolelli,Simone Bolelli,0.333118200302124,2.5169382095336914,1.0000001192092896,1.0,1.0
13,Yes.,yes,0.38210511207580566,2.1804802417755127,0.836855947971344,1.0,1.0
14,Morrissey.,Morrissey,0.26753950119018555,2.1705446243286133,0.9713892340660095,1.0,1.0
15,BAE Systems Land & Armaments.,Vickers Defence Systems,0.40694427490234375,2.5997607707977295,0.5075675249099731,0.28571428571428575,0.28571428571428575
16,Helen Magnus.,Helen Magnus,0.5786178112030029,2.3135271072387695,0.9794168472290039,1.0,1.0
17,1806.,1765 and 1783,0.3563570976257324,2.602343797683716,0.3875105381011963,0.0,0.0
18,X-Men,"""X-Men""",0.781684160232544,2.135542154312134,0.935822606086731,1.0,1.0
19,The award was an Emmy Award.,Emmy Award,0.3215808868408203,2.5459847450256348,0.8869122266769409,0.5,0.5
20,The Nobel Peace Prize.,Nobel Peace Prize,0.2376091480255127,2.494290590286255,0.9290430545806885,0.8571428571428571,0.8571428571428571
21,"Ben Karlin wrote the episode, and it was directed by Fred Savage.",Ben Karlin,0.2570915222167969,3.4060792922973633,0.4214760661125183,0.2857142857142857,0.2857142857142857
22,Killer whale.,Orca,0.3211386203765869,2.347433090209961,0.3266163468360901,0.0,0.0
23,Magazines.,magazine,0.30496954917907715,2.2309813499450684,0.8438069224357605,1.0,1.0
24,"Irwin Winkler directed the 1995 American cyber action thriller film ""The Net"" starring Sandra Bullock.",Irwin Winkler,0.44454288482666016,3.520735263824463,0.5126256942749023,0.23529411764705882,0.23529411764705882
25,BioWare.,BioWare,0.3052971363067627,2.7798657417297363,0.9461519122123718,1.0,1.0
26,East of Warrington.,east of Warrington,0.3173840045928955,2.556522846221924,0.9869686365127563,1.0,1.0
27,1988,"August 23, 1988",0.33727526664733887,2.265418291091919,0.834296703338623,0.5,0.5
28,Cat Deeley.,Cat Deeley,0.3626708984375,2.2418935298919678,0.9837195873260498,1.0,1.0
29,Gianluigi Donnarumma.,Gianluigi Donnarumma,0.32616257667541504,2.6471354961395264,0.9877851605415344,1.0,1.0
30,A Fortunate Life,"""A Fortunate Life""",0.25539302825927734,2.4100732803344727,0.8698043823242188,1.0,1.0
31,The Luiseño Indians.,an Aboriginal community,0.36943697929382324,2.648526191711426,0.34344005584716797,0.0,0.0
32,"Essence covers a wider range of topics, including fashion, lifestyle, beauty, and current issues in the African-American community.",Essence,0.2680516242980957,3.8165972232818604,0.6203088164329529,0.1,0.1
33,John Hughes.,John Hughes,0.3368263244628906,2.4512882232666016,0.9745405912399292,1.0,1.0
34,Mussolini,King Victor Emmanuel III,0.49999547004699707,2.6130483150482178,0.4808477759361267,0.0,0.0
35,"May 13, 1989.","May 13, 1989",0.29848790168762207,2.661202907562256,0.9855476021766663,1.0,1.0
36,Mission San Juan Capistrano.,Mission San Juan Capistrano,0.32541751861572266,2.365246534347534,0.9850101470947266,1.0,1.0
37,Malaysia.,Malaysia,0.4434056282043457,1.9281213283538818,0.9520540237426758,1.0,1.0
38,Washington.,Washington,0.23726701736450195,2.4035253524780273,0.9554225206375122,1.0,1.0
39,"1,636,058 fans.","1,636,058",0.3512258529663086,2.664215087890625,0.6059499979019165,0.8571428571428571,0.8571428571428571
40,1928,1928,0.38049888610839844,2.2789554595947266,1.0,1.0,1.0
41,Jasper Cillessen,Diederik Boer,0.3169732093811035,2.4098494052886963,0.29726442694664,0.0,0.0
42,"No, only the Grog gets its name from a nautical theme.",no,0.305866003036499,3.417973518371582,0.18498796224594116,0.16666666666666669,0.16666666666666669
43,Filmmakers.,filmmaker,0.31929659843444824,2.307398557662964,0.7492121458053589,1.0,1.0
44,Marge,Julie Kavner,0.321683406829834,2.20231032371521,0.27813467383384705,0.0,0.0
45,Queen Elizabeth II.,Queen Elizabeth II,0.3613088130950928,2.244616985321045,0.9695481657981873,1.0,1.0
46,Bill Walton.,Bill Walton,0.26066088676452637,2.472292423248291,0.9726642370223999,1.0,1.0
47,Benton County.,Benton County,0.640911340713501,2.626340627670288,0.9832558035850525,1.0,1.0
48,Yes. Halestorm is from Pennsylvania and Say Anything is from California.,yes,0.27399778366088867,3.246795415878296,0.1741122007369995,0.16666666666666669,0.16666666666666669
49,1956.,1908,0.34209632873535156,2.565293550491333,0.4495079815387726,0.0,0.0
50,1964,1964,0.40387940406799316,2.301234245300293,1.0000001192092896,1.0,1.0
51,"Wolfgang Joseph Pauli's father, Wolfgang Joseph Pauli, was born in 1869 in Vienna.",Wolfgang Pauli,0.3125603199005127,3.9390645027160645,0.5949413180351257,0.25,0.25
52,Stevie Wright.,Stevie Wright,0.610206127166748,2.4895436763763428,0.9736417531967163,1.0,1.0
53,"No, Dada is from the United States and Slint is from the United States as well.",yes,0.269442081451416,3.663177490234375,0.1874375343322754,0.0,0.0
54,The Cure.,The Cure,0.44281792640686035,2.2861154079437256,0.9532161951065063,1.0,1.0
55,Nigeria.,Nigeria,0.25931620597839355,2.069780111312866,0.9446371793746948,1.0,1.0
56,2005,1986,0.32883548736572266,2.5829901695251465,0.6356391310691833,0.0,0.0
57,23 number-one hits in the United States.,23,0.3544952869415283,2.657154083251953,0.48126399517059326,0.2222222222222222,0.2222222222222222
58,Fribourg.,Fribourg,0.27980518341064453,2.091484308242798,0.9832900762557983,1.0,1.0
59,Joseph Lovell.,Joseph Lovell,0.30809473991394043,2.2448959350585938,0.983709454536438,1.0,1.0
60,Alexis Sánchez is a forward for Arsenal and the Chile national team.,"Alexis, is a Chilean professional footballer who plays as a forward",0.3110921382904053,3.2136549949645996,0.8437904119491577,0.33333333333333337,0.33333333333333337
61,Palazzo Pitti,Palazzo Pitti,0.32378244400024414,2.0139896869659424,1.0000001192092896,1.0,1.0
62,Walmart and Gibson's Discount Center.,Wal-Mart and Sam's Club,0.2724275588989258,2.5955450534820557,0.696069061756134,0.3333333333333333,0.3333333333333333
63,1980s.,the 1980s,0.4692678451538086,2.2469568252563477,0.9358102679252625,0.6666666666666666,0.6666666666666666
