idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,The Adnani tribe.,Adnani,0.4156522750854492,2.581847667694092,0.7128660082817078,0.5,0.5
1,"""Both Sides, Now""","Both Sides, Now",0.39984798431396484,1.236520767211914,0.7743980288505554,1.0,1.0
2,Grapette was created first in 1939.,Ricqlès,0.3169538974761963,1.6158638000488281,-0.013148749247193336,0.0,0.0
3,Bob Jones University.,"2,800",0.48003435134887695,1.1356046199798584,0.036221906542778015,0.0,0.0
4,Yes.,yes,0.2946453094482422,1.0186057090759277,0.836855947971344,1.0,1.0
5,Maryland (BB-46),"USS ""Maryland""",0.2610640525817871,1.3433277606964111,0.601629376411438,0.4,0.4
6,French Connection.,Stephen Marks,1.1782371997833252,1.2365424633026123,0.16489267349243164,0.0,0.0
7,The Open University.,Open University,0.3544003963470459,1.1917693614959717,0.9099912047386169,0.8,0.8
8,1992,1933,0.41814112663269043,1.2017796039581299,0.5619549751281738,0.0,0.0
9,"Argentina, Australia, Brazil, Britain, Germany, Sweden, and Norway.","Argentina, Australia, Brazil, Britain, Germany, Sweden and Norway.",0.36348509788513184,1.78721022605896,0.9977201223373413,1.0,1.0
10,1971.,1971,0.31583666801452637,1.102928876876831,0.9627463817596436,1.0,1.0
11,Halsey.,Ashley Nicolette Frangipane,0.36786627769470215,1.106825828552246,0.2538408041000366,0.0,0.0
12,"Ensign was founded first in 1971, while Human Events was founded in 1944.",Human Events,0.2639169692993164,1.8949611186981201,0.2304350882768631,0.2666666666666667,0.2666666666666667
13,1997.,1997,0.4045596122741699,1.0706977844238281,0.9538005590438843,1.0,1.0
14,The 1980s.,mid-1980s,0.3591320514678955,1.3751420974731445,0.8919912576675415,0.5,0.5
15,Phyllis Nagy.,Phyllis Nagy,0.41863584518432617,1.1697793006896973,0.9816939830780029,1.0,1.0
