idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,"May 20, 2014.","May 20, 2014",0.001445770263671875,2.5917487144470215,0.9731619358062744,1.0,1.0
1,John Berends,John Berends,0.0013852119445800781,1.2097866535186768,1.0,1.0,1.0
2,Slushii.,Out of Light is the debut studio album of American electronic music producer and DJ Slushii.,0.0013048648834228516,1.2405962944030762,0.3263341188430786,0.11764705882352941,0.11764705882352941
3,Cleveland Indians.,Indians,0.001316070556640625,1.2287676334381104,0.706296443939209,0.6666666666666666,0.6666666666666666
4,2009.,2009,0.0013620853424072266,1.2727704048156738,0.9539592266082764,1.0,1.0
5,Marv Albert.,Marv Albert,0.0012345314025878906,1.192758560180664,0.990716814994812,1.0,1.0
6,Four times.,four-time winner,0.0013515949249267578,1.213007926940918,0.5073796510696411,0.8,0.8
7,"1,898.","1,898",0.0013246536254882812,1.3008999824523926,0.9890632629394531,1.0,1.0
8,Nature Publishing Group.,Nature Publishing Group,0.0013201236724853516,1.2631266117095947,0.9576834440231323,1.0,1.0
9,1838,1838,0.00121307373046875,1.226428508758545,1.0000001192092896,1.0,1.0
10,1643,1643,0.0013778209686279297,1.1522417068481445,1.0,1.0,1.0
11,"""Thank You"" (1925) came before ""The Grapes of Wrath"" (1940).",The Grapes of Wrath,0.0012044906616210938,2.062551259994507,0.620669960975647,0.5714285714285715,0.5714285714285715
12,John Bonython.,John Bonython,0.0013146400451660156,1.2069802284240723,0.9805543422698975,1.0,1.0
13,My Husband Got a Family.,My Husband Got a Family,0.0013492107391357422,1.2927179336547852,0.9718672633171082,1.0,1.0
14,"Eugene O'Neill was born first, on October 16, 1888.",Eugene Gladstone O'Neill,0.0013222694396972656,1.678032398223877,0.5025200843811035,0.4285714285714285,0.4285714285714285
15,"Both ""Angel"" and ""Fifth Harmony"" are related to the American girl group Fifth Harmony.",album,0.0013301372528076172,2.0569398403167725,0.18294185400009155,0.0,0.0
