idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score
0, 27 million,27 million,0.0005095005035400391,0.928654670715332,1.0000001192092896,1.0,1.0
1, Lynx is a text-based web browser.,text based web browser,0.000537872314453125,1.887495517730713,0.6711759567260742,0.7272727272727273,0.7272727272727273
2, Pope Gregory VII,"chancery of Pope Gregory VII,",0.0004904270172119141,0.7967100143432617,0.802065908908844,0.7499999999999999,0.7499999999999999
3, The city management and urban policy program was ranked first in the nation.,city management and urban policy,0.0004858970642089844,2.9123966693878174,0.6329970955848694,0.5555555555555556,0.5555555555555556
4, Chest pain or discomfort.,Chest pain,0.0004940032958984375,1.1808257102966309,0.9300103187561035,0.6666666666666666,0.6666666666666666
5, 30,30,0.0004949569702148438,0.60573410987854,1.0000001192092896,1.0,1.0
6, Germans,Auswanderer,0.0004937648773193359,0.4154481887817383,0.3629310429096222,0.0,0.0
7," Yes, Canada is officially bilingual, with English and French as its two official languages.",United States never developed bilingualism as Canada did.,0.0005114078521728516,3.4920718669891357,0.5988942384719849,0.2727272727272727,0.18181818181818182
8," The Salvadoran Civil War in the 1980s, and economic and political problems.",the economic collapse of the country many more Nicaraguans migrated to the United States amongst other countries.,0.0004980564117431641,3.6802289485931396,0.39531683921813965,0.20689655172413793,0.13793103448275862
9," The English-speaking American settlers entering the Southwest established their language, culture, and law as dominant, to the extent it fully displaced Spanish in the public sphere.",the convention's English-speaking participants felt that the state's remaining minority of Spanish-speakers should simply learn English,0.0004944801330566406,6.1726295948028564,0.5843213796615601,0.2127659574468085,0.2127659574468085
10, 2.4%,2.4,0.0004849433898925781,1.1854588985443115,0.6556990146636963,1.0,1.0
11, World War II,World War II,0.0004916191101074219,0.7984960079193115,1.0,1.0,1.0
12, 1836,"A large influx of Americans soon followed, originally with the approval of Mexico's president. In 1836",0.0004911422729492188,0.7972776889801025,0.5141712427139282,0.1111111111111111,0.1111111111111111
13, 1888,1888,0.0004904270172119141,0.7984135150909424,1.0,1.0,1.0
14, The Marine Accident Investigation Branch of the Department for Transport has its headquarters in Southampton.,Marine Accident Investigation Branch,0.0004892349243164062,3.301292896270752,0.774579644203186,0.4210526315789474,0.4210526315789474
15, The Thirty Years' War was primarily fought in what is now Germany.,Germany,0.0004906654357910156,2.9191317558288574,0.3612554371356964,0.15384615384615385,0.15384615384615385
16, Hampshire,Hampshire,0.0004985332489013672,0.41427135467529297,1.0,1.0,1.0
17, 1923,1923,0.0004961490631103516,0.8025684356689453,1.0,1.0,1.0
18, Student Union Activities,Student Union Activities,0.0004987716674804688,0.8111381530761719,1.0,1.0,1.0
19, Dr. Alan Whitehead (Labour),Dr. Alan Whitehead,0.00048613548278808594,1.7627294063568115,0.8765349984169006,0.8571428571428571,0.8571428571428571
20, Most MIs occur due to coronary artery disease.,coronary artery disease,0.0004968643188476562,2.1469852924346924,0.5302587151527405,0.5454545454545454,0.5454545454545454
21, 2007,2007,0.0004906654357910156,0.804032564163208,1.0000001192092896,1.0,1.0
22, 5,5,0.0005161762237548828,0.6095502376556396,1.0,1.0,1.0
23," The first reform concerning the calendar was the Julian calendar, introduced by Julius Caesar in 45 BC.",Julian calendar,0.0004818439483642578,4.129839897155762,0.5774136781692505,0.21052631578947367,0.21052631578947367
24, They generally made a compromise so that both churches could celebrate on the same day.,compromise,0.00048732757568359375,3.387355089187622,0.31047242879867554,0.125,0.125
25," No, the Hanseatic League was not exclusively German, it had members from various towns outside the Holy Roman Empire.",The Hanseatic League was not exclusively German,0.0005006790161132812,4.963262319564819,0.8823820948600769,0.5384615384615384,0.5384615384615384
26," Yes, the University of Kansas sports teams, known as the Jayhawks, have a strong following and high attendance rates.",fully booked every night,0.0004987716674804688,4.960896253585815,0.1578117161989212,0.0,0.0
27, HRH The Duchess of Cornwall.,HRH The Duchess of Cornwall,0.0005023479461669922,1.6113100051879883,0.9910644292831421,1.0,1.0
28, 30.3%,30.3,0.0004911422729492188,1.213068962097168,0.7069361209869385,1.0,1.0
29, The Rhine.,12 BC,0.0004916191101074219,1.0188217163085938,0.2451634556055069,0.0,0.0
30, Oppidan Scholarships are awarded to boys who have either three distinctions in a row or four throughout their career.,consistently performing with distinction in School and external examinations,0.0004966259002685547,4.565213203430176,0.29010045528411865,0.14285714285714285,0.14285714285714285
31, The Election Chamber.,"Parlour, Election Hall, and Election Chamber",0.0005004405975341797,1.0190613269805908,0.74503093957901,0.4444444444444444,0.4444444444444444
32, Royal Caribbean.,Royal Caribbean,0.0005025863647460938,0.8241927623748779,0.9739327430725098,1.0,1.0
