idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score
0, The Great Boston Fire of 1872,The Great Boston Fire of 1872,0.0004909038543701172,1.7065727710723877,0.9999999403953552,1.0,1.0
1, 3%,3%,0.0005247592926025391,0.6983902454376221,1.0000001192092896,1.0,1.0
2, Subjective Idealism,Subjective Idealism,0.0014853477478027344,0.8428053855895996,1.0000001192092896,1.0,1.0
3, The Back Bay.,the Back Bay,0.0004878044128417969,0.8443710803985596,0.9847224354743958,1.0,1.0
4, 33%,33%,0.00048613548278808594,0.6833791732788086,1.000000238418579,1.0,1.0
5, Kierkegaard,Kierkegaard,0.00048732757568359375,0.8450133800506592,1.0,1.0,1.0
6, The EPA.,the EPA,0.0004928112030029297,0.680307149887085,0.9789309501647949,1.0,1.0
7, Yiddish,Yiddish,0.0005106925964355469,0.6800596714019775,1.0,1.0,1.0
8," The people of Boston reacted vociferously to the demolition of the West End, with extensive public opposition.",with vociferous public opposition.,0.0004863739013671875,3.6327927112579346,0.4305022954940796,0.38095238095238093,0.2857142857142857
9, 11th century,11th century,0.00048828125,0.846289873123169,1.0000001192092896,1.0,1.0
10," 655,884","655,884",0.0004980564117431641,0.8413808345794678,1.0,1.0,1.0
11, 45,45,0.0004947185516357422,0.516371488571167,1.0000001192092896,1.0,1.0
12, Approximately one-third of the population of Brookline and Newton are Jewish.,one-third,0.0005009174346923828,2.490312099456787,0.1356753557920456,0.2857142857142857,0.2857142857142857
13, 160,160,0.0004906654357910156,0.5168373584747314,1.0000001192092896,1.0,1.0
14, the cradle of Germanic tribes,cradle of Germanic tribes,0.0005004405975341797,1.339425802230835,0.9884954690933228,0.888888888888889,0.888888888888889
15, Boston,Boston,0.0004932880401611328,0.3508603572845459,1.0,1.0,1.0
16," Sephardic communities, particularly from the Syrian Jewish community.",Syrian Jewish community,0.0004870891571044922,2.156494140625,0.7890723943710327,0.5454545454545454,0.5454545454545454
17, Abolitionist movement,the abolitionist movement,0.0004994869232177734,1.007814884185791,0.9863620400428772,0.8,0.8
18, Bank of America,Bank of America,0.0004994869232177734,0.6780011653900146,1.0000001192092896,1.0,1.0
19, The idea that the Ashkenazi may have come from Khazar stock surfaced in the later 19th century.,in the later 19th century,0.0004966259002685547,3.9653968811035156,0.3703518211841583,0.45454545454545453,0.45454545454545453
20," 175,000+","175,000+",0.0004975795745849609,1.008307933807373,1.0,1.0,1.0
21, Back Bay at the Mother Church (1894),Back Bay,0.0004901885986328125,1.8263936042785645,0.551262378692627,0.4444444444444445,0.4444444444444445
22, The City of Boston.,a city,0.0004889965057373047,1.0065343379974365,0.6033048033714294,0.3333333333333333,0.3333333333333333
23, Massachusetts,Massachusetts,0.0005009174346923828,0.3512899875640869,1.0,1.0,1.0
24, Boston has been a noted religious center from its earliest days.,from its earliest days,0.0005047321319580078,2.1543455123901367,0.23421739041805267,0.5333333333333333,0.5333333333333333
25, 1750,1750,0.0004858970642089844,0.6888077259063721,1.0,1.0,1.0
26, 20 million,20 million,0.0004925727844238281,0.6878111362457275,1.0,1.0,1.0
27, 36th worldwide in quality of living in 2011 in a survey of 221 major cities.,high,0.00049591064453125,3.683450222015381,0.16102825105190277,0.0,0.0
28, The ethnic composition of Boston.,the city's ethnic composition,0.0004973411560058594,1.1922481060028076,0.6244758367538452,0.6,0.6
29, state politics.,state politics,0.0005049705505371094,0.7017667293548584,0.9563447833061218,1.0,1.0
30, The Theater District is located south of Boston Common.,south of Boston Common,0.0004973411560058594,1.8808550834655762,0.7115889191627502,0.6153846153846153,0.6153846153846153
31, 89.6 square miles (232.1 km2),89.6 square miles,0.0004925727844238281,2.432590961456299,0.8889633417129517,0.7272727272727273,0.7272727272727273
32, Every 4 years.,every fourth year,0.0005011558532714844,1.0595371723175049,0.8580735921859741,0.6666666666666666,0.6666666666666666
33," The Boston School Committee, which is appointed by the mayor.",The School Committee,0.0005140304565429688,2.2669196128845215,0.6678533554077148,0.4615384615384615,0.4615384615384615
34, Venture capital.,venture capital investment,0.0004932880401611328,0.7193667888641357,0.8629215955734253,0.8,0.8
35, Sakanoue no Tamuramaro,Sakanoue no Tamuramaro,0.0004973411560058594,1.7580573558807373,1.0,1.0,1.0
36," 57,000","57,000",0.0004935264587402344,0.885340690612793,1.0,1.0,1.0
37, 10.1%,10.1%,0.0005095005035400391,1.062103509902954,1.0,1.0,1.0
38, The Levant.,the Levant,0.0005080699920654297,0.8978867530822754,0.9739600419998169,1.0,1.0
39, Hanscom Field,Beverly Municipal Airport,0.0005023479461669922,0.7122316360473633,0.028012312948703766,0.0,0.0
40, the language of Ashkenaz and the country of Ashkenaz,both the language of Ashkenaz and the country of Ashkenaz,0.00048351287841796875,2.4398088455200195,0.9736237525939941,0.9473684210526316,0.9473684210526316
41, unreal.,unreal,0.0005080699920654297,0.5414574146270752,0.9107618927955627,1.0,1.0
42, The Christian Science Monitor publishes their magazine weekly.,weekly,0.0004885196685791016,1.746262550354004,0.429979532957077,0.2222222222222222,0.2222222222222222
43, Hermann Lotze,Hermann Lotze,0.0004885196685791016,0.8864116668701172,1.0000001192092896,1.0,1.0
44, Yiddish,Yiddish,0.0004937648773193359,0.7171182632446289,1.0,1.0,1.0
45, The Fujiwara clan.,Fujiwara,0.0005059242248535156,1.230215311050415,0.779144287109375,0.5,0.5
46, 39,39,0.0004909038543701172,0.5414338111877441,1.0,1.0,1.0
