idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score
0, Molly Shannon,Molly Shannon,0.0004818439483642578,0.42004990577697754,0.9999999403953552,1.0,1.0
1, Adolf Hitler,Adolf Hitler,0.0004956722259521484,0.3711366653442383,1.0,1.0,1.0
2, Van Morrison was knighted in 2016.,2016,0.0004913806915283203,1.3033876419067383,0.221712127327919,0.2857142857142857,0.2857142857142857
3, nine.,nine,0.0004928112030029297,0.37931299209594727,0.9047521352767944,1.0,1.0
4, Football.,The song was endorsed by African footballers Emmanuel Adebayor and Samuel Eto'o.,0.0004982948303222656,0.368328332901001,0.09833744168281555,0.14285714285714288,0.14285714285714288
5, Ireland,Airlann,0.0004813671112060547,0.26332998275756836,0.2607792317867279,0.0,0.0
6, Yes.,yes,0.0004980564117431641,0.3693969249725342,0.836855947971344,1.0,1.0
7," No, we do not have enough information to determine which one directed more films.",no,0.0005030632019042969,2.006375312805176,0.14239051938056946,0.13333333333333333,0.13333333333333333
8, Institutes of Technology Act.,Institutes of Technology Act,0.0004971027374267578,0.7286391258239746,0.987529456615448,1.0,1.0
9, Rihanna,Rihanna,0.0004725456237792969,0.2626018524169922,1.0000001192092896,1.0,1.0
10, A1,A1,0.0005218982696533203,0.3778655529022217,1.0,1.0,1.0
11, Don Roos,Don Roos,0.0005128383636474609,0.48660802841186523,1.0,1.0,1.0
12, Dayton.,"Dayton, Ohio",0.0004966259002685547,0.38106536865234375,0.8957773447036743,0.6666666666666666,0.6666666666666666
13, 1-10 overall and 1-6 in Big Eight Conference play.,2–9,0.0005040168762207031,2.0130186080932617,0.515181303024292,0.0,0.0
14, 1992,1992,0.0005085468292236328,0.5193417072296143,1.0,1.0,1.0
15, The University of Illinois system has more locations.,The University of Michigan,0.0005037784576416016,1.1847026348114014,0.4685477018356323,0.5,0.5
