idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score
0, Laura's Star has more producers.,9,0.0008897781372070312,1.8673310279846191,0.07202164828777313,0.0,0.0
1," Lisbon, Portugal","Lisbon, Portugal",0.0009043216705322266,0.9234471321105957,1.0,1.0,1.0
2, Europe and Asia.,East Asia and Europe,0.0008568763732910156,1.1547105312347412,0.8803202509880066,0.8571428571428571,0.28571428571428575
3, Spencer Halpin's Moral Kombat,Spencer Halpin's Moral Kombat,0.0008563995361328125,1.8340115547180176,1.0,1.0,1.0
4, Pennsylvania,Pennsylvania,0.00048732757568359375,0.489426851272583,1.0000001192092896,1.0,1.0
5, Seaweed,Seaweed,0.0004904270172119141,0.9298770427703857,1.0,1.0,1.0
6, Film.,film,0.0004825592041015625,0.7051863670349121,0.8702664375305176,1.0,1.0
7, 73,73,0.0004832744598388672,0.7052493095397949,1.0,1.0,1.0
8, TEG,TEG,0.0004982948303222656,0.7056543827056885,1.0,1.0,1.0
9," March 24, 2017","March 24, 2017",0.0004813671112060547,1.8329298496246338,1.0000001192092896,1.0,1.0
10, Mimi Marquez,Mimi Marquez,0.0004909038543701172,1.1553916931152344,1.0,1.0,1.0
11, Bobby Veach,The Georgia Peach,0.000492095947265625,0.9381885528564453,0.166906476020813,0.0,0.0
12, The Stratton Story,"""The Stratton Story""",0.0005002021789550781,1.1531414985656738,0.9695603251457214,1.0,1.0
13, Sony Interactive Entertainment,Sony Computer Entertainment,0.00048470497131347656,0.9443459510803223,0.9017058610916138,0.6666666666666666,0.6666666666666666
14, The Tulsa Sound.,The Tulsa Sound,0.0004954338073730469,1.155930519104004,0.9854884147644043,1.0,1.0
15, Keane,Keane,0.0004897117614746094,0.7088117599487305,1.0,1.0,1.0
16, The CW,CW,0.00048232078552246094,0.7183942794799805,0.9481065273284912,0.6666666666666666,0.6666666666666666
17, 1864-1881,1864 to 1881,0.0004887580871582031,1.6001136302947998,0.9692856073379517,0.8,0.8
18," 862,044","862,044",0.0004961490631103516,1.1584947109222412,1.0000001192092896,1.0,1.0
19, Eric Greitens,Todd P. Graves,0.0005116462707519531,1.1602909564971924,0.3810696601867676,0.0,0.0
20, Atlanta United.,Atlanta United,0.0004944801330566406,0.9441149234771729,0.9797201752662659,1.0,1.0
21, Volvo 200 series.,Volvo 200 Series,0.0004913806915283203,1.383906602859497,0.9693906903266907,1.0,1.0
22, Dennis Cometti,Dennis Cometti,0.0004875659942626953,0.9331269264221191,1.0,1.0,1.0
23, Scott Kelly,Scott Kelly,0.0004980564117431641,0.7086300849914551,1.0,1.0,1.0
24," ""No Scrubs"" from the album ""FanMail"".",FanMail,0.0004868507385253906,2.9593558311462402,0.5217980146408081,0.2857142857142857,0.2857142857142857
25, New York,New York,0.0004999637603759766,0.7234628200531006,1.0,1.0,1.0
26, Wonder Woman,Wonder Woman,0.0004987716674804688,0.7175784111022949,1.0,1.0,1.0
27, Bayern Munich,Bayern Munich,0.0005028247833251953,0.7563881874084473,1.0000001192092896,1.0,1.0
28, The Union Navy.,Union Navy,0.00048804283142089844,1.164400339126587,0.916735827922821,0.8,0.8
29, A Band Apart,Plan B Entertainment,0.000484466552734375,0.930213451385498,0.24583902955055237,0.0,0.0
30, Darkness Falls,Joe Harris and John Fasano,0.0004899501800537109,0.7046148777008057,0.10383358597755432,0.0,0.0
31, 1962,1962,0.0004825592041015625,0.9381179809570312,1.0,1.0,1.0
