idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, Yes.,yes,82.43537664413452,86.70477867126465,0.836855947971344,1.0,1.0
1, Concordia College,Immanuel College,82.41115617752075,87.02937889099121,0.5309920310974121,0.5,0.5
2, Liu Yifei,Liu Yifei,82.47400975227356,87.5488772392273,1.0,1.0,1.0
3, 1934,1934,82.76316809654236,87.41133046150208,0.9999999403953552,1.0,1.0
4, Prouts Neck,Scarborough,82.48117017745972,87.11638712882996,0.14241595566272736,0.0,0.0
5, Katy Perry.,Katheryn Elizabeth Hudson,82.80879783630371,87.45440196990967,0.5420581698417664,0.0,0.0
6, south,south,82.81448864936829,86.4275553226471,1.0,1.0,1.0
7, Shenea Booth,Shenea Booth,82.83579087257385,87.89043378829956,1.0,1.0,1.0
8, Comptonia is native to North America.,Comptonia,83.00554609298706,90.17512035369873,0.7551431059837341,0.2857142857142857,0.2857142857142857
9, Original Sin.,Original Sin,82.80867719650269,87.42882084846497,0.9773807525634766,1.0,1.0
10, Frank Borman,John Glenn,82.5454204082489,87.17418122291565,0.3264673948287964,0.0,0.0
11, The school district of the city that the Powder Mill Fish Hatchery is located in is the Evergreen School District.,Governor Wentworth Regional School District,82.72098875045776,95.55169105529785,0.46340879797935486,0.16000000000000003,0.16000000000000003
12, T. S. Eliot,T. S. Eliot,82.77768039703369,88.71373343467712,1.0000001192092896,1.0,1.0
13, Martin McDonagh,Martin McDonagh,82.4652795791626,87.10945773124695,1.0,1.0,1.0
14, A. A. Fabbri of New York City,Ens. Charles W. Farmer,82.78917741775513,90.60064196586609,0.17863589525222778,0.0,0.0
15, Yes.,yes,82.92742347717285,87.15991592407227,0.836855947971344,1.0,1.0
16, Tamiami Canal,Tamiami Canal,82.62159609794617,87.25803089141846,1.0,1.0,1.0
17," The cover art for the album ""White Shadows"" is a representation of a skull.",Baudot code,82.71881294250488,93.22836303710938,0.035116784274578094,0.0,0.0
18, Deftones was formed first in 1988.,Deftones,82.65311813354492,90.67560410499573,0.6701927781105042,0.2857142857142857,0.2857142857142857
19, Marjorie Kinnan Rawlings,Marjorie Kinnan Rawlings,82.95946884155273,89.73806357383728,1.0,1.0,1.0
20, AFI,Republica,82.53430938720703,86.76905155181885,0.17683404684066772,0.0,0.0
21, They are both film directors.,screenwriter and film director,83.12045240402222,88.80557417869568,0.791877269744873,0.4444444444444445,0.4444444444444445
22, Taiwan,China,82.62339377403259,86.40885829925537,0.7252018451690674,0.0,0.0
23, George Harrison,George Harrison,82.78437113761902,86.7992193698883,1.0,1.0,1.0
24, 1850,1850,83.00309658050537,87.64415907859802,0.9999999403953552,1.0,1.0
25, The Trials of Life,The Trials of Life,82.9981963634491,88.06105494499207,1.0000001192092896,1.0,1.0
