idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, Polarity,Polarity,84.27847576141357,88.37851619720459,1.0000001192092896,1.0,1.0
1, 3,three Grammy Awards,84.55950736999512,88.62144660949707,0.3759792149066925,0.0,0.0
2, 13 years.,one,84.06465029716492,89.20690298080444,0.2848186492919922,0.0,0.0
3, Kitten Natividad,Kitten Natividad,84.72945284843445,90.0879020690918,1.0,1.0,1.0
4, Wang Ruiji,Jackson Wang,84.19346761703491,89.09921264648438,0.6085928678512573,0.5,0.5
5, The Affair,Whitney Solloway,84.89940142631531,89.39879536628723,0.21964435279369354,0.0,0.0
6, The public and society.,the public and society,84.53722095489502,89.87966465950012,0.9770885109901428,1.0,1.0
7, No.,no,84.89829468727112,89.18754410743713,0.8128341436386108,1.0,1.0
8, Nicktoons Network,Nicktoons,84.8914566040039,90.02104067802429,0.8267009258270264,0.6666666666666666,0.6666666666666666
9, London Weekend Television,London Weekend Television,84.87788224220276,89.3573796749115,1.0,1.0,1.0
10, 1986,1986,84.54243111610413,89.02789425849915,1.0000001192092896,1.0,1.0
11, 1217,1123,84.45625400543213,89.1579794883728,0.75947105884552,0.0,0.0
12, 39650,39650 acre,84.8839852809906,89.38648176193237,0.5309562683105469,0.6666666666666666,0.6666666666666666
13, Australia.,Full Tilt Poker,84.1834979057312,88.24642586708069,0.08941304683685303,0.0,0.0
14, Monfragüe,Monfragüe,84.17070293426514,89.09409475326538,1.0000001192092896,1.0,1.0
15, The European debt crisis.,The European debt crisis,84.7042076587677,90.06105780601501,0.9770410060882568,1.0,1.0
16, Rob Partridge,Sharon Laws,84.17282223701477,88.87346982955933,0.21755069494247437,0.0,0.0
17, Yes.,yes,84.84133863449097,88.90810489654541,0.836855947971344,1.0,1.0
18, 2310 ft,2310 ft,84.16898655891418,89.0627908706665,1.0,1.0,1.0
19, No.,no,84.87146782875061,88.93780779838562,0.8128341436386108,1.0,1.0
20," ""Adventures in Babysitting"".",Adventures in Babysitting,84.51445078849792,91.53216576576233,0.9146870970726013,1.0,1.0
21, Marion Hänsel,Ridley Scott,84.49667572975159,89.39092969894409,0.36988428235054016,0.0,0.0
22, Northwestern Mutual,United States Supreme Court,84.92762470245361,88.99614429473877,0.17382901906967163,0.0,0.0
23, 1991-1993,1991,84.54882407188416,90.30706834793091,0.8885549902915955,0.6666666666666666,0.6666666666666666
24, The Jeep Cherokee (XJ),Sportwagons,84.9281005859375,91.11709094047546,0.20088514685630798,0.0,0.0
25," Honeysuckle has approximately 180 species, while Abelia has around 30 species.",Honeysuckles,84.53666567802429,96.05001759529114,0.5715945959091187,0.16666666666666669,0.16666666666666669
26," Oriental City in Colindale, London.","Colindale, London",84.26080679893494,91.31270909309387,0.7063680291175842,0.5714285714285715,0.5714285714285715
27, Khaled Hosseini,Khaled Hosseini,84.40905547142029,89.5371253490448,1.0,1.0,1.0
28, London,London,84.50331354141235,88.13640475273132,1.0,1.0,1.0
29, A.L.I.E.,A.L.I.E.,84.16323566436768,89.50104928016663,1.0,1.0,1.0
30," Lisa ""Left Eye"" Lopes",Lisa Nicole Lopes,84.55758213996887,90.5514452457428,0.7168980836868286,0.5714285714285715,0.5714285714285715
31, Family drama,animated,84.9244384765625,88.98087501525879,0.3553997278213501,0.0,0.0
32, 1911,1911,84.45645308494568,88.94423007965088,1.0,1.0,1.0
33, Yann Tiersen,Yann Tiersen,84.4237048625946,89.54974818229675,1.0,1.0,1.0
34," Norman, Oklahoma.",Richmond,84.42476677894592,89.33240365982056,0.3674960136413574,0.0,0.0
35, Minister of Armaments and War Production,Reich Minister of Armaments and War Production,84.23039603233337,90.42560958862305,0.8142437934875488,0.923076923076923,0.923076923076923
36, Claremont Colleges,Claremont Colleges,84.83885288238525,89.33073377609253,1.0,1.0,1.0
37, 95-98%,between 95 and 98 percent,84.87312722206116,90.20195865631104,0.8446450233459473,0.5714285714285715,0.5714285714285715
38, Joan Cusack,Working Girl,84.18220520019531,89.09510016441345,0.24024520814418793,0.0,0.0
39, Delaware,Delaware,84.84084033966064,88.46343445777893,1.0,1.0,1.0
40, Berwick Castle,"Berwick-upon-Tweed, Northumberland, England",84.24454021453857,88.74212312698364,0.6906410455703735,0.28571428571428575,0.28571428571428575
41, ZZ Top,ZZ Top,84.52284288406372,88.58438086509705,1.0,1.0,1.0
42, Pierluigi Collina,Konami,84.70613169670105,90.03287625312805,0.1143631786108017,0.0,0.0
43, Paul Lambert.,Paul Lambert,84.7096209526062,89.17261862754822,0.9796403646469116,1.0,1.0
44, 7 million to 10 million,7 million to 10 million,84.5913314819336,90.7709584236145,1.0000001192092896,1.0,1.0
45, ESPN.com,The Ring,84.15649747848511,88.22306680679321,0.08914731442928314,0.0,0.0
