idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,Claire Skinner.,Claire Skinner,0.0010602474212646484,2.2220370769500732,0.9851857423782349,1.0,1.0
1,Obafemi Martins.,Obafemi Martins,0.0010802745819091797,0.7281768321990967,0.9841675758361816,1.0,1.0
2,The Northern Tablelands.,New England,0.0009737014770507812,0.6302809715270996,0.363650381565094,0.0,0.0
3,British East India Company (EIC),East India Company,0.0009424686431884766,0.7968635559082031,0.7489177584648132,0.7499999999999999,0.7499999999999999
4,Danica McKellar.,Danica McKellar,0.0012238025665283203,0.7300734519958496,0.98841392993927,1.0,1.0
5,Prince.,seven,0.0010612010955810547,0.5856084823608398,0.26459169387817383,0.0,0.0
6,"Phoenix, Arizona.",Phoenix,0.001081705093383789,0.682607889175415,0.8805569410324097,0.6666666666666666,0.6666666666666666
7,Prisoners of War (Hatufim),Prisoners of War,0.0010104179382324219,0.8868241310119629,0.790757417678833,0.8571428571428571,0.8571428571428571
8,Joe Rudolph was the Associate Head Coach/Offensive Coordinator and Offensive Line Coach at the University of Wisconsin-Madison.,John Bond,0.0010097026824951172,1.4650168418884277,0.09910953044891357,0.0,0.0
9,South Australia.,South Australia,0.0010561943054199219,0.5996701717376709,0.9649399518966675,1.0,1.0
10,Jharkhand.,Jharkhand,0.0011420249938964844,0.7149670124053955,0.9804831743240356,1.0,1.0
11,Over 100 hotels.,100,0.001241922378540039,0.7070486545562744,0.4240770637989044,0.5,0.5
12,Nicklas Lidström.,Nicklas Lidström,0.001085519790649414,0.7596635818481445,0.988632082939148,1.0,1.0
13,Don Siegelman.,Don Siegelman,0.0009634494781494141,0.71964430809021,0.9854370355606079,1.0,1.0
14,The Temple of Artemis at Ephesus.,Temple of Artemis,0.0009691715240478516,0.835299015045166,0.8690376281738281,0.6666666666666666,0.6666666666666666
15,The Pudelpointer is a hunting dog.,The Pudelpointer,0.0009517669677734375,0.9536178112030029,0.6893364191055298,0.5,0.5
