idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,Historically disadvantaged groups or minorities.,whites and males,0.0010495185852050781,1.697693109512329,0.5255835652351379,0.0,0.0
1,The academic computing department.,academic computing,0.0009765625,0.4754648208618164,0.8046208620071411,0.6666666666666666,0.6666666666666666
2,The Princeton Review.,Princeton Review,0.0008432865142822266,0.47637462615966797,0.9508841037750244,0.8,0.8
3,Anthocyanin density in purple grape skin.,anthocyanins,0.0008344650268554688,0.6597089767456055,0.5482739210128784,0.2857142857142857,0.2857142857142857
4,"""Home on the Range""","""Kansas Song""",0.0008490085601806641,0.5698451995849609,0.24635115265846252,0.0,0.0
5,The Office for Civil Rights.,Office for Civil Rights,0.0008897781372070312,0.5487565994262695,0.9552839994430542,0.888888888888889,0.888888888888889
6,"Racial discrimination in the United States, particularly the evacuation of Americans of Japanese descent during the war.",the state of race relations,0.0008547306060791016,1.05674409866333,0.44042450189590454,0.2727272727272727,0.2727272727272727
7,FDR (Franklin D. Roosevelt),Harold L. Ickes,0.0008656978607177734,0.6831104755401611,0.4417823851108551,0.0,0.0
8,Lower-class European Americans.,lower-class European Americans,0.0008614063262939453,0.5301663875579834,0.9674360752105713,1.0,1.0
9,Bill Self.,Bill Self,0.0008177757263183594,0.43685317039489746,0.9688641428947449,1.0,1.0
10,The Education and Justice Departments.,Education and Justice Departments,0.0007474422454833984,0.5461447238922119,0.9707198143005371,0.888888888888889,0.888888888888889
11,Vitis vinifera.,Vitis vinifera,0.0007729530334472656,0.5427756309509277,0.9830338358879089,1.0,1.0
12,Wilt Chamberlain.,Wilt Chamberlain,0.0007255077362060547,0.5085117816925049,0.9826033115386963,1.0,1.0
13,"Alan Mulally, former President and CEO of Ford Motor Company.",Alan Mulally,0.0007789134979248047,0.823988676071167,0.7235170006752014,0.33333333333333337,0.33333333333333337
14,Crimson and Blue.,crimson and royal blue,0.0008399486541748047,0.47100067138671875,0.8878383636474609,0.8571428571428571,0.8571428571428571
15,June 1963.,June 1963,0.0007524490356445312,0.5127761363983154,0.9795911312103271,1.0,1.0
