idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score
0, African-American,African American,0.0005114078521728516,0.9136207103729248,0.9617717266082764,1.0,1.0
1, Lauren Weisberger's 2003 novel of the same name.,Lauren Weisberger's 2003 novel of the same name,0.0005311965942382812,3.3927419185638428,0.9745950698852539,1.0,1.0
2, Executive Director of the Australia-Japan Research Centre.,Emeritus Professor of Economics,0.0005176067352294922,2.507627248764038,0.33415770530700684,0.16666666666666666,0.16666666666666666
3, Harold Wilson,Harold Wilson,0.0005297660827636719,0.6985330581665039,1.0,1.0,1.0
4, Draymond Green,Draymond Green,0.0007395744323730469,1.1823298931121826,1.0,1.0,1.0
5, Tool.,Tool,0.0005171298980712891,0.7065446376800537,0.9141275882720947,1.0,1.0
6, The CIA.,the CIA,0.001028299331665039,0.9266300201416016,0.9737504124641418,1.0,1.0
7, over 100 languages.,100,0.0005421638488769531,1.371856689453125,0.3921327590942383,0.5,0.5
8, Pete's Tavern on Irving Place in New York City.,at Pete's Tavern on Irving Place in New York City,0.0015022754669189453,2.731870174407959,0.9687362909317017,0.9523809523809523,0.9523809523809523
9, Asian Paralympic Committee (APC),Asian Paralympic Committee,0.0005266666412353516,2.5038387775421143,0.8976110816001892,0.8571428571428571,0.8571428571428571
10, The 7th State Senate district.,8th,0.0005145072937011719,2.053924560546875,0.38273268938064575,0.0,0.0
11," Pulitzer Prize and Tony nominations for ""Glengarry Glen Ross"" (1984) and ""Speed-the-Plow"" (1988).",Pulitzer Prize,0.0005161762237548828,6.8351006507873535,0.48093000054359436,0.23529411764705882,0.23529411764705882
12, 1897,1892,0.0005211830139160156,0.978801965713501,0.7163902521133423,0.0,0.0
13, Michael Williams,Mike Will Made It,0.0005033016204833984,0.7313833236694336,0.3562358617782593,0.0,0.0
14, The Amazon rainforest.,Amazon rainforest,0.0005104541778564453,1.3925144672393799,0.9383839964866638,0.8,0.8
15, Jules Massenet,Jules Émile Frédéric Massenet,0.0005269050598144531,1.244208812713623,0.8725276589393616,0.5,0.5
16, They are both film directors.,film director,0.000850677490234375,1.612537145614624,0.7297666072845459,0.5714285714285715,0.5714285714285715
17, 22,25,0.0006337165832519531,0.7147996425628662,0.7285479307174683,0.0,0.0
18, 1940,1940,0.0005278587341308594,0.93880295753479,0.9999999403953552,1.0,1.0
19, Musician,music,0.0005276203155517578,0.7084417343139648,0.6964894533157349,0.0,0.0
20, Picric acid.,Turpenite,0.0005178451538085938,1.1689248085021973,0.3367322087287903,0.0,0.0
21, Rihanna,Rihanna,0.0005252361297607422,0.4955863952636719,1.0000001192092896,1.0,1.0
22, 1962,1962,0.0005242824554443359,1.0098447799682617,1.0,1.0,1.0
23, Ferula genus is more useful to humans.,Ferula,0.0005345344543457031,2.2824323177337646,0.668110728263855,0.25,0.25
24, Jeremy,Jeremy,0.0005407333374023438,0.488600492477417,0.9999999403953552,1.0,1.0
25, Oxford United,Oxford United,0.0005311965942382812,0.7100396156311035,1.0,1.0,1.0
26, Thomas Paine,Thomas Paine,0.0011684894561767578,0.9309992790222168,0.9999999403953552,1.0,1.0
27, American,English,0.0005671977996826172,0.48052215576171875,0.5741005539894104,0.0,0.0
28," ""A Long Way Home"" by Saroo Brierley.","""A Long Way Home""",0.000518798828125,3.176544189453125,0.7175344228744507,0.7272727272727273,0.7272727272727273
29, k-os,k-os,0.0005331039428710938,0.7129671573638916,1.0,1.0,1.0
30," Pittsburgh, Pennsylvania.","Pittsburgh, Pennsylvania",0.0005166530609130859,1.1555657386779785,0.9803575277328491,1.0,1.0
31, 887,887,0.0005121231079101562,0.7071645259857178,0.9999999403953552,1.0,1.0
