idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, The Rock and Roll Hall of Fame.,Rock and Roll Hall of Fame,86.93182754516602,93.47944211959839,0.9602616429328918,0.923076923076923,0.923076923076923
1, Documentary,documentary,86.58217453956604,90.10455369949341,1.0,1.0,1.0
2, Sai Zhenzhu,Sai Zhenzhu,86.58480048179626,91.8261125087738,0.9999999403953552,1.0,1.0
3, The spotted hyena.,spotted hyena,87.22324228286743,92.48593831062317,0.9482872486114502,0.8,0.8
4, Robert Conrad,Robert Conrad Falk,86.69884848594666,90.66237044334412,0.7922263145446777,0.8,0.8
5, 1500 ft,1500 ft above sea level,87.2753975391388,92.09542679786682,0.6953990459442139,0.5714285714285715,0.5714285714285715
6, Gene Wilder.,Gene Wilder,86.49281024932861,91.3178973197937,0.9796164035797119,1.0,1.0
7, 1976,2016,87.13415694236755,91.51030707359314,0.5562722682952881,0.0,0.0
8," The New Joint Endeavor for Welfare, Education, and Liberation (NJM)",New JEWEL Movement,86.92836570739746,96.87886929512024,0.2132934331893921,0.15384615384615383,0.15384615384615383
9, France,France,87.32926988601685,90.83975744247437,1.0,1.0,1.0
10, Dean Holden,Dean Thomas John Holden,86.94537568092346,90.88614916801453,0.9095078110694885,0.6666666666666666,0.6666666666666666
11, 1945,"April 6, 1929",86.68527674674988,91.08087491989136,0.442628413438797,0.0,0.0
12, Romeo and Juliet,Romeo and Juliet,86.92792534828186,91.35176706314087,1.0,1.0,1.0
13," The Norwegian composer Arne Nordheim lived in the Norwegian government's honorary residence, Grotten, next to the Royal Palace in Oslo.",Grotten,87.0006775856018,102.09544467926025,0.3645995855331421,0.0909090909090909,0.0909090909090909
14, Naval Air Station South Weymouth,Naval Air Station South Weymouth,86.61761713027954,92.71246194839478,1.0000001192092896,1.0,1.0
15, John Cena,John Felix Anthony Cena,86.54718923568726,90.50369000434875,0.8227356672286987,0.6666666666666666,0.6666666666666666
16, Louis L'Amour,Louis Dearborn L'Amour,87.29922151565552,92.5310800075531,0.8804179430007935,0.8571428571428571,0.8571428571428571
17, 23,28,87.32660412788391,91.25373768806458,0.7456802129745483,0.0,0.0
18, The battle is often described as a pivotal and intense engagement.,the war's turning point,86.74884247779846,94.95352005958557,0.4117353558540344,0.12500000000000003,0.12500000000000003
19, Between 2019 and 2022.,between 2019 and 2022,86.61768078804016,93.5623939037323,0.9788080453872681,1.0,1.0
20, Arsenal F.C.,Arsenal Football Club,86.85750603675842,91.68079710006714,0.7741560339927673,0.3333333333333333,0.3333333333333333
21, Diego Milito,Diego Milito,86.9326536655426,91.31776833534241,1.0,1.0,1.0
22, Higher education and research.,research,86.86287069320679,92.08334589004517,0.6119449138641357,0.4,0.4
23," The television series is ""Sense8"".",Lana and Lilly Wachowski and J. Michael Straczynski,86.79618787765503,93.28549838066101,0.13282476365566254,0.0,0.0
24, Haleakalā National Park,Haleakalā National Park,86.97526240348816,92.617502450943,1.0,1.0,1.0
25, The Cove,The Cove,86.83805012702942,90.78110837936401,1.0,1.0,1.0
26, Wilhelm II,Wilhelm II,87.32613325119019,91.26228380203247,1.0000001192092896,1.0,1.0
27, Thomas Watson,Thomas John Watson Sr.,86.99163436889648,90.9405026435852,0.9052101969718933,0.6666666666666666,0.6666666666666666
28, Pat Buchanan,Pat Buchanan,87.30358123779297,91.23532843589783,1.0000001192092896,1.0,1.0
29, 2,four,86.66022753715515,90.62259006500244,0.688907265663147,0.0,0.0
30, Drew Goddard,Schaffer,86.60496926307678,91.39072227478027,0.34833481907844543,0.0,0.0
31, Susana Ferrari Billinghurst,Susana Ferrari Billinghurst,86.9313645362854,92.18866968154907,1.0000001192092896,1.0,1.0
32, 62 miles,62 miles,86.55362462997437,90.95916223526001,1.0000001192092896,1.0,1.0
33, Muhammad,Muhammad,86.89795970916748,90.4022524356842,1.0,1.0,1.0
34, 127,127,87.09944248199463,91.02457809448242,1.0000001192092896,1.0,1.0
35, Joss Whedon,Zack Snyder,86.90159296989441,92.10449504852295,0.3298988342285156,0.0,0.0
36, The Democratic Party.,Democratic Party,87.26890349388123,92.08826398849487,0.9210675954818726,0.8,0.8
37," The song is ""Happy Christmas (War Is Over)"" by John Lennon and Yoko Ono.",ABBA,87.31711030006409,98.92882347106934,-0.040373723953962326,0.0,0.0
38, Neil Young,Bad Fog of Loneliness,86.90210175514221,90.90064549446106,0.17270246148109436,0.0,0.0
39, American,American,86.89301586151123,90.44198870658875,1.0,1.0,1.0
40," Maurice Ravel was born first, on March 7, 1875.",Maurice Ravel,86.8233733177185,96.78235697746277,0.7186780571937561,0.3636363636363636,0.3636363636363636
41, Return to Oz,Return to Oz,87.01778483390808,91.39436435699463,1.0,1.0,1.0
42, Hanover,Hanover,86.9664843082428,90.90226578712463,1.0,1.0,1.0
43, Yes.,yes,86.82752728462219,90.77714419364929,0.836855947971344,1.0,1.0
44, University of Alabama,University of Alabama,87.28940343856812,91.66348767280579,1.0,1.0,1.0
45, Kansas.,Kansas,86.85247254371643,90.84328746795654,0.9498627781867981,1.0,1.0
46, Home computers.,home computer,87.05671906471252,91.47558665275574,0.8543409109115601,1.0,1.0
47, Chinese,Chinese,86.6222894191742,90.13647556304932,1.0,1.0,1.0
48," No, Porcupine Tree was formed in 1987 and Skinny Puppy was formed in 1982.",no,86.41430068016052,98.92985820770264,0.19333773851394653,0.13333333333333333,0.13333333333333333
49, Baroque,opera,86.9262535572052,90.91543054580688,0.4714139997959137,0.0,0.0
50, The Capital City Trail.,Capital City Trail,86.86559176445007,92.10885906219482,0.935248851776123,0.8571428571428571,0.8571428571428571
51," Honda City came first, introduced in 1981.",Honda City,86.18092036247253,93.96477246284485,0.6880282163619995,0.4444444444444445,0.4444444444444445
52, Adelaide Raiders SC,Croatian Sports Centre,86.62543845176697,90.98854899406433,0.3305235505104065,0.0,0.0
