idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, Yes.,yes,93.94680500030518,98.27129173278809,0.836855947971344,1.0,1.0
1, Cannon Mountain Ski Area,Cannon Mountain Ski Area,94.41135454177856,99.77920961380005,0.9999999403953552,1.0,1.0
2, No.,yes,94.36329460144043,98.88181161880493,0.6049201488494873,0.0,0.0
3, A Midsummer Night's Dream.,A Midsummer Night's Dream,93.43653297424316,100.13894891738892,0.9773761630058289,1.0,1.0
4, 1869,1869,93.99288415908813,98.7251148223877,1.0,1.0,1.0
5, Sissy Spacek,Sissy Spacek,93.98246622085571,99.1497392654419,1.000000238418579,1.0,1.0
6, Keir Dullea,Geoffrey Rush,93.47523045539856,99.30569553375244,0.16281495988368988,0.0,0.0
7, Doyle Wolfgang von Frankenstein,Doyle Wolfgang von Frankenstein,93.61589646339417,99.23787689208984,1.0,1.0,1.0
8, World War II,World War II,93.97509241104126,98.74196934700012,1.0,1.0,1.0
9, 1761,1761,93.70969986915588,98.69900679588318,1.0000001192092896,1.0,1.0
10, Zareen Khan,Tamil and Punjabi,93.64120197296143,98.82317900657654,0.2788008153438568,0.0,0.0
11, They are both part of a boy band.,band,94.45034670829773,102.03276991844177,0.5120164155960083,0.2222222222222222,0.2222222222222222
12," Robert Grosvenor, 5th Duke of Westminster's wife was Viola Grosvenor, Duchess of Westminster.",Viola Grosvenor,94.39995670318604,108.29261660575867,0.7018125057220459,0.25,0.25
13, Anil Agarwal through Volcan Investments.,Anil Agarwal,94.34921312332153,102.17675948143005,0.7095925807952881,0.5714285714285715,0.5714285714285715
14," The Netflix series ""Making a Murderer"".","""Making a Murderer""",94.00402045249939,101.3413360118866,0.7567955255508423,0.6666666666666666,0.6666666666666666
15, Hex and Catan are both board games.,board game,94.2847330570221,101.85823631286621,0.4608679711818695,0.4444444444444445,0.4444444444444445
16, Pritchardia,Bunchosia,93.67349767684937,98.87135720252991,0.2675568461418152,0.0,0.0
17, Yes.,yes,93.99496364593506,98.30017900466919,0.836855947971344,1.0,1.0
18, Yes.,no,93.97924876213074,98.28054594993591,0.5598188042640686,0.0,0.0
19, Lamiaceae,Lythraceae,93.96562123298645,98.7139995098114,0.4765460789203644,0.0,0.0
20, Dawn,Roma,93.75337648391724,97.60391783714294,0.21223506331443787,0.0,0.0
21, Marfa lights,Marfa lights,94.34941005706787,99.10714864730835,0.9999999403953552,1.0,1.0
22, Framing Hanley,The Operation M.D.,94.3789644241333,99.54512310028076,0.05646850913763046,0.0,0.0
23, 1995,1972,93.98461866378784,98.7362768650055,0.4584916830062866,0.0,0.0
24, Julie Ege,Julie Ege,93.93479490280151,98.69515776634216,1.0,1.0,1.0
25, No.,no,94.3900830745697,98.69179058074951,0.8128341436386108,1.0,1.0
26, Apple.,Apple,93.84043264389038,98.16418075561523,0.9395343661308289,1.0,1.0
27, Adani Ports & SEZ Limited.,Adani Ports & SEZ Limited,94.16491746902466,101.06569004058838,0.950554370880127,1.0,1.0
28, Italy,Albanian Kingdom,93.90560722351074,97.76609134674072,0.42771339416503906,0.0,0.0
29," The Friend is a children's magazine, and Wired is a technology magazine.",magazine,93.94328737258911,103.8606185913086,0.4663393497467041,0.14285714285714288,0.14285714285714288
30, Shock around the world.,shock around the world,93.69322180747986,99.28812909126282,0.9710838198661804,1.0,1.0
31, The Tree That Remembers,The Tree That Remembers,93.63350534439087,99.25057363510132,1.0,1.0,1.0
32, S. H. Kress & Co.,S. H. Kress & Co.,93.82310700416565,101.16882848739624,1.0,1.0,1.0
33, Tina Turner,Tina Turner,93.95905089378357,98.24925637245178,1.0000001192092896,1.0,1.0
34, Middle East Airlines,Middle East Airlines,93.87580752372742,98.61205124855042,1.0000001192092896,1.0,1.0
35, No.,no,94.32625722885132,98.64177799224854,0.8128341436386108,1.0,1.0
36," Lowell, Massachusetts",25 miles,94.38200354576111,99.12260341644287,0.2405419796705246,0.0,0.0
37, Pierre-Hugues Herbert,Pierre-Hugues Herbert,93.60462713241577,99.22076511383057,1.0,1.0,1.0
38, Board games.,board game,93.97151112556458,98.7247724533081,0.8520805835723877,1.0,1.0
39, Watch My Chops,Watch My Chops,93.90105700492859,99.09380340576172,1.0,1.0,1.0
40, Jagged Edge,Jagged Edge,93.48335194587708,98.2070643901825,1.0,1.0,1.0
41, No.,no,94.38891673088074,98.92074728012085,0.8128341436386108,1.0,1.0
42, Alternative rock,rock,93.63104248046875,97.95249032974243,0.7255392074584961,0.6666666666666666,0.6666666666666666
43," The author of ""The Life of Reason"", George Santayana, was raised and educated in the United States from the age of eight.",United States,93.9472484588623,109.47985506057739,0.1385970115661621,0.16666666666666669,0.16666666666666669
44, USS Missouri,Mighty Mo,94.36448884010315,98.66141366958618,0.41812440752983093,0.0,0.0
45, NY 396,396,93.60872602462769,98.34382748603821,0.6046315431594849,0.6666666666666666,0.6666666666666666
