idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, The Cape Colony.,Cape Colony,0.3058891296386719,23.603634357452393,0.9471240043640137,0.8,0.8
1, Shin Ha-kyun,Shin Ha-kyun,0.3622603416442871,23.762382984161377,1.0000001192092896,1.0,1.0
2, Bayern Munich,Porto,0.3536646366119385,23.115232706069946,0.5006292462348938,0.0,0.0
3, 1937,1937,0.34973812103271484,23.365763187408447,1.0,1.0,1.0
4," 1,200","1,200",0.366241455078125,23.642455101013184,1.0,1.0,1.0
5, United States,United States,0.35677266120910645,23.1358540058136,1.0000001192092896,1.0,1.0
6, Hobart,Hobart,0.34947824478149414,23.099917888641357,1.0,1.0,1.0
7, 2002,2002,0.36225366592407227,23.28978419303894,1.0,1.0,1.0
8, Nicolas Cage.,David Diamond,0.3623075485229492,23.419739723205566,0.27340367436408997,0.0,0.0
9, Yiddish,Italian,0.35727834701538086,23.355005741119385,0.37163129448890686,0.0,0.0
10, Wilfrid Brambell,Henry Wilfrid Brambell,0.36781764030456543,23.76835036277771,0.8917086124420166,0.8,0.8
11, No.,no,0.3609614372253418,23.121824741363525,0.8128341436386108,1.0,1.0
12, The east bank.,east bank,0.3540334701538086,23.57698392868042,0.9471474289894104,0.8,0.8
13, UK.,UK-based,0.34340810775756836,23.14008855819702,0.5818777680397034,0.6666666666666666,0.6666666666666666
14," ""God and my right""",God and my right,0.34726619720458984,23.950552463531494,0.7431830763816833,1.0,1.0
15, Malaysia,Malaysia,0.363192081451416,22.898335456848145,1.0000001192092896,1.0,1.0
16, Marcus Rashford,Marcus Rashford,0.3664824962615967,23.316869735717773,1.0000001192092896,1.0,1.0
17, 204 BC,204 BC,0.3537721633911133,23.371739387512207,1.0000001192092896,1.0,1.0
18, Tony Hoare,Tony Hoare,0.36076951026916504,23.39847993850708,1.000000238418579,1.0,1.0
19, Frank Beyer (1932-2006) was older than Jocelyn Moorhouse (born 1960).,Frank Paul Beyer,0.34668397903442383,28.032572984695435,0.6110357046127319,0.28571428571428575,0.28571428571428575
20, The Montreal Expos.,Montreal Expos,0.37988758087158203,23.796772003173828,0.9681159257888794,0.8,0.8
21, Han Seung-yeon,Ross Shor Lynch,0.3524339199066162,24.010661602020264,0.2036493569612503,0.0,0.0
22," Q1: Prudential Financial. 
Q2: Prudential Financial.",Prudential Financial.,0.3582320213317871,26.464995861053467,0.7144574522972107,0.5,0.5
23, The Orange Box,The Orange Box,0.35238122940063477,23.325310945510864,1.0,1.0,1.0
24, The Biggest Loser UK,Lost,0.36269617080688477,23.83097815513611,0.5143800973892212,0.0,0.0
25, British,Northern Irish,0.3471970558166504,22.907819271087646,0.48824384808540344,0.0,0.0
26, Yes.,yes,0.3533778190612793,23.15717601776123,0.836855947971344,1.0,1.0
27, 2010 and 2011.,2011,0.36503052711486816,24.42328953742981,0.8522845506668091,0.5,0.5
28, Yes.,no,0.368088960647583,23.0813045501709,0.5598188042640686,0.0,0.0
29, The Birds,The Birds,0.36607980728149414,23.103905200958252,1.0,1.0,1.0
30, Film director.,film director and screenwriter,0.3592705726623535,23.39208984375,0.8304933309555054,0.6666666666666666,0.6666666666666666
31, Hilo International Airport,Hilo International Airport,0.3597421646118164,23.54596996307373,1.0,1.0,1.0
