idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, University of Oklahoma,David Lyle Boren,85.30493760108948,89.72976231575012,0.1723475456237793,0.0,0.0
1, Berea College,Berea College,85.15018463134766,89.52572226524353,1.0,1.0,1.0
2, Sabattus,Sabattus,85.2896318435669,89.64109182357788,1.0,1.0,1.0
3, Barack Obama,Barack Obama,85.21442341804504,89.16893339157104,1.0,1.0,1.0
4," ""Fool for You""",Fuck You,85.00399541854858,90.65478587150574,0.22645297646522522,0.4,0.4
5, Yes.,yes,84.6943576335907,88.62413549423218,0.836855947971344,1.0,1.0
6, Film directors.,film director,84.88748335838318,89.21735763549805,0.8726288080215454,1.0,1.0
7," Touro Law Center, located on Long Island, New York.","Long Island, New York",85.49366426467896,94.06543254852295,0.5421274900436401,0.6153846153846153,0.6153846153846153
8, Pete's Tavern on Irving Place in New York City.,at Pete's Tavern on Irving Place in New York City,84.82401657104492,92.6264259815216,0.9687362909317017,0.9523809523809523,0.9523809523809523
9, National Harbor,National Harbor,85.09306359291077,89.01961708068848,1.0,1.0,1.0
10, 1848,1848,84.74656748771667,89.11633133888245,1.0,1.0,1.0
11, Rashi Bunny,Rashi Bunny,85.00286626815796,89.31775307655334,1.0,1.0,1.0
12, Samoan,Samoan,84.9275450706482,89.29379272460938,1.0,1.0,1.0
13, Plant genus.,plant genus,85.0753755569458,89.44251418113708,0.9699259400367737,1.0,1.0
14," ""Piano Concerto in F""",An American in Paris,85.29139304161072,91.76339387893677,0.15315525233745575,0.25,0.25
15," ""Romanzo Criminale""",Hunter,84.79594349861145,90.83981966972351,0.20501872897148132,0.0,0.0
16, Edgar Wright,Adam McKay,85.35106134414673,89.28859901428223,0.3787190914154053,0.0,0.0
17, Clu Gulager,William H. Bonney,84.96854186058044,89.7172544002533,0.1229294165968895,0.0,0.0
18, 1953,"September 12, 1959",85.12791967391968,89.50302338600159,0.6013848185539246,0.0,0.0
