idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,The Popes of the Middle Ages wore red to symbolize the blood of Christ and the Christian martyrs.,to symbolize the blood of Christ and the Christian martyrs,0.0013799667358398438,3.496649980545044,0.7186672687530518,0.7142857142857143,0.7142857142857143
1,1295.,1295,0.00138092041015625,1.2965826988220215,0.9551343321800232,1.0,1.0
2,1968.,1968,0.0013697147369384766,1.338282585144043,0.9550771117210388,1.0,1.0
3,The study of fluid flows in a vacuum state where the continuum assumptions of fluid mechanics do not apply.,study of fluid flows,0.0012423992156982422,2.1724154949188232,0.5050643086433411,0.34782608695652173,0.34782608695652173
4,Kyoto,Kyoto,0.0013880729675292969,1.1332693099975586,1.0,1.0,1.0
5,By a key switch located inside the elevator on the centralized control panel.,Phase-two mode can only be activated by a key switch located inside the elevator on the centralized control panel,0.0012288093566894531,1.8586900234222412,0.6161851286888123,0.787878787878788,0.787878787878788
6,"Red, Green, and Blue.","red, green and blue",0.0012199878692626953,1.4778378009796143,0.9497935771942139,1.0,1.0
7,"Increased performance in competitions, including professional sport and multiplayer video games.",increased performance,0.0013604164123535156,1.7878189086914062,0.6351094245910645,0.3076923076923077,0.3076923076923077
8,1853.,1853,0.0013630390167236328,1.2960734367370605,0.9680261015892029,1.0,1.0
9,Reduce it by around 20%.,reduce air pressure by around 20%,0.001382589340209961,1.4932925701141357,0.5618721842765808,0.7272727272727272,0.7272727272727272
10,"A red flag in the Middle Ages signaled that the defenders of a town or castle would fight to defend it, or that a warship would show no mercy to its enemy.",defenders of a town or castle would fight to defend it,0.0013275146484375,2.8847665786743164,0.5459845066070557,0.5116279069767442,0.5116279069767442
11,A motor mechanic utilizing a system of toothed wheels.,a motor mechanic utilizing a system of toothed wheels,0.0011990070343017578,1.6854674816131592,0.9857921004295349,1.0,1.0
12,"Approximately 300,000.","300,000",0.0012233257293701172,1.4539973735809326,0.7606668472290039,0.8,0.8
13,A tiny grain.,a tiny grain,0.0013561248779296875,1.3599638938903809,0.9812091588973999,1.0,1.0
14,10 torr to 10−3 torr.,10 torr to 10−3 torr,0.0013582706451416016,1.701599359512329,0.9750394821166992,1.0,1.0
15,Complicated programs could be developed and debugged in days rather than the weeks required for plugboarding the old ENIAC.,programs could be developed and debugged in days rather than the weeks,0.0012636184692382812,2.425013303756714,0.6864473819732666,0.7741935483870968,0.7741935483870968
16,Violet.,violet,0.001241445541381836,1.2582879066467285,0.9618127942085266,1.0,1.0
17,The elevator will shut down.,"The doors then close after an adjustable time period and the car remains unusable until reset, usually by cycling the elevator main power switch",0.0013306140899658203,1.4311559200286865,0.4296596646308899,0.13793103448275862,0.13793103448275862
18,"His published works covered topics in mathematics (60 papers), physics (20 papers), and applied mathematics (60 papers).","60 in pure mathematics, 20 in physics, and 60 in applied mathematics",0.001264333724975586,2.364014148712158,0.6872671842575073,0.6206896551724139,0.41379310344827586
19,"Red lake was made from mixing organic dyes, made from insects or plants, with white chalk or alum.","insects or plants, with white chalk or alum",0.0013339519500732422,2.267530679702759,0.5072134733200073,0.6153846153846153,0.6153846153846153
20,The ground state of matter.,the ground state of matter.,0.0012323856353759766,1.4149792194366455,1.0000001192092896,1.0,1.0
21,Einstein field equations.,Einstein,0.001264810562133789,1.3501734733581543,0.5579272508621216,0.5,0.5
22,Hot cathode and cold cathode.,hot cathode and cold cathode.,0.0013685226440429688,1.511218547821045,1.0000001192092896,1.0,1.0
23,Elastic and porous tissues.,tissues are elastic and porous,0.001413583755493164,1.3991639614105225,0.9508355259895325,0.888888888888889,0.6666666666666665
24,The electronics of the new ENIAC ran at one-sixth the speed of the old ENIAC.,new ENIAC ran at one-sixth the speed,0.0012459754943847656,2.22782039642334,0.8694897890090942,0.6666666666666666,0.6666666666666666
25,Kermes lake was made from kermes insects.,kermes insects,0.0013437271118164062,1.7427647113800049,0.7790442705154419,0.4444444444444445,0.4444444444444445
26,Nobles.,nobles,0.0012543201446533203,1.2689108848571777,0.9659461975097656,1.0,1.0
27,They are vacuum-powered to protect against loss of all electrically powered instruments in case of a power failure.,"protection against loss of all (electrically powered) instruments,",0.001245737075805664,2.1923084259033203,0.616980791091919,0.5925925925925926,0.5925925925925926
28,Red and blue light at equal intensity.,red and blue,0.0012357234954833984,1.5533270835876465,0.5370028018951416,0.6,0.6
29,Stoic physics.,Cartesian mechanical philosophy,0.0012576580047607422,1.3665196895599365,0.3297809064388275,0.0,0.0
30,Vermilion.,vermilion,0.0012290477752685547,1.3027052879333496,0.9810329079627991,1.0,1.0
31,The Cincinnati Red Stockings became the Atlanta Braves.,the Atlanta Braves,0.0013298988342285156,1.5952270030975342,0.7116590738296509,0.5454545454545454,0.5454545454545454
32,It would change color.,change color,0.0013613700866699219,1.4117851257324219,0.6351834535598755,0.6666666666666666,0.6666666666666666
33,A white flag with four small and one big red cross.,one big red cross,0.0011985301971435547,1.7161774635314941,0.7005842924118042,0.5333333333333333,0.5333333333333333
34,"The McLeod gauge can measure vacuums as high as 10−6 torr (0.1 mPa), which is the lowest direct measurement of pressure possible with current technology.",can measure vacuums as high as 10−6 torr,0.0013453960418701172,3.075026750564575,0.6975983381271362,0.5,0.5
35,The Twilight Zone Tower of Terror is an area that is really an elevator.,"The ""stretching room""",0.0012433528900146484,1.9527122974395752,0.2786763310432434,0.11764705882352941,0.11764705882352941
36,"In a pair of elevators, the cars move synchronously in opposite directions, with one car serving as the counterweight for the other.","their cars always move synchronously in opposite directions,",0.0012464523315429688,2.6319758892059326,0.6479734182357788,0.39999999999999997,0.39999999999999997
37,A few seconds.,after a few seconds,0.0012464523315429688,1.3523404598236084,0.7456517815589905,0.8571428571428571,0.8571428571428571
38,"Color was the central element of Matisse's paintings, chosen to evoke emotions.",the central element,0.0012445449829101562,1.978590965270996,0.20458635687828064,0.375,0.375
39,They experience a 60-second ride with music and animations displayed on the ceiling.,People in the remaining elevators may see an indicator light or hear a voice announcement informing them that the elevator will return to the lobby shortly,0.0013508796691894531,1.890622854232788,0.31397759914398193,0.1,0.1
40,Momentum transfer pumps.,Momentum transfer pumps,0.0012640953063964844,1.2918245792388916,0.959930956363678,1.0,1.0
41,They move forward.,ensure that the material moves forward,0.001218557357788086,1.268233299255371,0.44902390241622925,0.4444444444444444,0.4444444444444444
42,Henry Pickering,Henry Pickering,0.0012717247009277344,1.2975270748138428,1.0,1.0,1.0
43,Inaccuracy of the missile wouldn't be a problem with an H-bomb.,relative inaccuracy of the missile,0.0012526512145996094,1.9268503189086914,0.6611161828041077,0.4444444444444444,0.4444444444444444
44,He argued that the problem of measure is essentially group-theoretic in character.,In a series of famous papers,0.0012769699096679688,2.013248920440674,0.25005826354026794,0.21052631578947367,0.10526315789473684
45,2004,2004,0.00122833251953125,1.2390482425689697,1.0,1.0,1.0
46,"To provide expeditious service to passengers arriving at the building, typically in the morning as people arrive for work or at the conclusion of a lunch-time period.",people arrive for work or at the conclusion of a lunch-time period,0.001299142837524414,2.8133182525634766,0.695309042930603,0.6341463414634146,0.6341463414634146
47,"The elevators initially come to a halt, then one by one return to the lobby floor, open their doors, and shut down.","One by one, each car in the group will return to the lobby floor, open its doors and shut down",0.0012602806091308594,2.5496387481689453,0.6234630346298218,0.6666666666666666,0.6190476190476191
48,"16,777,216","16,777,216",0.0012497901916503906,1.47658109664917,1.0,1.0,1.0
49,13 kPa (100 Torr),"13 kPa (100 Torr),",0.0012736320495605469,1.5548861026763916,0.9927351474761963,1.0,1.0
50,A corresponding smoke sensor or heat sensor in the building.,a corresponding smoke sensor or heat sensor in the building,0.0012257099151611328,1.7221565246582031,0.9836164116859436,1.0,1.0
51,1523,1523,0.0013360977172851562,1.243455171585083,1.0,1.0,1.0
