idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, often depicted as a trickster.,getting injured in slapstick fashion.,79.00517463684082,85.02549338340759,0.28483277559280396,0.0,0.0
1, Nunbarsegunu,Ninlil,78.97972393035889,84.003342628479,0.285401850938797,0.0,0.0
2, Kindergarten Cop,Kindergarten Cop,78.99208736419678,83.15755867958069,1.0,1.0,1.0
3, Yes.,yes,79.0068199634552,82.77864646911621,0.836855947971344,1.0,1.0
4, The Viešnautas,Neris,79.00132632255554,84.45958709716797,0.2629503905773163,0.0,0.0
5, Douglas DC-8,Douglas Aircraft Company,78.88390040397644,83.46641659736633,0.6065037250518799,0.3333333333333333,0.3333333333333333
6, Yes.,no,79.03893113136292,82.78943395614624,0.5598188042640686,0.0,0.0
7, Weekly Shōnen Champion,Weekly Shōnen Champion,78.8347282409668,83.79551386833191,1.0,1.0,1.0
8, Annie,Annie,78.93025612831116,82.25364279747009,1.0000001192092896,1.0,1.0
9, 1961,15 September 1978,79.21445226669312,83.35440039634705,0.4072035551071167,0.0,0.0
10, Brian Johnson,Brian Johnson,78.96807289123535,82.71206307411194,1.0000001192092896,1.0,1.0
11, Néstor Kirchner,Néstor Kirchner,79.24311590194702,84.23117423057556,1.0000001192092896,1.0,1.0
12, 1936,"April 12, 1937",79.15056037902832,83.31225156784058,0.7263289093971252,0.0,0.0
13," Epcot's Imagination! pavilion in Walt Disney World Resort in Bay Lake, Florida.",Bay Lake,78.99929118156433,90.19993042945862,0.4416879117488861,0.2666666666666667,0.2666666666666667
14, Universal Pictures,Comcast,78.97218227386475,82.70625400543213,0.12218111753463745,0.0,0.0
15, No.,no,79.03996753692627,82.76972603797913,0.8128341436386108,1.0,1.0
16, The Charge of the Light Brigade.,Charge of the Light Brigade,78.91071391105652,84.73956894874573,0.96110600233078,0.9090909090909091,0.9090909090909091
17, The one mil coin.,one mil coin,79.11909580230713,84.1012864112854,0.9345532655715942,0.8571428571428571,0.8571428571428571
18, 1949,1949,79.05166435241699,83.21583104133606,1.0000001192092896,1.0,1.0
19, Semitic,Semitic,78.82949495315552,82.57180452346802,0.9999999403953552,1.0,1.0
20, Girls on Top,"""Girls on Top""",78.91307854652405,83.07567691802979,0.8500577211380005,1.0,1.0
21, A romance between two young people.,romantic,78.94828176498413,84.76670813560486,0.5293494462966919,0.0,0.0
22, French,French,79.2797269821167,82.60696339607239,1.0,1.0,1.0
23, AC/DC,AC/DC,78.94586992263794,83.10873746871948,1.000000238418579,1.0,1.0
24, Yes.,yes,79.2427339553833,82.99347710609436,0.836855947971344,1.0,1.0
25, Godey's Lady's Book,Godey's Lady's Book,78.86087322235107,84.67453455924988,1.0,1.0,1.0
26, Burlington Northern Railroad.,Burlington Northern Railroad,78.79234194755554,83.39599251747131,0.9794789552688599,1.0,1.0
27, 1993,1939,79.05871081352234,83.19488430023193,0.5085190534591675,0.0,0.0
28, Junji Ito,Junji Ito,78.93573927879333,83.51594138145447,1.0000001192092896,1.0,1.0
29," The Molotov-Ribbentrop Pact led to the territorial losses of Romania to the Axis powers and the king's abdication in 1940, which resulted in the dissolution of Ținutul Jiu.",ceased to exist,78.96310901641846,101.85254144668579,0.23605439066886902,0.0606060606060606,0.0606060606060606
30," San Bernardino County, California.","Brookline, Massachusetts",79.0255491733551,84.6343183517456,0.2563880980014801,0.0,0.0
31, St. Paul.,St. Paul,79.23142886161804,83.96294283866882,0.9828692078590393,1.0,1.0
32, Central Michigan.,Western Michigan,79.2522463798523,83.58920359611511,0.7996275424957275,0.5,0.5
33, A church,It is a religious building,78.95537686347961,82.84572839736938,0.6423968076705933,0.28571428571428575,0.28571428571428575
34, Malcolm Turnbull,Malcolm Turnbull,79.29599499702454,83.20140647888184,1.0000001192092896,1.0,1.0
35, Switchfoot,Jon Foreman,78.93975520133972,82.84147238731384,0.2082521915435791,0.0,0.0
36, The San Francisco 49ers.,San Francisco 49ers,79.0364089012146,85.07738184928894,0.9486846327781677,0.8571428571428571,0.8571428571428571
37, The Meiji period.,Meiji,78.85090231895447,83.9937903881073,0.8547784090042114,0.5,0.5
38, The Old Vic Theatre in London.,Yale Repertory Theatre,78.97324585914612,84.97208857536316,0.5725963115692139,0.2222222222222222,0.2222222222222222
39, Approximately 141 miles.,141 mi,78.80554246902466,83.94492173194885,0.6541550159454346,0.4,0.4
40, Sway,Sway,78.97087478637695,82.87434244155884,0.9999999403953552,1.0,1.0
41, 1980,1980,78.82585453987122,83.15881752967834,1.0,1.0,1.0
42, Charles Dickens,Charles Dickens,78.85131335258484,82.7594428062439,1.0000001192092896,1.0,1.0
43, Stanley Kubrick,Stanley Kubrick,79.020991563797,83.3543164730072,0.9999999403953552,1.0,1.0
44," The man with the most goals in the 1989 Coupe de France Final, Jean-Pierre Papin, received the honor of being named the French Footballer of the Year in 1991.",European Footballer of the Year,78.95071721076965,98.91507887840271,0.44214391708374023,0.2285714285714286,0.2285714285714286
