idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, Molly Shannon,Molly Shannon,0.052352190017700195,7.238487720489502,0.9999999403953552,1.0,1.0
1, Adolf Hitler,Adolf Hitler,0.050969600677490234,7.199888467788696,1.0,1.0,1.0
2, 2016,2016,0.05140495300292969,7.3036932945251465,1.0,1.0,1.0
3, nine.,nine,0.04932570457458496,7.2185468673706055,0.9047521352767944,1.0,1.0
4, Football.,The song was endorsed by African footballers Emmanuel Adebayor and Samuel Eto'o.,0.05006551742553711,7.219555139541626,0.09833744168281555,0.14285714285714288,0.14285714285714288
5, Ireland,Airlann,0.06467413902282715,7.0983240604400635,0.2607792317867279,0.0,0.0
6, Yes.,yes,0.05311942100524902,7.202133417129517,0.836855947971344,1.0,1.0
7," No, we do not have enough information to confirm this.",no,0.06351971626281738,8.380176782608032,0.2409346103668213,0.18181818181818182,0.18181818181818182
8, Institutes of Technology Act.,Institutes of Technology Act,0.0473790168762207,7.569685459136963,0.987529456615448,1.0,1.0
9, Rihanna,Rihanna,0.04817032814025879,7.0843493938446045,1.0000001192092896,1.0,1.0
10, A1,A1,0.04729056358337402,7.2208075523376465,1.0,1.0,1.0
11, Don Roos,Don Roos,0.04990410804748535,7.341848134994507,1.0,1.0,1.0
12, Dayton.,"Dayton, Ohio",0.05680036544799805,7.191515684127808,0.8957773447036743,0.6666666666666666,0.6666666666666666
13, 1-10 overall and 1-6 in Big Eight Conference play.,2–9,0.04846954345703125,8.84065842628479,0.515181303024292,0.0,0.0
14, 1992,1992,0.0495908260345459,7.3312835693359375,1.0,1.0,1.0
15, The University of Illinois system has more locations.,The University of Michigan,0.05524587631225586,8.03047251701355,0.4685477018356323,0.5,0.5
