idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,Cyndi Lauper.,Cyndi Lauper,0.5016777515411377,3.892606735229492,0.9877375364303589,1.0,1.0
1,Fatal Termination is a 1990 Hong Kong action film starring Robin Shou.,film,0.8565435409545898,3.3212287425994873,0.30214619636535645,0.15384615384615385,0.15384615384615385
2,Ann Wedgeworth,Ann Wedgeworth,0.4041330814361572,2.4056990146636963,1.0000001192092896,1.0,1.0
3,Clement Virgo.,Theodore Witcher,0.325441837310791,2.341341733932495,0.2629407048225403,0.0,0.0
4,Borden Dairy Company.,Borden Dairy Company,0.33854246139526367,2.4467501640319824,0.9852732419967651,1.0,1.0
5,"Binghamton University has the largest amount of schools and colleges under its name, with 8 colleges and schools.",National University of Mongolia,0.3322288990020752,3.2938432693481445,0.3581540584564209,0.1818181818181818,0.1818181818181818
6,"George Orwell's book ""Animal Farm"".",George Orwell,0.2957785129547119,2.7521955966949463,0.6832863092422485,0.5,0.5
7,"No, they were not both politicians.",no,0.24780631065368652,2.939547538757324,0.14509010314941406,0.2857142857142857,0.2857142857142857
8,Lancashire.,Lancashire,1.1316492557525635,2.4349513053894043,0.9715237617492676,1.0,1.0
9,Expedition Everest.,most expensive roller coaster in the world,0.5463860034942627,2.373162269592285,0.34873539209365845,0.0,0.0
10,Vernors was founded in the US.,Vernors,0.30548810958862305,2.689072608947754,0.706524133682251,0.2857142857142857,0.2857142857142857
11,Thurgood Marshall College Fund.,Thurgood Marshall College Fund,0.26104116439819336,2.522866725921631,0.9633556604385376,1.0,1.0
12,Romania.,Bucharest,0.5890731811523438,2.5718672275543213,0.7479095458984375,0.0,0.0
13,Film director and actor.,director,0.30104804039001465,2.2355470657348633,0.696825385093689,0.4,0.4
14,Approximately 350 million people cross the Mexico–United States border annually.,approximately 350 million legal crossings,0.29056525230407715,3.397916078567505,0.6215770244598389,0.5000000000000001,0.5000000000000001
15,Jamaica.,Jamaica,0.3534061908721924,2.362240791320801,0.961381733417511,1.0,1.0
16,Marlon King.,Marlon Francis King,0.35657382011413574,2.4820826053619385,0.8494617938995361,0.8,0.8
17,Crime comedy film.,crime thriller,0.4597649574279785,2.43985652923584,0.7461349964141846,0.4,0.4
18,George Weah.,George Weah,0.6760997772216797,2.2452762126922607,0.980098307132721,1.0,1.0
19,James Wong.,James Wong,0.5028212070465088,2.432015895843506,0.9788318872451782,1.0,1.0
20,Edgar Wright.,action comedy film directed by Edgar Wright,0.4294393062591553,2.309526205062866,0.6192659139633179,0.4444444444444445,0.4444444444444445
21,Family Circle.,Family Circle,0.4921586513519287,2.230238914489746,0.9691367745399475,1.0,1.0
22,Australia.,Australia,3.099653959274292,2.025007724761963,0.9376925826072693,1.0,1.0
23,They are both authors.,author,0.32047295570373535,2.6480445861816406,0.6750977039337158,0.4,0.4
24,"Yes, Cymbidium and Prunus are genera of plants in the plant kingdom.",yes,0.2678232192993164,3.136786460876465,0.12198130041360855,0.15384615384615385,0.15384615384615385
25,Mario Frangoulis.,Mario Frangoulis,0.22278475761413574,2.382301092147827,0.9894818663597107,1.0,1.0
26,Paul Walker.,Robert Iscove,0.28590893745422363,2.2946865558624268,0.32905322313308716,0.0,0.0
27,Sylvia Plath.,Sylvia Plath,0.47678208351135254,2.280319929122925,0.9764361381530762,1.0,1.0
28,Albert O. Vorse Jr.,"Albert Ogden ""Scoop"" Vorse Jr.",0.46769118309020996,2.6580309867858887,0.6527625322341919,0.6666666666666665,0.6666666666666665
29,2005.,2005,0.39197802543640137,2.770063877105713,0.9588066935539246,1.0,1.0
30,"No, Adam Smoluk is Canadian and Mickey Rooney is American.",no,0.3058164119720459,3.1974594593048096,0.19046851992607117,0.18181818181818182,0.18181818181818182
31,Piers Morgan.,Piers Morgan,0.4052107334136963,2.2432711124420166,0.9660460352897644,1.0,1.0
