KVcache prepared in 61.76545596122742 seconds
[0]: Semantic Similarity: 0.1622,	 cache time: 4.76837158203125e-07,	 generate time: 54.67430090904236
[0]: [Cumulative]: Semantic Similarity: 0.1622,	 cache time: 4.76837158203125e-07,	 generate time: 54.67430090904236
[1]: Semantic Similarity: 0.9708,	 cache time: 2.384185791015625e-07,	 generate time: 54.604641914367676
[1]: [Cumulative]: Semantic Similarity: 0.5665,	 cache time: 3.5762786865234375e-07,	 generate time: 54.63947141170502
[2]: Semantic Similarity: 0.79932,	 cache time: 2.384185791015625e-07,	 generate time: 55.850831747055054
[2]: [Cumulative]: Semantic Similarity: 0.64411,	 cache time: 3.178914388020833e-07,	 generate time: 55.04325819015503
[3]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 53.778828382492065
[3]: [Cumulative]: Semantic Similarity: 0.73308,	 cache time: 2.980232238769531e-07,	 generate time: 54.72715073823929
[4]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 53.81516623497009
[4]: [Cumulative]: Semantic Similarity: 0.78646,	 cache time: 2.86102294921875e-07,	 generate time: 54.544753837585446
[5]: Semantic Similarity: 0.38728,	 cache time: 2.384185791015625e-07,	 generate time: 60.659308433532715
[5]: [Cumulative]: Semantic Similarity: 0.71993,	 cache time: 2.7815500895182293e-07,	 generate time: 55.563846270243324
[6]: Semantic Similarity: 0.33982,	 cache time: 2.384185791015625e-07,	 generate time: 55.065021276474
[6]: [Cumulative]: Semantic Similarity: 0.66563,	 cache time: 2.724783761160714e-07,	 generate time: 55.49258555684771
[7]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 54.765894174575806
[7]: [Cumulative]: Semantic Similarity: 0.70743,	 cache time: 2.682209014892578e-07,	 generate time: 55.40174913406372
[8]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 54.48797297477722
[8]: [Cumulative]: Semantic Similarity: 0.73994,	 cache time: 2.914004855685764e-07,	 generate time: 55.300218449698555
[9]: Semantic Similarity: 0.87225,	 cache time: 2.384185791015625e-07,	 generate time: 55.48867607116699
[9]: [Cumulative]: Semantic Similarity: 0.75317,	 cache time: 2.86102294921875e-07,	 generate time: 55.3190642118454
[10]: Semantic Similarity: 0.21999,	 cache time: 2.384185791015625e-07,	 generate time: 54.58156871795654
[10]: [Cumulative]: Semantic Similarity: 0.7047,	 cache time: 2.8176741166548297e-07,	 generate time: 55.25201916694641
[11]: Semantic Similarity: 0.72375,	 cache time: 2.384185791015625e-07,	 generate time: 54.39491891860962
[11]: [Cumulative]: Semantic Similarity: 0.70628,	 cache time: 2.7815500895182293e-07,	 generate time: 55.18059414625168
[12]: Semantic Similarity: 0.57143,	 cache time: 2.384185791015625e-07,	 generate time: 54.039494037628174
[12]: [Cumulative]: Semantic Similarity: 0.69591,	 cache time: 2.7509836050180286e-07,	 generate time: 55.0928172148191
[13]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 55.42754125595093
[13]: [Cumulative]: Semantic Similarity: 0.71763,	 cache time: 2.724783761160714e-07,	 generate time: 55.116726074899944
[14]: Semantic Similarity: 0.56108,	 cache time: 2.384185791015625e-07,	 generate time: 55.55317735671997
[14]: [Cumulative]: Semantic Similarity: 0.70719,	 cache time: 2.702077229817708e-07,	 generate time: 55.145822827021284
[15]: Semantic Similarity: 0.68805,	 cache time: 2.384185791015625e-07,	 generate time: 54.829729080200195
[15]: [Cumulative]: Semantic Similarity: 0.706,	 cache time: 2.682209014892578e-07,	 generate time: 55.12606696784496
[16]: Semantic Similarity: 0.39608,	 cache time: 2.384185791015625e-07,	 generate time: 65.56386828422546
[16]: [Cumulative]: Semantic Similarity: 0.68777,	 cache time: 2.6646782370174633e-07,	 generate time: 55.74005528057323
[17]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 53.82816743850708
[17]: [Cumulative]: Semantic Similarity: 0.70511,	 cache time: 2.6490953233506946e-07,	 generate time: 55.63383928934733
[18]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 54.834312915802
[18]: [Cumulative]: Semantic Similarity: 0.72063,	 cache time: 2.635152716385691e-07,	 generate time: 55.591758953897575
[19]: Semantic Similarity: 0.94969,	 cache time: 4.76837158203125e-07,	 generate time: 54.071369647979736
[19]: [Cumulative]: Semantic Similarity: 0.73209,	 cache time: 2.7418136596679685e-07,	 generate time: 55.51573948860168
[20]: Semantic Similarity: 0.59427,	 cache time: 2.384185791015625e-07,	 generate time: 54.03512191772461
[20]: [Cumulative]: Semantic Similarity: 0.72552,	 cache time: 2.724783761160714e-07,	 generate time: 55.445233889988494
[21]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 54.74976348876953
[21]: [Cumulative]: Semantic Similarity: 0.738,	 cache time: 2.7093020352450286e-07,	 generate time: 55.41362159902399
[22]: Semantic Similarity: 0.98565,	 cache time: 4.76837158203125e-07,	 generate time: 55.384947299957275
[22]: [Cumulative]: Semantic Similarity: 0.74877,	 cache time: 2.7988267981487774e-07,	 generate time: 55.412374890368916
[23]: Semantic Similarity: 0.69502,	 cache time: 2.384185791015625e-07,	 generate time: 54.41144132614136
[23]: [Cumulative]: Semantic Similarity: 0.74653,	 cache time: 2.7815500895182293e-07,	 generate time: 55.37066932519277
[24]: Semantic Similarity: 0.87098,	 cache time: 2.384185791015625e-07,	 generate time: 54.85371685028076
[24]: [Cumulative]: Semantic Similarity: 0.75151,	 cache time: 2.765655517578125e-07,	 generate time: 55.34999122619629
[25]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 54.359304666519165
[25]: [Cumulative]: Semantic Similarity: 0.76106,	 cache time: 2.7509836050180286e-07,	 generate time: 55.311887896977936
[26]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 54.066598653793335
[26]: [Cumulative]: Semantic Similarity: 0.76991,	 cache time: 2.7373985007957176e-07,	 generate time: 55.265766073156286
[27]: Semantic Similarity: 0.81283,	 cache time: 2.384185791015625e-07,	 generate time: 54.37882137298584
[27]: [Cumulative]: Semantic Similarity: 0.77145,	 cache time: 2.724783761160714e-07,	 generate time: 55.23408947672163
[28]: Semantic Similarity: 0.55982,	 cache time: 4.76837158203125e-07,	 generate time: 54.39255738258362
[28]: [Cumulative]: Semantic Similarity: 0.76415,	 cache time: 2.795252306707974e-07,	 generate time: 55.2050711286479
[29]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 54.73371458053589
[29]: [Cumulative]: Semantic Similarity: 0.77201,	 cache time: 2.7815500895182293e-07,	 generate time: 55.18935924371083
[30]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 54.712907791137695
[30]: [Cumulative]: Semantic Similarity: 0.77937,	 cache time: 2.768731886340726e-07,	 generate time: 55.173989842014926
[31]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 54.506449460983276
[31]: [Cumulative]: Semantic Similarity: 0.78626,	 cache time: 2.7567148208618164e-07,	 generate time: 55.15312920510769
[32]: Semantic Similarity: 0.83686,	 cache time: 2.384185791015625e-07,	 generate time: 54.61638903617859
[32]: [Cumulative]: Semantic Similarity: 0.78779,	 cache time: 2.745426062381629e-07,	 generate time: 55.136864351503775
[33]: Semantic Similarity: 0.59854,	 cache time: 2.384185791015625e-07,	 generate time: 55.80355143547058
[33]: [Cumulative]: Semantic Similarity: 0.78223,	 cache time: 2.7348013485179226e-07,	 generate time: 55.15647279514986
[34]: Semantic Similarity: 0.45297,	 cache time: 4.76837158203125e-07,	 generate time: 61.39440393447876
[34]: [Cumulative]: Semantic Similarity: 0.77282,	 cache time: 2.7929033551897323e-07,	 generate time: 55.334699399130685
