idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,"Roberto Benigni is older, born in 1952, while Ringo Lam was born in 1955.",Roberto Remigio Benigni,0.3472568988800049,3.5204339027404785,0.5029242634773254,0.2352941176470588,0.2352941176470588,"Which director is older, Ringo Lam or Roberto Benigni?",1
1,"""Tie a Yellow Ribbon Round the Ole Oak Tree""","""Tie a Yellow Ribbon Round the Ole Oak Tree""",0.2686090469360351,1.5519113540649414,1.0,1.0,1.0,What is the name of the song that both Johnny Carver and Michael Anthony Orlando Cassavitis both sang?,1
2,Sidney Morgan.,Sidney Morgan,0.5110645294189453,0.9852020740509032,0.9810505509376526,1.0,1.0,"Who appeared in the Alfred Hitchcock film ""Juno and the Paycock"", Michelangelo Antonioni or Sidney Morgan ?",1
3,Húrin,Húrin,0.3978967666625976,1.2439634799957275,1.0,1.0,1.0,Who was the hero of the book by J.R.R. Tolkien published in 1977?,0
4,"Pierre Bouvier has more entertainment experience as the lead singer and guitarist of the rock band Simple Plan, while Jello Biafra is a musician and spoken word artist, but also has a more extensive background in punk rock and industrial music.",Pierre Charles Bouvier,0.2914183139801025,3.42824649810791,0.3891615867614746,0.0909090909090909,0.0909090909090909,who has more entertainment prowell Pierre Bouvier:or Jello Biafra,0
5,Composer and organist.,composer,0.3155834674835205,1.2316646575927734,0.7329118251800537,0.5,0.5,What were Vincent McEveety and Peer Raben known for?,0
6,The National Amateur Body-Builders' Association (NABBA).,National Amateur Body-Builders' Association (NABBA),0.3305850028991699,1.7785537242889404,0.9875801205635072,0.923076923076923,0.923076923076923,"The Universe Championships are annual worldwide bodybuilding events organised by which organization, notable previous winners include bodybuilder, actor, and former governor of California Arnold Schwarzenegger and bodybuilder and actor Steve Reeves?",1
7,"The Neal S. Blaisdell Center, which was originally called the Honolulu International Center.",Ward Estate,0.257976770401001,2.023388147354126,0.1021414697170257,0.0,0.0,On which former estate was the venue of Aloha from Hawaii Via Satellite located?,0
8,2000,2000,0.4935250282287597,0.9874944686889648,1.0,1.0,1.0,"Stags' Leap Winery in California, was purchased by Australian beer group with interests in brewing and soft drinks in what year?",1
9,Natalie Gumede.,Natalie Gumede,0.3627371788024902,1.0970265865325928,0.9856122732162476,1.0,1.0,"Tyrone Dobbs, the character from ""Coronation Street"", had a storyline with what actress who was a runner-up in the 2013 series of ""Strictly Come Dancing"" on BBC One?",1
10,"Amalie Arena, home of the Tampa Bay Lightning.",Tampa Bay Lightning,0.7369463443756104,1.5835778713226318,0.6977146863937378,0.5454545454545454,0.5454545454545454,What hockey team is Wesley Walz the former assistant coach and has one Stanley Cup championship?,0
11,"No, Candleshoe is a 1977 Walt Disney film, but Pooh's Heffalump Movie is a 2005 DisneyToon Studios film.",yes,0.3087470531463623,2.78019380569458,0.1599959433078766,0.0,0.0,Can Fraxinus and Onoclea both be found in North America?,0
12,Florence Delorez Griffith Joyner.,Florence Griffith Joyner,0.2995343208312988,1.1347596645355225,0.9174344539642334,0.8571428571428571,0.8571428571428571,What was the full name of the record-breaking American sprinter known as Flo-Jo?,1
13,1964.,1964,0.4161670207977295,1.1697790622711182,0.9599661827087402,1.0,1.0,"What year  was this wrestler who was the challenger to the Undertaker  WWF World Heavyweight Championship on May 11, 1997, was born?",1
14,Area 2 is a division of the Nevada Test Site.,Nevada Test Site,1.4894204139709473,1.5933518409729004,0.6493972539901733,0.4615384615384615,0.4615384615384615,What is Area 2 a division of that includes Nuclear weapons testing?,1
15,Kris Kross.,Kris Kross,0.3813021183013916,1.1270558834075928,0.9882841110229492,1.0,1.0,"Totally Krossed Out was created by which early-1990s hip-hop due known for their song, ""Jump""?",1
16,The University of Louisville.,University of Louisville,0.5540115833282471,1.245279312133789,0.9754641056060792,0.8571428571428571,0.8571428571428571,Which university is longer established - University of Louisville or the New York Institute of Technology?,1
17,"Xingyi, Guizhou.",Xingyi,0.2505574226379394,1.401838779449463,0.7783118486404419,0.6666666666666666,0.6666666666666666,"In between Wuxue and Xingyi, Guizhou, which one is in Guizhou Province?",1
18,Adelaide.,Adelaide,0.2958433628082275,1.1002330780029297,0.9673576354980468,1.0,1.0,"What is the name of this only interstate railway station in South Australia, where Silver City Limited operated between it and Broken Hill?",1
19,Virginia.,Colony of Virginia,2.164925098419189,0.9530928134918212,0.667988657951355,0.5,0.5,Which English colony settled in 1607 has a hunting lodge on it named after a naval victory?,1
20,North Rhine-Westphalia.,North Rhine-Westphalia,0.386218786239624,1.4579248428344729,0.9880428314208984,1.0,1.0,Max Imdahl was born in a city that is located in what part of Germany?,1
21,"Commander Lexa in The CW series ""The 100"".",Commander Lexa,0.2932260036468506,1.5644729137420654,0.7776421308517456,0.4,0.4,"What role was the Australian actress,Alycia Debnam-Carey who starred in German film that was released overseas as Unfriend,best known for?",1
22,S.M. Academy Casting.,the 2006 S.M. Academy Casting,0.3499348163604736,1.1345088481903076,0.8913198709487915,0.8,0.8,"Where was the Shinee member who was born in Gwangmyeong, Gyeonggi-do discovered?",1
23,Saturday Night Live.,Saturday Night Live,0.3452780246734619,0.950371503829956,0.9659030437469482,1.0,1.0,"Gilda Radner, star of Gilda Live, was a founder members of which iconic comedy TV show?",1
24,1983,1976,0.3093986511230469,1.2189381122589111,0.6293554902076721,0.0,0.0,"Rhythm Heritage and a one eyed singer recorded the theme music for ""Keep Your Eye On The Sparrow"" in which year?",0
25,1965.,1965,0.638913631439209,1.0923621654510498,0.9553147554397584,1.0,1.0, Scott Hochberg represented District 132 which included a domed sports stadium offically opened in what year?,1
26,Cybill Shepherd.,Cybill Shepherd,0.3121523857116699,1.1285772323608398,0.986620843410492,1.0,1.0,"Which star of ""The Last Picture Show"" (1971) also starred in a film based on the the short story ""A Change of Plan"", written by Bruce Jay Friedman?",1
27,"110,925.","110,925",0.3513424396514892,1.1324105262756348,0.9865357279777528,1.0,1.0,What is the population of the city that has the Gaylord Family Oklahoma Memorial Stadium?,1
28,"Dr. Bob Kelso is portrayed by Ken Jenkins, who also starred in the 1991 drama/thriller ""Edge of Honor"".",Dr. Bob Kelso,0.2379417419433593,2.318748235702514,0.6368868350982666,0.2727272727272727,0.2727272727272727,"What ""Scrubs"" character is portrayed by a star of the 1991 drama/thriller ""Edge of Honor""?",1
29,"""Please Take Care of My Refrigerator"" and ""Real Men"".",Please Take Care of My Refrigerator,0.508983850479126,1.4077434539794922,0.5422444343566895,0.8,0.8,Mihal Ashminov is currently in the cast of which South Korean cooking program?,0
30,True.,"It is managed by Northern, who operate most of the passenger services that call there",0.2835371494293213,1.0921542644500732,0.0531774200499057,0.0,0.0,"Kirkham and Wesham, and Salwick railway station are managed by Northern, True or False?",1
31,Eric Corton is the face of the annual multi-media charity event Serious Request.,Eric Corton,0.2782022953033447,1.926839828491211,0.7507621049880981,0.25,0.25,Who is the face of the annual multi day fundraising events for the International Red Cross initiatives?,1
32,Ladies' Magazine was founded first in 1828.,The Ladies' Magazine,0.3344941139221191,1.5868122577667236,0.5968097448348999,0.4,0.4,"Which magazine was founded first, Cleo or Ladies' Magazine?",1
33,Double cantilever hangar.,Double cantilever hangar,1.3184494972229004,1.181037664413452,0.9555155038833618,1.0,1.0,What type of Hangar was constructed at  The United States Air Force installation in northeastern Maine ?,1
34,The Librarians.,The Librarians,0.6423041820526123,1.3748133182525637,0.980456531047821,1.0,1.0,John Rogers was the creator of what TNT fantasy-adventure series?,1
35,Jackson.,Jackson,0.312061071395874,1.081958532333374,0.962256133556366,1.0,1.0,The Mississippi Museum of Natural Science is located on the same river as which state capital?,1
36,1943.,1943,0.6679251194000244,1.376847505569458,0.9630140662193298,1.0,1.0,William Frederick Truax was traded by the Los Angeles Rams to the Dallas Cowboys for a wide receiver born in what year?,1
37,Ahmed Johnson.,Anthony Norris,0.4197773933410644,1.215092420578003,0.4564077854156494,0.0,0.0,What is the real name of the WWF Intercontinental Champion who appeared in the six-man tax team match during In Your House 9: International Incident?,1
