idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, Yes.,yes,82.43537664413452,86.70477867126465,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
1, Concordia College,Immanuel College,82.41115617752075,87.02937889099121,0.5309920310974121,0.5,0.5,"Stephen Williams is head coach of which Lutheran school located in Adelaide, South Australia?",0
2, Liu Yifei,Liu Yifei,82.47400975227356,87.5488772392273,1.0,1.0,1.0,"For Love or Money starred which actress known as ""Fairy Sister""?",1
3, 1934,1934,82.76316809654236,87.41133046150208,0.9999999403953552,1.0,1.0,In what year was the writer of Let Us Compare Mythologies born?,1
4, Prouts Neck,Scarborough,82.48117017745972,87.11638712882996,0.1424159556627273,0.0,0.0,Lost on the Grand Banks depicts the lives of fisherman living in which town ?,0
5, Katy Perry.,Katheryn Elizabeth Hudson,82.80879783630371,87.45440196990967,0.5420581698417664,0.0,0.0,"Dave Audé is a Grammy-winning producer, house DJ, and remixer, he has done production for artists such as which  American singer and songwriter?",1
6, south,south,82.81448864936829,86.4275553226471,1.0,1.0,1.0, Yakutat Airport in Alaska and Muskegon County Airport in Michigan are located in what general direction relative to their city's central business district?,1
7, Shenea Booth,Shenea Booth,82.83579087257385,87.89043378829956,1.0,1.0,1.0,"Which American gymnast represented the United States of America at the 2001 international multi-sport event held in Akita, Japan?",1
8, Comptonia is native to North America.,Comptonia,83.00554609298706,90.17512035369872,0.7551431059837341,0.2857142857142857,0.2857142857142857,"Which is native to North America, Comptonia or Caladium?",1
9, Original Sin.,Original Sin,82.80867719650269,87.42882084846497,0.9773807525634766,1.0,1.0,What film was Joan Pringle in that starred Antonio Banderas and Angelina Jolie?,1
10, Frank Borman,John Glenn,82.5454204082489,87.17418122291565,0.3264673948287964,0.0,0.0,Which member of the Mercury Seven became a Senator?,0
11, The school district of the city that the Powder Mill Fish Hatchery is located in is the Evergreen School District.,Governor Wentworth Regional School District,82.72098875045776,95.55169105529784,0.4634087979793548,0.16,0.16,What is the school district of the city that the Powder Mill Fish Hatchery is located in?,0
12, T. S. Eliot,T. S. Eliot,82.77768039703369,88.71373343467712,1.0000001192092896,1.0,1.0,"Which British writer considered ""one of the twentieth century's major poets"" was introduced in the United States through the literary magazine ""The Little Review""?",1
13, Martin McDonagh,Martin McDonagh,82.4652795791626,87.10945773124695,1.0,1.0,1.0,Who was the director of the 2008 British-American black comedy crime film in which Mark Donovan was a actor?,1
14, A. A. Fabbri of New York City,Ens. Charles W. Farmer,82.78917741775513,90.60064196586607,0.1786358952522277,0.0,0.0,"Who commissioned the second USS ""Rockport"" SP-738 in the center of summer tourist activity? ",0
15, Yes.,yes,82.92742347717285,87.15991592407227,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
16, Tamiami Canal,Tamiami Canal,82.62159609794617,87.25803089141846,1.0,1.0,1.0,"Which is located in Florida, Tamiami Canal or Duluth Ship Canal?",1
17," The cover art for the album ""White Shadows"" is a representation of a skull.",Baudot code,82.71881294250488,93.22836303710938,0.035116784274578,0.0,0.0,"The cover art for the album caintain ""White Shadows"" was a representation of what?",0
18, Deftones was formed first in 1988.,Deftones,82.65311813354492,90.67560410499571,0.6701927781105042,0.2857142857142857,0.2857142857142857,"Which band was sometimes dubbed as the Radiohead of metal, Spiritualized or Deftones?",0
19, Marjorie Kinnan Rawlings,Marjorie Kinnan Rawlings,82.95946884155273,89.73806357383728,1.0,1.0,1.0,Who wrote The Secret River and The Yearling?,0
20, AFI,Republica,82.53430938720703,86.76905155181885,0.1768340468406677,0.0,0.0,"Which is from England, Republica or AFI?",0
21, They are both film directors.,screenwriter and film director,83.12045240402222,88.80557417869568,0.791877269744873,0.4444444444444445,0.4444444444444445,"Hans Behrendt and Scott Sanders, have which mutual occupations?",0
22, Taiwan,China,82.62339377403259,86.40885829925537,0.7252018451690674,0.0,0.0,"What country does Yushu City, Qinghai and Zunhua have in common?",0
23, George Harrison,George Harrison,82.78437113761902,86.7992193698883,1.0,1.0,1.0,"Who was the lead singer on the A-side of the record which reached No. 35 on the Billboard Hot 100, and had Thank You Girl as it's B-side ?",0
24, 1850,1850,83.00309658050537,87.64415907859802,0.9999999403953552,1.0,1.0,When did Rudolf Clausius introduce the second law of thermodynamics?,1
25, The Trials of Life,The Trials of Life,82.9981963634491,88.06105494499207,1.0000001192092896,1.0,1.0,"Which documentary was produced first, The Trials of Life or Restrepo?",1
26, James Runcie,James Runcie,82.79125666618347,87.84300065040588,1.000000238418579,1.0,1.0,Which professor from Bath Spa University wrote a collection of short stories that inspired an ITV drama called Grantchester?,1
27, David Walliams,with Tamara Ecclestone,82.896799325943,87.56825923919678,0.2470119297504425,0.0,0.0,What British Model starred on Wall of Fame?,0
28, NBC,Univision,82.46730923652649,86.25721454620361,0.4525775611400604,0.0,0.0,Laura is a talk show hosted by the presenter whose work appears on what network?,0
29, M. R. Charan Raj,Charan Raj,82.73160195350647,89.03606367111206,0.8844531774520874,0.6666666666666666,0.6666666666666666,What Indian composer and singer is composing the score for Shane Srimannarayana?  ,1
30, Queer as Folk,Queer as Folk,82.62217497825623,87.68507981300354,0.9999999403953552,1.0,1.0,What show is an American-Canadian drama starring Scott Lowell playing Ted Schmidt?,1
31, Film directors.,director,82.46332716941833,86.92255163192749,0.7351510524749756,0.6666666666666666,0.6666666666666666,What role did both Gene Nelson and Sebastian Gutierrez play in the film industry?,1
32, Barbet Schroeder,Barbet Schroeder,82.81785368919373,87.8709397315979,1.0,1.0,1.0,"The actor that played John Kelly on ""NYPD Blue"" also stars with Nicholas Cage in a 1995 crime thriller film directed by who?",1
33, Dean Heller,Dean Heller,82.8208122253418,86.83127760887146,1.000000238418579,1.0,1.0,"Who was appointed the seat left vacant by a former Las Vegas, Nevada politician in the United States Senate Election in Nevada 2012?",1
34, 2013,1 February 2013,82.43957948684692,87.07000017166138,0.7234582901000977,0.5,0.5,When did Grammar school that Michael Handley was educated at convert to academy status?,0
35, Iceland,Iceland,82.45849657058716,86.05383467674255,0.9999999403953552,1.0,1.0,"The Nick Holiday Christmas album features songs sung by the cast of LazyTown, a program set in what region?",1
