idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, 1821,After the Mexican War of Independence from Spain,0.0698723793029785,11.751853466033936,0.3484393358230591,0.0,0.0,When did other states become part of Mexico?,0
1," No, while Myanmar (formerly Burma) has made significant progress towards democracy, it is still a hybrid regime with a nominally civilian government but with the military holding significant power and influence.",Opinions differ whether the transition to liberal democracy is underway,0.0701918601989746,17.295897722244263,0.4059541225433349,0.1463414634146341,0.0975609756097561,Is Burma now a democratic nation?,1
2, 1613,"In 1740, the Mon of Lower Myanmar founded the Restored Hanthawaddy Kingdom",0.079568862915039,11.77886962890625,0.0956872850656509,0.0,0.0,In what year was one of the original Myanmar kingdoms restored?,0
3, The Eötvös Prize.,"Eötvös Prize, a national prize for mathematics",0.0870347023010253,12.411212682724,0.8249627351760864,0.5714285714285714,0.5714285714285714,What prize did Von Neuman win at the conclusion of his gymansium formal education?,1
4," Yes, the country has made significant progress in transitioning to a more democratic government, with the release of political prisoners, the establishment of a national human rights commission, and the relaxation of media censorship.","Aung San Suu Kyi's party won a majority in both houses, ending military rule.",0.0965766906738281,17.494349479675293,0.1340355575084686,0.0816326530612245,0.0408163265306122,Has the country been able to overcome the problems of government with the previous regime?,0
5," Yes, New Mexico's Spanish dialect is distinct and has retained elements from the 16th and 17th centuries.",", New Mexico Spanish, and in particular the Spanish of northern New Mexico and Colorado has retained many elements of 16th- and 17th-century Spanish",0.0769853591918945,15.048446893692017,0.8011555075645447,0.5714285714285715,0.5238095238095238,Is New Mexico's language different than from other Spanish dialect ,1
6, The State of the Union Addresses and other presidential speeches are translated to Spanish.,The State of the Union Addresses and other presidential speeches are translated to Spanish,0.0737116336822509,13.67241144180298,0.9922918677330016,1.0,1.0,What political speaches are delivered in English and Spanish?,1
7," New York City, Orlando, Philadelphia, and Central Florida.","many Puerto Ricans have migrated to New York City, Orlando, Philadelphia, and other areas of the Eastern United States",0.0812826156616211,13.170187711715698,0.491531103849411,0.4444444444444443,0.4444444444444443,Where are the biggest population of Puerto Ricans on the mainland?,1
8," No, in Myanmar (Burma), non-Buddhists, including workers, face restrictions on expressing their opinions in protest, and are often subject to persecution.",new labour laws that permit labour unions and strikes,0.0704030990600586,16.592634201049805,0.2358416765928268,0.064516129032258,0.064516129032258,Are groups who represent workers allowed to express their opinions in protest in Burma?,0
9," Historical resentment and violence, such as the Japanese occupation of Burma in World War II, and the British allied themselves with the Rohingya and fought against the puppet government of Burma.",lingering resentment over the violence that occurred during the Japanese occupation,0.0798516273498535,16.75739622116089,0.6502038836479187,0.2857142857142857,0.238095238095238,What may have caused negative feeling to still linger among the different races of the Burmese people ?,1
10, The emergence of iron-working settlements in an area south of present-day Mandalay around 500 BC.,with the emergence of iron-working settlements in an area south of present-day Mandalay,0.0762741565704345,14.417646646499634,0.9340511560440063,0.8749999999999999,0.8749999999999999,What events punctuate the beginning of the Iron Age?,1
11," No, the pace of change for the Burmese people has been uneven and influenced by various factors, including colonialism, military rule, and economic development.",pace of reforms were uneven and ultimately proved insufficient,0.0909674167633056,16.365484714508057,0.5084384083747864,0.2424242424242424,0.2424242424242424,Did changes move along at a uniform pace for the Burmese people?,1
12, Armed Forces Special Weapons Project (AFSWP),Armed Forces Special Weapons Project,0.0820355415344238,12.868038415908812,0.8412832021713257,0.9090909090909092,0.9090909090909092,What military organization did von NEumann also consult with for military aspect of nuclear weapons?,1
13," He felt that if freedom and civilization were to survive, the US would have to triumph over totalitarianism from Nazism, Fascism, and Soviet Communism.","felt that, if freedom and civilization were to survive, it would have to be because the US would triumph over totalitarianism",0.0790896415710449,16.3963942527771,0.8291825652122498,0.7555555555555556,0.6666666666666666,Why did von Neumann join government work?,1
14," Yes, it was a groundbreaking work in mathematical economics.","proving that the growth rate equals the interest rate were remarkable achievements, even for von Neumann",0.0747971534729003,13.00530171394348,0.4348738193511963,0.0,0.0,Was the economic model successful?,1
15," Yes, the visit to the United States by Aung San Suu Kyi and Thein Sein resulted in the release of political prisoners in Burma.",leaders discussed to release more political prisoners,0.0855023860931396,16.294443607330322,0.5071125626564026,0.2580645161290322,0.2580645161290322,Did the visit to the United States result in the release of political prisoners in Burma ? ,0
16, The Supreme Court.,Supreme Court,0.0819458961486816,11.941410541534424,0.9244683980941772,0.8,0.8,What is Liberia's highest judicial authority? ,1
17, Second incompleteness theorem,second incompleteness theorem,0.0706064701080322,12.096452236175535,1.0,1.0,1.0,"Upon revising the theory of incompleteness, what was the name of the new Godel theory?",1
18, Princeton University.,von Neumann's digital computers,0.0669765472412109,11.74487042427063,0.0975443869829177,0.0,0.0,Where were the computations for hydrogen bomb worked out?,0
19," Approximately 800,000 people in Mali are descended from slaves.","800,000",0.0648524761199951,13.312315940856934,0.3037456274032593,0.3333333333333333,0.3333333333333333,how many members did the America First Committee have?,0
20," Yes, Venezuela has immigrants from other countries, including Spain, Cuba, and other Latin American countries.","Between the 18th and early 19th centuries, there were many European immigrants who went to Venezuela",0.0712168216705322,14.492795467376707,0.614725649356842,0.1935483870967742,0.064516129032258,Does Venezuela have immigrates from other countries?,1
21," No, the languages of Myanmar are not widely used by other nations.",many of them are known only within small tribes around the country,0.0816586017608642,13.561524868011476,0.3648785352706909,0.25,0.1666666666666666,Are the languages of Myanmar widely used by other nations  ?,1
22, 1949,1949,0.0922393798828125,11.742579460144045,1.0000001192092896,1.0,1.0,In what year was the Auto-Sembly process created?,1
23, The fall of the Songhai Empire in 1591 led to the end of the region's role as a trading crossroads.,Saharan trade routes lost significance.,0.0722041130065918,15.45701813697815,0.4290461540222168,0.0769230769230769,0.0769230769230769,What major impact did the falling of the Songhai Empire have?,1
24, People who were out of the country at the time of the census.,"an estimated 1,206,353 persons in parts of northern Rakhine State, Kachin State and Kayin State who were not counted.",0.0963027477264404,13.565036535263062,0.4550508558750152,0.1764705882352941,0.1176470588235294,Who may have been left out of the 2014 census in Burma ?,0
25, Ava,king Tabinshwehti,0.0853879451751709,11.485499143600464,0.1575979441404342,0.0,0.0,"Who was the ruling monarchy when Taungoo, was vassal?",0
26, The Niger River.,Niger River,0.0892698764801025,11.933626651763916,0.9721992015838624,0.8,0.8,Flooding of what river is typical during these months?,1
27, Persecution and targeting of civilians.,a synagogue but no resident rabbi to conduct services,0.0787091255187988,12.53712034225464,0.1438274085521698,0.0,0.0,What problem presented itself to the Jewish locale in Rangoon ?,0
28, The Union of Myanmar,Union of Myanmar,0.0705018043518066,11.939355373382568,0.9856715202331544,0.8571428571428571,0.8571428571428571,What is the name that Burma held before 2010? ,1
29, English and Burmese.,"Pali, the liturgical language of Theravada Buddhism, and English",0.0751457214355468,12.199647426605225,0.3874767422676086,0.3333333333333333,0.1666666666666666,What are the primary languages of Europe that are used in Burma ?,0
30, 1955,1955,0.0772433280944824,11.768898963928224,0.9999999403953552,1.0,1.0,When did Tribhuvan die?,1
31," Yes, there were multiple racial classes in the organized societies of the states of Myanmar.",states were all multi-ethnic polities,0.0825426578521728,13.932804822921751,0.4567229747772217,0.1904761904761904,0.0952380952380952,Was there more than one racial class in the organized societies of the states of Myanmar?,1
32, 1928,When lecturing at Berlin in 1928 and 1929,0.0702571868896484,11.79545783996582,0.4518950581550598,0.2222222222222222,0.2222222222222222,When did von Neumann's interest in economics begin?,0
33, Village chiefs and elders.,village chiefs and elders,0.0841410160064697,12.110081672668455,0.9773029088974,1.0,1.0,Local disputes in rural areas are usually handled by what individuals?,1
34, 32,two major mathematical papers,0.0762321949005127,11.599920511245728,0.0842792019248008,0.0,0.0,By 19 how many papers had Von Neumann published?,0
35, Burmese and Spanish,Tibetan and Chinese language,0.0780675411224365,12.076574325561523,0.4696102142333984,0.2857142857142857,0.2857142857142857,Which two vernaculars hold relation to the official language?,0
36, Margaret von Neumann,Kann Margit,0.0890264511108398,11.970634937286375,0.0688122436404228,0.0,0.0,What was Von Neumann's mother's name?,1
37, Union Solidarity and Development Party,The elections of 2010 resulted in a victory for the military-backed Union Solidarity and Development Party,0.0868518352508544,12.199939250946043,0.6258912086486816,0.4545454545454545,0.4545454545454545,What was the name of the winning unit in the 2010 elections in Burma ?,1
38, 1930,New Year's Day in 1930,0.0679774284362793,11.744365215301514,0.6752567887306213,0.2857142857142857,0.2857142857142857,When did Von Neumann get married?,1
39, Homo erectus,Homo erectus,0.0714225769042968,11.801395893096924,0.9999999403953552,1.0,1.0,What type of remains were found in the Narmada Valley?,1
40, Infant mortality.,infant,0.0732114315032959,11.747007608413696,0.6123154163360596,0.6666666666666666,0.6666666666666666,Mali has one of the highest rates of what type of mortality?,1
41," Communications restrictions in Myanmar have been eased, allowing for increased freedom of expression and access to information.",The most significant change has come in the form that media organisations will no longer have to submit their content to a censorship board before publication.,0.0881900787353515,14.37454915046692,0.3503665030002594,0.1395348837209302,0.1395348837209302,If communications restrictions have changed how so?,0
42, Student protests.,student protests,0.1566407680511474,11.86627459526062,0.9789890050888062,1.0,1.0,In January of 1991 what type of protests were violently curbed?,1
43, 1988,1988,0.0872159004211425,11.708747863769531,1.0,1.0,1.0,When did Brazil pass a new Constitution?,1
44," The first Burmese silent film, ""Myitta Ne Thuya"" (Love and Liquor), was released in 1920.",Myanmar's first film was a documentary of the funeral of Tun Shein,0.0805888175964355,15.83786153793335,0.4662322103977203,0.2857142857142857,0.2142857142857142,What was the first motion picture about someone's life filmed in Myanmar ?,0
45," Yes, early civilizations in Myanmar, such as the Pyu city-states, were influenced by trade with India, importing Buddhism and other cultural concepts.",The Pyu culture was heavily influenced by trade with India,0.232954740524292,15.794772624969482,0.6645851135253906,0.4848484848484848,0.4242424242424242,Were any of the early civilizations influenced by each other and if so by what how did it occur?,1
46, British colonial rule.,bombed extensively,0.0877697467803955,11.869771480560305,0.2285381853580474,0.0,0.0,What lead to the architectural changes in Myanmar ?,0
47, Pseudorandom numbers.,pseudorandom numbers,0.0755248069763183,12.305180072784424,0.98231303691864,1.0,1.0,Due to slow use of random numbers what was developed?,1
48, 48%,48,0.0721511840820312,11.750380039215088,0.6051636934280396,1.0,1.0,How many departments does the Punjab administration have?,0
49, The British.,bombed extensively by both sides,0.0826964378356933,11.737048864364624,0.2151087075471878,0.0,0.0,Who was credited with changes that occurred to the interior due to the war's effects ?,0
