idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0," I couldn't find any information on an English actor starring in ""Where Danger Lives"".",Claude Rains,87.68377780914307,98.13130521774292,0.2191046476364135,0.0,0.0,What English actor appeared in films like “The Invisible Man” and “Robin Hood” while costarring with Lon Chaney JR in the 1941 edition of “The Wolf a man”?,0
1, 2009,2009,87.40137887001038,91.8365993499756,0.9999998211860656,1.0,1.0,"Blackjack Switch is a casino gambling game invented by Geoff Hall, and patented in what year, natural blackjacks are paid 1:1 instead of the standard 3:2, and a dealer hard 22 pushes all player hands except a natural, a croupier or dealer is someone appointed at a gambling table to assist in the conduct of the game, especially in the distribution of bets and payouts?",1
2, Fritillaria,Teucrium,87.64947080612183,92.50958561897278,0.371262788772583,0.0,0.0,"Which plant has more species, Teucrium or Atalaya?",0
3, Yes.,yes,87.04697966575623,91.02899026870728,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
4, Yes.,yes,87.39108729362488,91.379723072052,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
5," The Who's rock opera album ""Tommy"".",Tommy,87.30613350868225,94.6988971233368,0.6139171123504639,0.25,0.25,What double-LP album preceded a British film of the same name starring Jack Nicholson among others?,1
6, Paul Brandt.,Paul Brandt,87.3286201953888,92.1569595336914,0.9810565710067748,1.0,1.0,What country artist born as Paul Rennée Belobersycky released the album A Gift?,1
7, 15,15th,87.5176031589508,91.50863337516785,0.7394036054611206,0.0,0.0,"Jason Maurice Capel, was the head coach, which number, of the Appalachian State Mountaineers men's basketball team, he is the brother of Jeff Capel?",1
8, Sugar,Sugar,86.81602835655212,90.38358902931212,1.0000001192092896,1.0,1.0,"Which band was formed first, Fun or Sugar?",1
9," Australia, New Zealand, and New Caledonia.",Australia,87.68074703216553,95.50099992752077,0.5689584016799927,0.2857142857142857,0.2857142857142857,"Queen Victoria Village, generally known as QV Melbourne or just QV, is a precinct in the central business district of Melbourne, Victoria, located directly opposite the State Library of Victoria is Melbourne Central, a large shopping centre, office, and public transport hub in the city of Melbourne, in which country?",0
10,They are both musicians.,band,87.61670136451721,92.91559624671936,0.3616692125797272,0.0,0.0,What kind of group does Social Distortion 2001 Tour and Mike Ness have in common?,0
11, Washington County,Knox County,87.37294816970825,91.37173986434937,0.4566130638122558,0.5,0.5,Maine State Route 206 is located entirely in what county?,0
12," March 29, 1916","March 29,",87.63978242874146,93.8008451461792,0.5851114988327026,0.8,0.8,"What is the birthdate of this American politician, poet, and long time Congressman from Minnesota, whose campaign manager was Blair Clark?",1
13, Gamora,Meredith Quill,87.8146071434021,91.80889129638672,0.314627081155777,0.0,0.0,"What character in ""Guardians of the Galaxy"" did the actress that joined Anthony Hopkins in the cast of ""Transformers: The Last Knight"" play?",0
14, 1565,England,87.63699579238892,92.0626940727234,0.1398976147174835,0.0,0.0,"What country Clock Tower, St Albans and Eleanor cross have in common?",0
15, Texas.,"New Braunfels, Texas",87.51263618469238,91.50355386734007,0.487928956747055,0.5,0.5,Legoland Discovery Center Kansas City recently added a LEGO model of a waterslide from a park whose company is based out of where?,0
16," ""The Queen Is Dead""","Strangeways, Here We Come",87.12120842933655,92.81070327758788,0.1706301867961883,0.0,0.0,"Out of the Smiths' albums ""Strangeways, Here We Come"" and ""The Queen Is Dead"", which was their last?",0
17, Redstone Arsenal,Redstone Arsenal,87.57050895690918,91.9856412410736,1.0,1.0,1.0,Which US Army post part of the Huntsville-Decatur Combined Statistical Area replaced cotton as an economic force in Madison Station Historic District?,1
18, The National Post,National Post,87.33776307106018,91.7651035785675,0.9688414335250854,0.8,0.8,Barbara Kay is a columnist for what flagship publication of Postmedia Network?,1
19, No.,no,86.97270560264587,90.92995309829712,0.8128341436386108,1.0,1.0,Are Chris Marker and Yvonne Rainer American?,0
20," No, Chris Wedge and Gary Sherman are not both co-founders of Blue Sky Studios.",no,87.33836126327515,98.6048228740692,0.1890009492635727,0.125,0.125,Are Chris Marker and Yvonne Rainer American?,0
21, Lisa Kudrow,Lisa Kudrow,87.37683486938477,92.55018615722656,0.9999999403953552,1.0,1.0,What is the actress who guest starred in the tenth season premiere of a cartoon set in the fictional city of Springfield in which Homer discovers he can make money stealing and reselling grease?,1
22, Suresh Bhardwaj,Suresh Bhardwaj,87.07274127006531,93.2074728012085,1.0000001192092896,1.0,1.0,Between Suresh Bhardwaj and David Gordon Green which director is based out of Dehli?,1
