idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,"""The Price of Salt"" (also known as ""Carol"") by Patricia Highsmith.","""The Price of Salt""",0.0009524822235107,2.4985337257385254,0.7365221977233887,0.5333333333333333,0.5333333333333333,Phyllis Nagy received a 2016 Academy Award nomination for a film based on what 1952 novel?,1
1,2006 and 2010.,2006 and 2010,0.0011177062988281,0.861710786819458,0.9766725897789,1.0,1.0, What years did the team that inspired the film Cool Runnings fail to qualify for the Winter Olympics?,1
2,Scotland's Wars of Independence.,Scotland's Wars of Independence,0.0009875297546386,0.7712616920471191,0.9681902527809144,1.0,1.0,"What historical event has Bothwell Castle, the location of the Uddingston RFC, had a key role in?",1
3,Michael Moore Hates America.,Michael Moore Hates America,0.0010006427764892,0.7612414360046387,0.9877787828445436,1.0,1.0,"Which documentary film has a director with a longer last name, Bowling for Columbine or Michael Moore Hates America?",1
4,Quentin Tarantino.,Quentin Jerome Tarantino,0.0009622573852539,0.6771118640899658,0.8714307546615601,0.8,0.8,In between Trey Parker and Quentin Tarantino who's films were characterized by nonlinear storylines?,1
5,Hanover College.,Hanover College,0.0009727478027343,0.6856567859649658,0.9807752966880798,1.0,1.0,In which college Stephen Earl attended which was affiliated with the Presbyterian Church?,1
6,Snowpiercer.,Snowpiercer,0.0008871555328369,0.7220027446746826,0.9818547368049622,1.0,1.0,Ed Harris starred in what 2013 film written by Bong Joon-ho and and Kelly Masterson?,1
7,Sandra Oh.,Sandra Miju Oh,0.0008988380432128,0.608605146408081,0.7696419954299927,0.8,0.8,"Barrier Device starred which Canadian actress, known for a role on ""Grey's Anatomy"", as a sex researcher?",1
8,The Conservative Party.,Conservative Party,0.0009689331054687,0.6847617626190186,0.9196946620941162,0.8,0.8,Ann Winterton and her husband Sir Nicholas Winterton were both MPs for which British party?,1
9,"Gelsenkirchen, North Rhine-Westphalia, Germany.","Gelsenkirchen, North Rhine-Westphalia",0.0009586811065673,1.1160242557525637,0.9647569060325624,0.888888888888889,0.888888888888889,Where is the football club that Michael Langer plays for originally from?,1
10,"The AVN Adult Entertainment Expo (AEE) is the publication of AVN Media Network that is an adult entertainment convention and trade show held each January in Las Vegas, Nevada and is sponsored by ""AVN"" magazine.",AVN Adult Entertainment Expo,0.0009999275207519,2.330373287200928,0.7915863394737244,0.2051282051282051,0.2051282051282051,"Which of the publication of AVN Media Network is an adult entertainment convention and trade show held each January in Las Vegas, Nevada and is sponsored by ""AVN"" magazine?",1
11,"Mumbai, India.","Mumbai, India",0.0009829998016357,0.6559808254241943,0.98001891374588,1.0,1.0,"Where is the composer and writer of the tracks for the album ""TV Dinners"" living? ",1
