idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0," The enlisted forces of the US Air Force have been seen as a rear echelon support force, primarily responsible for non-combat roles, with officers often taking on more combat-oriented roles.",primarily a rear echelon support force,0.0776214599609375,24.95573592185974,0.6415848731994629,0.3157894736842105,0.2631578947368421,How have the enlisted forces of the US Air Force been seen?,1
1, E-1 (Airman Basic),E-1 (entry level),0.3357422351837158,18.951770544052124,0.6833266019821167,0.5,0.5,What is the lowest pay grade in the USAF?,1
2," The imperial family and Manchu nobility controlled the ""Inner Court"".",imperial family and Manchu nobility,0.0689992904663086,20.06816363334656,0.8103435039520264,0.6666666666666666,0.6666666666666666,"Who controlled the ""Inner Court""?",1
3," The population explosion during the 18th century was due to several reasons, including a long period of peace and stability, the import of new crops from the Americas, and the introduction of new species of rice from Southeast Asia.",peace and stability in the 18th century and the import of new crops,0.0879998207092285,26.222618103027344,0.6045504808425903,0.4615384615384615,0.3461538461538461,What were the reasons for the population explosion during the 18th century?,0
4, Wu Sangui and Dorgon.,Wu and Dorgon,0.0976295471191406,18.926072359085083,0.8483923077583313,0.8571428571428571,0.8571428571428571,Who beat Li Zicheng's army?,1
5, 2007,2007,0.2920825481414795,17.96758008003235,1.0000001192092896,1.0,1.0,When was 'The Grand Concourse' published?,1
6, Michael Wynne,Michael Wynne,0.0730242729187011,17.921032667160034,1.0,1.0,1.0,What US Secretary of the Air Force resigned following a nuclear weapons problem ?,1
7," Active defense is ""the employment of limited offensive action and counterattacks to deny a contested area or position to the enemy"" (JP 1-02).",employment of limited offensive action and counterattacks,0.0735852718353271,23.652113437652588,0.5136146545410156,0.4516129032258064,0.4516129032258064,"What is active defense, according to the functions of the DCA? ",1
8," The 8 banners were recognized by their colors, with the yellow, bordered yellow, and white banners being the ""Upper Three Banners"" and the remaining 5 being the ""Lower Five Banners"".",color,0.0818958282470703,25.387614488601685,0.2222051471471786,0.064516129032258,0.064516129032258,How were the 8 banners recognized?,1
9, The Uxbridge Blue dress uniform was developed at the former Bachman-Uxbridge Worsted Company.,former Bachman-Uxbridge Worsted Company,0.0780732631683349,21.52652645111084,0.6662857532501221,0.5263157894736842,0.5263157894736842,Where was the Uxbridge Blue dress uniform developed?,1
10, 1971,1971,0.0977623462677002,17.984652519226074,1.0,1.0,1.0,In what year was the Taragaon Museum built?,1
11, Silver.,silver,0.1124615669250488,17.723732709884644,0.9406763315200806,1.0,1.0,What did the Chinese get paid for their goods?,1
12, The proximity to friendly forces.,front of the battle,0.0816044807434082,18.44063258171081,0.3846198916435241,0.2222222222222222,0.2222222222222222,What part of a battle line are the precision strike aircraft of the USAF deployed?,0
13, World War I,Second World War,0.0832433700561523,17.979764699935913,0.7455542087554932,0.6666666666666666,0.6666666666666666,France has become a more ethnically diverse country since the end of which war?,0
14, 1947,1947,0.0765707492828369,17.888847589492798,1.0,1.0,1.0,"When was the centrality of the ""separation"" concept to the Religion Clauses of the Constitution made explicit?",1
15, 1643,September 1643,0.1208317279815673,17.981608390808105,0.8477815389633179,0.6666666666666666,0.6666666666666666,When did Hong Taiji die?,1
16, 8 years old.,eight,0.0750727653503418,18.306798934936523,0.6039744019508362,0.0,0.0,How many rivers travel through Kathmandu?,0
17, The Yongying were paid for out of regional coffers and funds their commanders could muster.,provincial coffers,0.0961296558380127,20.97291612625122,0.2952377200126648,0.1176470588235294,0.1176470588235294,Who paid for the Yongying?,1
18, 1643,1520,0.0797562599182128,17.924727201461792,0.3662040829658508,0.0,0.0,In what year did the Stockholm Bloodbath take place?,0
19, October 26.,October 26,0.0851564407348632,18.129730701446533,0.97698712348938,1.0,1.0,"In 2008, what month and day did Western Australia change their clocks?",1
20, Peiwen Yunfu,Peiwen Yunfu,0.086050271987915,18.269015312194824,1.0000001192092896,1.0,1.0,What was the rhyme dictionary called that was published by Kangxi?,1
21, 2,two,0.0932643413543701,17.758057355880737,0.8183472156524658,0.0,0.0,How many types are Nepali works of art typically divided into?,1
22, Rural areas were more strongly opposed to DST in Australia.,rural,0.0840158462524414,19.480632781982425,0.3877890408039093,0.1818181818181818,0.1818181818181818,Where does a majority of Namibia's people live?,0
23, 16%,one-sixth,0.3005986213684082,17.916404008865356,0.3221174478530884,0.0,0.0,What proportion of bannerman were Manchu by 1648?,1
24, Commissioned officers.,commissioned officers,0.0873982906341552,18.05652165412903,0.9841893315315248,1.0,1.0,What are these enlisted positions in the USAF complimented by?,1
25, 1995,1995,0.3126552104949951,17.840352773666382,1.0,1.0,1.0,When did Sheptycki write about global policing?,1
26, Puyi,Fulin,0.0777268409729003,17.91085195541382,0.4029949903488159,0.0,0.0,Who became the emperor?,0
27," ""Daylight Slaving Time""",Daylight Slaving Time,0.0867502689361572,18.7586088180542,0.9195666909217834,1.0,1.0,What nickname have people in opposition to DST given it?,1
28, Manchuria and Inner Mongolia.,Manchuria,0.0678563117980957,18.64891219139099,0.8367534279823303,0.4,0.4,Where did Hans go to to find land?,0
29," OCA (Offensive Counterair) is the preferred method of countering air and missile threats, as it attempts to defeat the enemy closer to its source and typically enjoys the initiative.",suppression/destruction of enemy air defense,0.2968196868896484,24.680387258529663,0.4572179913520813,0.1714285714285714,0.1142857142857143,What is one of the important functions of the OCA in dealing with attacks? ,0
30, Trust-based relationships for mutual benefit.,cross-cultural,0.0950939655303955,18.733152389526367,0.252838522195816,0.0,0.0,What sort of inter-personal relationships does Building Partnerships encourage? ,0
31, Winter.,winter,0.0781338214874267,17.7695631980896,0.9490090608596802,1.0,1.0,Which season is the most dry in Oklahoma?,1
32, Ground forces.,U.S. ground forces,0.0849227905273437,17.961580991744995,0.7827625870704651,0.6666666666666666,0.6666666666666666,What are the ground-attack aircraft in the USAF usually deployed in support for? ,1
33, Hora tertia,hora tertia,0.0891528129577636,18.18952202796936,1.0,1.0,1.0,What did the Romans call the third hour before sunrise?,1
34," By the 1780s, Han Chinese farmed tens of thousands of hectares in Inner Mongolia and 500,000 hectares in Manchuria.",80%,0.078165054321289,23.24634027481079,0.0192145369946956,0.0,0.0,What percent of the population in Manchuria was Han?,0
35, The C-NAF coordinates with the Joint Force Commander (JFC) on ACEE missions.,JFC,0.296790599822998,21.26454997062683,0.3569318652153015,0.1428571428571428,0.1428571428571428,Who does the C-NAFF coordinate with on ACEE missions?,1
36," Some of these special missions in the USAF who deploy with the infantry include: Explosive Ordnance Disposal (EOD), Combat rescue officer, Pararescue, Security Forces, Combat Control, Combat Weather, Tactical Air Control Party, and AFOSI agents.",rescue downed or isolated personnel,0.0987966060638427,28.19341516494751,0.2892653048038482,0.0499999999999999,0.0499999999999999,What do some of these special missions in the USAF who deploy with the infantry do?,0
37, Computer Network Defense (CND),computer network defense,0.0747759342193603,18.750608444213867,0.7672829627990723,0.8571428571428571,0.8571428571428571,What is the definition of CND?,1
38, The Treaty of Nerchinsk gave the Russians territory and trading rights.,territory and trading rights,0.0816860198974609,20.05161428451538,0.5479320287704468,0.5333333333333333,0.5333333333333333,What did the treaty give to the Russians?,1
39, The British Royal Navy and British soldiers fought the Qing in the First Opium War.,British,0.0803062915802002,20.7321937084198,0.252246618270874,0.125,0.125,What nationality will the new international school in Brasilia be?,0
