idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,"April 22, 1904.","April 22, 1904",0.0009276866912841,1.8002493381500244,0.991139829158783,1.0,1.0,"When was the American theoretical physicist and professor of physics at the University of California, Berkeley born who encounters with Einstein Wrote Back?",1
1,Yes.,yes,0.0009636878967285,0.3320558071136474,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
2,Luzhou.,Luzhou,0.0009045600891113,0.4553830623626709,0.9777121543884276,1.0,1.0,Which of the following cities is situated at the confluence of the Tuo River and the Yangtze River: Luzhou or Xianning?,1
3,The CrossCabriolet.,CrossCabriolet,0.0008857250213623,0.5436232089996338,0.9130671620368958,0.6666666666666666,0.6666666666666666,Which convertible variant from 2011-2014 was after by the 2002-2003 crossover style vaguely similar the Nissan Actic?,1
4,Film and television.,filmmaker,0.0008580684661865,0.4430131912231445,0.4976723790168762,0.0,0.0,"Michelangelo Antonioni and Tinto Brass, are Italian of which occupation?",0
5,Tuftonboro.,"2,387",0.000878095626831,0.4804821014404297,0.0109050730243325,0.0,0.0,YMCA Camp Belknap is an all-boys summer resident camp in a town with a population of what at the 2010 census?,0
6,"Houston, Texas.","Houston, Texas",0.0008797645568847,0.4694833755493164,0.9787132740020752,1.0,1.0,what city and state are both Lakewood church and Joel Osteen located in?,1
7,The Palace of the Argentine National Congress in Buenos Aires.,Buenos Aires,0.0008704662322998,0.6613483428955078,0.6598644256591797,0.3333333333333333,0.3333333333333333,"The AMIA bombing was an attack on the Asociación Mutual Israelita Argentina, a Jewish Community Center located in what city?",0
8,"Bletilla has more species, with 5 currently recognized species.",Bletilla,0.0008435249328613,0.812354564666748,0.5969793796539307,0.1999999999999999,0.1999999999999999,Does Fitzroya or Bletilla have more species?,1
9,Film director.,film director,0.0008628368377685,0.4548571109771728,0.9636179208755492,1.0,1.0,What is the occupation of Wang Quan'an and Donald Sawyer?,1
10,Statehood.,Statehood,0.0009455680847167,0.4079251289367676,0.948588728904724,1.0,1.0,"What was rushed, for the state that Pat McCarran was from, in order to ensure three electoral votes for Abraham Lincoln's reelection?",1
11,The Fifth Element.,The Fifth Element,0.0008680820465087,0.4948663711547851,0.9826382994651794,1.0,1.0,"What film, co-written by Luc Besson, was dubbed in Italian by Tonino Accolla?",1
12,Undertow.,Undertow,0.0009205341339111,0.4319617748260498,0.9811328649520874,1.0,1.0,"The actor that won the BAFTA for Best Actor in a Leading Role for his performance in ""Billy Elliot"" also starred with Devon Alan and Dermot Mulroney in what 2004 film? ",1
13,"Shane Meadows directed the 2006 film ""This Is England"".",Shane Meadows,0.0008461475372314,0.7994735240936279,0.5259166955947876,0.3636363636363636,0.3636363636363636,"Who is best known for cult films, Aleksandr Ivanovsky or Shane Meadows?",1
14,1992.,1992,0.000873327255249,0.4677443504333496,0.9641321897506714,1.0,1.0,The most recent person to win the Crystal Palace F.C. Player of the Year for the second time is a footballer who was born in what year?,1
15,1897-1963.,1897 until 1963,0.0008883476257324,0.5833907127380371,0.92145174741745,0.8,0.8,Saying Grace by Normal Rockwell was painted for the cover of a magainze that was published weekly during what time period?,1
