idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, University of Oklahoma,David Lyle Boren,85.30493760108948,89.72976231575012,0.1723475456237793,0.0,0.0,Who since 1994 served as president at the university where Robert E. Bell taught from 1947-1980?,0
1, Berea College,Berea College,85.15018463134766,89.52572226524353,1.0,1.0,1.0,Charles Williams went to what school that was founded in 1855?,1
2, Sabattus,Sabattus,85.2896318435669,89.64109182357788,1.0,1.0,1.0,"What is the name of the town, formerly known as Webster, that currently has the Regional School Unit 4 as the district headquarters?",1
3, Barack Obama,Barack Obama,85.21442341804504,89.16893339157104,1.0,1.0,1.0,What former Illinois senator was featured on the cover of an issue Spider-Man published in this century?,1
4," ""Fool for You""",Fuck You,85.00399541854858,90.65478587150574,0.2264529764652252,0.4,0.4,"What song did Whitney Avalon parody off of the 2010 ""The Lady Killer"" album?",0
5, Yes.,yes,84.6943576335907,88.62413549423218,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
6, Film directors.,film director,84.88748335838318,89.21735763549805,0.8726288080215454,1.0,1.0,What is the occupation of Wang Quan'an and Donald Sawyer?,1
7," Touro Law Center, located on Long Island, New York.","Long Island, New York",85.49366426467896,94.06543254852296,0.5421274900436401,0.6153846153846153,0.6153846153846153,"Where is this American alternative singer and songwriter who released the album ""Forever for Now"" originally from?",0
8, Pete's Tavern on Irving Place in New York City.,at Pete's Tavern on Irving Place in New York City,84.82401657104492,92.6264259815216,0.9687362909317015,0.9523809523809524,0.9523809523809524,Raincoat is a 2004 Indian Hindi drama film which is an adaptation of a short story that was allegedly written at which tavern ?,1
9, National Harbor,National Harbor,85.09306359291077,89.01961708068848,1.0,1.0,1.0,What development in Price George's County is located along the Potomac River?,1
10, 1848,1848,84.74656748771667,89.11633133888245,1.0,1.0,1.0,"What year did the country, in which Ambrosius Blarer was known as an influential reformer, become a federal state of relatively autonomous cantons?",1
11, Rashi Bunny,Rashi Bunny,85.00286626815796,89.31775307655334,1.0,1.0,1.0,Which actress appeared in a movie based on a  novella written by Antoine de Saint-Exupéry in 1943?,1
12, Samoan,Samoan,84.9275450706482,89.29379272460938,1.0,1.0,1.0,The New Zealand top 50 albums of 2015 included two by the musical trio that includes brothers of what descent?,1
