idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,"Historically, the enlisted forces of the US Air Force have been seen as primarily a rear echelon support force, with officers doing most of the fighting.",primarily a rear echelon support force,0.0014002323150634,3.830024957656861,0.6217665076255798,0.375,0.375,How have the enlisted forces of the US Air Force been seen?,1
1,E-1 (Airman Basic) is the lowest pay grade in the USAF.,E-1 (entry level),0.0014245510101318,2.10476016998291,0.6318941116333008,0.25,0.25,What is the lowest pay grade in the USAF?,1
2,"The imperial family and Manchu nobility controlled the ""Inner Court"".",imperial family and Manchu nobility,0.0013818740844726,1.8370671272277832,0.8103435039520264,0.6666666666666666,0.6666666666666666,"Who controlled the ""Inner Court""?",1
3,"The population explosion during the 18th century was due to a long period of peace and stability, the introduction of new crops from the Americas, and an improved food supply.",peace and stability in the 18th century and the import of new crops,0.0014317035675048,2.95375919342041,0.6970250010490417,0.5116279069767441,0.3720930232558139,What were the reasons for the population explosion during the 18th century?,1
4,Wu Sangui and Dorgon.,Wu and Dorgon,0.001277208328247,1.550102472305298,0.8483923077583313,0.8571428571428571,0.8571428571428571,Who beat Li Zicheng's army?,1
5,2007.,2007,0.0013232231140136,1.364161491394043,0.9553945660591124,1.0,1.0,When was 'The Grand Concourse' published?,1
6,Secretary of the Air Force Michael Wynne resigned in 2008.,Michael Wynne,0.0014009475708007,1.8799173831939693,0.5558458566665649,0.3333333333333333,0.3333333333333333,What US Secretary of the Air Force resigned following a nuclear weapons problem ?,1
7,"Active defense is ""the employment of limited offensive action and counterattacks to deny a contested area or position to the enemy"" (JP 1-02).",employment of limited offensive action and counterattacks,0.0014021396636962,2.7596676349639893,0.5136146545410156,0.4516129032258064,0.4516129032258064,"What is active defense, according to the functions of the DCA? ",1
8,"The 8 banners were recognized by their colors: yellow, bordered yellow, white, red, light blue, blue, green, and yellow with a black border.",color,0.001284122467041,2.8154354095458984,0.3482893109321594,0.0833333333333333,0.0833333333333333,How were the 8 banners recognized?,1
9,The Uxbridge Blue dress uniform was developed at the former Bachman-Uxbridge Worsted Company.,former Bachman-Uxbridge Worsted Company,0.0012881755828857,2.155482530593872,0.6662857532501221,0.5263157894736842,0.5263157894736842,Where was the Uxbridge Blue dress uniform developed?,1
