idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,"Paul Hindemith was born on November 16, 1895, and Philip Glass was born on January 31, 1937.",Paul Hindemith,0.0010285377502441,2.5572338104248047,0.5493502616882324,0.2105263157894736,0.2105263157894736,"Who was born at an earlier date, Paul Hindemith or Philip Glass?",1
1,The Indian Ocean.,Indian Ocean,0.000972032546997,0.4017841815948486,0.9524911046028136,0.8,0.8,The red-eyed wrasse is native to Indonesia and an island located in what ocean?,1
2,Hennepin County.,Hennepin,0.0009307861328125,0.5316026210784912,0.6270745992660522,0.6666666666666666,0.6666666666666666,The 1960 American Football League draft was held in the seat of which Minnesota county?,1
3,1919,1919,0.0009360313415527,0.4271550178527832,1.0000001192092896,1.0,1.0,Claude-Auguste Lamy discovered the element thallium independently from this English chemist who died in what year?,1
4,Johnny Hyde.,Johnny Hyde,0.000906229019165,0.431880235671997,0.9737011790275574,1.0,1.0,What Russian-American talent agent was portrayed by Lloyd Bridges in the television drama film This Year's Blonde?,1
5,Lit was formed first in 1995.,Lit,0.0008554458618164,0.5845766067504883,0.5443871021270752,0.2857142857142857,0.2857142857142857,Which band was formed first Lit or Balance and Composure?,1
6,Rob Bowman.,Rob Bowman,0.0008926391601562,0.4544582366943359,0.9760714769363404,1.0,1.0,"""Burn"" and ""Walk Away"" were featured over the end title credits of a film directed by who?",1
7,National Symphony Orchestra in Ghana.,National Symphony Orchestra in Ghana,0.0009834766387939,0.5122921466827393,0.9918847680091858,1.0,1.0,"The writer of ""God Bless Our Homeland Ghana"" was also the conductor of what orchestra?",1
8,"Nicky Hayden, known as ""The Kentucky Kid"".",The Kentucky Kid,0.0009040832519531,0.7217984199523926,0.6847213506698608,0.6,0.6,The 2006 Valencian Community motorcycle Grand Prix ended in a 3rd place showing for the rider with what nickname?,1
9,1918.,1918,0.0009407997131347,0.490032434463501,0.9612902998924256,1.0,1.0,When was the submachine gun introduced that was manufactured by Emil Bergmann's father?,1
10,"University of West Florida has a larger campus, at 1600 acres, compared to University of New Haven's 122 acres.",University of West Florida,0.0008695125579833,1.27036452293396,0.5446970462799072,0.3333333333333333,0.3333333333333333,"Which has the campus with the greater area, St. Mary's University, Texas or the University of West Florida?",0
11,Centradenia.,Centradenia,0.0008530616760253,0.4350512027740478,0.9744873642921448,1.0,1.0,"Which is of a genus of tropical evergreen perennials or subshrubs, Ceropegia or Centradenia?",1
12,FC Schalke 04 II.,FC Schalke 04 II,0.0008761882781982,0.61289381980896,0.9778009653091432,1.0,1.0,Thomas Rathgeber plays for what reserve team of German association football club?,1
13,Lithuania.,Lithuania,0.0009405612945556,0.3669366836547851,0.9628956317901612,1.0,1.0,In what country was Andrzej Miłosz born?,1
14,George Bernard Shaw.,George Bernard Shaw,0.0009622573852539,0.4939603805541992,0.982871413230896,1.0,1.0,Does George Bernard Shaw or E. L. Doctorow write plays?,1
15,Jolt Cola and Tab Clear do not share any characteristics as they are two different products.,contained caffeine,0.0009200572967529,1.0177478790283203,0.3498908281326294,0.0,0.0,What 2 characteristics do Jolt Cola and Tab Clear share? ,0
