idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,"May 20, 2014.","May 20, 2014",0.3468735218048095,1.7565319538116455,0.9731619358062744,1.0,1.0,"Maksim ""Maks"" Aleksandrovich Chmerkovskiy, is a Ukrainian-American Latin–ballroom dance champion, choreographer, and instructor, on which date, Chmerkovskiy, paired with Meryl Elizabeth Davis, an American multi Olympic ice dancer, who won his first ""Dancing with the Stars"" title?",1
1,John Berends.,John Berends,3.912015676498413,0.3876738548278808,0.9852370023727416,1.0,1.0,Who is the mayor of the municipality that Uddel is in?,1
2,Jessie J.,Out of Light is the debut studio album of American electronic music producer and DJ Slushii.,0.3173718452453613,0.2472541332244873,0.0839339047670364,0.0,0.0,"Who was bullied in middle school, but later created a studio album?",0
3,Philadelphia Phillies.,Indians,0.2949597835540771,0.2421262264251709,0.3460816740989685,0.0,0.0,David Bell was a third baseman for which team?,0
4,The information is not available in the given context.,2009,0.3151271343231201,0.4952833652496338,0.0825381204485893,0.0,0.0,"Blackjack Switch is a casino gambling game invented by Geoff Hall, and patented in what year, natural blackjacks are paid 1:1 instead of the standard 3:2, and a dealer hard 22 pushes all player hands except a natural, a croupier or dealer is someone appointed at a gambling table to assist in the conduct of the game, especially in the distribution of bets and payouts?",0
5,Marv Albert.,Marv Albert,0.2911796569824219,0.329005479812622,0.990716814994812,1.0,1.0,Who is the American sportscaster who hosted Dazzling Dunks and Basketball Bloopers in1989?,1
6,None.,four-time winner,0.2947244644165039,0.3132126331329345,0.2213043570518493,0.0,0.0,How many times did one of the actors of Always Be The Winners win the Hong Kong Film Award?,0
7,"1,898.","1,898",0.2509379386901855,0.3716754913330078,0.9890632629394532,1.0,1.0,"According tot he 2010 census, what is the population of the town in which the Andrew Welch Homestead is located?",1
8,Nature Publishing Group.,Nature Publishing Group,0.3512928485870361,0.389725923538208,0.9576834440231324,1.0,1.0,Qianzhousaurus was first mentioned in a journal published by which publishing group ?,1
9,1838.,1838,0.2472138404846191,0.3857035636901855,0.9673311710357666,1.0,1.0,In what year was the city that Thomas Edmonds taught at in 1961 founded?,1
10,1643,1643,0.3212807178497314,0.3445658683776855,1.0,1.0,1.0,Louise Diane d'Orleans is the youngest legitimised daughter of a monarch of the House of Bourbon who reigned as king of france beginning in what year?,1
11,"""Thank You"" (1925) came first.",The Grapes of Wrath,0.5112884044647217,0.4952805042266845,0.1607495546340942,0.0,0.0,"Which film came first, ""Thank You"" or ""The Grapes of Wrath""?",0
12,John Bonython.,John Bonython,0.2896313667297363,0.4233260154724121,0.9805543422698976,1.0,1.0,Who was the founding chairman of the company whose name is an acronym for South Australia Northern Territory Oil Search?,1
13,"""My Husband Got a Family""",My Husband Got a Family,0.2742102146148681,0.4963250160217285,0.7536254525184631,1.0,1.0,"Oh Yeon-seo, a star of Please Come Back, Mister, is also known for her role in what other television drama from 2012?",1
14,"Eugene O'Neill was born on October 16, 1888, and Bernard-Marie Koltès was born on April 9, 1948.",Eugene Gladstone O'Neill,0.8619146347045898,1.3723938465118408,0.4467725157737732,0.2499999999999999,0.2499999999999999,"Which playwright was born first, Eugene O'Neill or Bernard-Marie Koltès?",1
15,Both are related to the American girl group Fifth Harmony.,album,0.3312532901763916,0.6390554904937744,0.264934778213501,0.0,0.0,"What does ""Angel"" and ""Fifth Harmony"" have in common?",0
