idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,1935,1935,0.0010690689086914,1.699599027633667,1.0,1.0,1.0,When did Reza Shan request that Iran officially be referred to as Iran and not Persia?,1
1,"No, the number of entrants has varied over the years, but remained roughly stable since 2008-09.",The number of entrants has increased greatly in recent years,0.0009541511535644,1.232147216796875,0.7469140291213989,0.4444444444444445,0.4444444444444445,Has the number of entrants stayed the same? ,0
2,"José Batlle y Ordóñez, the President of Uruguay from 1911 to 1915.",José Batlle y Ordóñez,0.000861644744873,1.156291961669922,0.6734689474105835,0.5555555555555556,0.5555555555555556,Parque Batlle is named in honor of who?,1
3,Francisco Antonio Maciel.,Francisco Antonio Maciel,0.0008366107940673,0.5065062046051025,0.9896161556243896,1.0,1.0,Who originally donated the land for Hospital Macie?,1
4,"Yes, Rebecca Lowe became the first woman to host the FA Cup Final in the UK in 2011.",Rebecca Lowe became the first woman to host the FA Cup Final in the UK.,0.0009198188781738,1.1333417892456057,0.9242324829101562,0.9090909090909092,0.9090909090909092,Has a woman ever broadcast a match? ,1
5,A major storm occurred in 1923.,A major storm,0.0009129047393798,0.6555445194244385,0.610338032245636,0.6666666666666666,0.6666666666666666,What happened in 1923 that required repairs to many of the city's engineering works?,1
6,Gordon Brown.,"his Chancellor, Gordon Brown",0.000831127166748,0.4343829154968261,0.7710922956466675,0.6666666666666666,0.6666666666666666,Who was Blair replaced by?,1
7,May 1994.,May 1994,0.0009272098541259,0.5317175388336182,0.9781463146209716,1.0,1.0,When did Smith die?,1
8,Plaza de la Constitución (or Plaza Matriz) and Plaza Zabala.,Plaza de la Constitución,0.0009431838989257,0.9522414207458496,0.7528294324874878,0.625,0.625,What is also a major note in Ciudad Vieja?,0
9,191,191,0.0008513927459716,0.3997666835784912,1.0000001192092896,1.0,1.0,How many MP did they get in the election in 1924?,1
10,BBC and Sky Sports.,"From 1988 to 1997, the BBC and Sky Sports had coverage of the FA Cup",0.000920295715332,0.5069324970245361,0.650485098361969,0.4210526315789474,0.4210526315789474,Who had FA cup coverage from 1988-1997?,1
11,"The Portuguese, specifically Captain Manuel Henriques de Noronha, planned the first set of subsidiary forts in 1701.",Portuguese,0.0008296966552734,1.2427947521209717,0.2481671869754791,0.1111111111111111,0.1111111111111111,What is Brazil's official language?,0
12,Telecommunications company.,telecommunications,0.0008509159088134,0.4706430435180664,0.8162104487419128,0.6666666666666666,0.6666666666666666,What kind of company does ANTEL run?,1
13,1942,1942,0.0009329319000244,0.4365251064300537,1.0,1.0,1.0,In what year did Japan establish a base in New Guinea?,1
14,"81,774.","81,774",0.0009434223175048,0.53424072265625,0.983536958694458,1.0,1.0,In 2007 the University of the Republic had a student body of how many people?,1
