idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0," No, they were designed by different people: Klaus Teuber (Timberland) and Wolfgang Kramer and Michael Kiesling (Tikal).",no,0.0567324161529541,10.632889032363892,0.1314249783754348,0.1111111111111111,0.1111111111111111,Are Chris Marker and Yvonne Rainer American?,0
1, Harmony: A New Way of Looking at Our World,Harmony: A New Way of Looking at Our World,0.0538992881774902,8.391420125961304,1.0000001192092896,1.0,1.0,Which 2010 book was written by the eldest child of Queen Elizabeth II?,1
2, Project Grizzly,Project Grizzly,0.060117483139038,7.538576126098633,1.0,1.0,1.0,"Between Project Grizzly and Takin' Place, which was filmed earlier?",1
3," 67,044","67,044",0.0537590980529785,7.665026903152466,1.0000001192092896,1.0,1.0,What was the population in the 2010 census of the County in which the city of Hogansville is located ?,1
4," ""Life in the Fast Lane""",Life in the Fast Lane,0.0500154495239257,8.03366470336914,0.9448232054710388,1.0,1.0,The Last Resort was the B-side of what Eagles' single in 1977?,1
5," December 16, 1938",Francisco Franco Bahamonde,0.0594067573547363,8.033897876739502,0.231928676366806,0.0,0.0,La Dona Catalana published a final issue on the same day that which Spanish general's troops began the Catalonia Offensive?,0
6, Joseph Roth.,Joseph Roth,0.0521628856658935,7.552276134490967,0.9763595461845398,1.0,1.0,"Which novelist began writing earlier, Joseph Roth or J. M. Coetzee?",1
7, Envoy Air Inc.,Envoy Air,0.0610182285308837,7.795862913131714,0.8595644235610962,0.8,0.8,"What is the American Airlines Group that's headquartered in Irving, Texas?",1
8, Builsa District,Sandema,0.0480146408081054,7.658973693847656,0.1961596459150314,0.0,0.0,What is the capital of the district that Wiaga is in?,0
9, Vienna.,Schwechat,0.0487151145935058,7.418403387069702,0.2096078097820282,0.0,0.0,Lauda Air is headquartered at the airport located in what city?,1
10, Maggie Smith,Maggie Smith,0.0503187179565429,7.418195962905884,1.0,1.0,1.0,A 2015 British comedy-drama film directed by Nicholas Hytner featured a three-time Olivier Award winner and what other actress?,1
11, York Beach,"York Beach, Maine",0.0590772628784179,7.4324469566345215,0.8689384460449219,0.8,0.8,"Which village within the town of York, Maine was the filming location for the final film role of Colleen Dewhurst?",1
12, China,People's Republic of China,0.0524835586547851,7.316288471221924,0.5955054759979248,0.3333333333333333,0.3333333333333333,"Yanzhou District and Yizheng, are in which country?",1
13, Stewart Hendler,Stewart Hendler,0.0526192188262939,7.578251838684082,1.0,1.0,1.0,"Who was the director of the 2016 American superhero science fiction-action film in which the actor, who played Aiden in the film ""Teen Spirit"", starred?",1
14, Brendon McCullum,Brendon McCullum,0.0541334152221679,7.7838499546051025,1.0,1.0,1.0,Which player of Birmingham Bears T20 Cricket Club is born on 27 September 1981 ?,1
15, Mexico.,Mexico,0.0487334728240966,7.421574592590332,0.9588402509689332,1.0,1.0,"Where did the career begin of the actress who stared in the 2002 American biopic drama film, Frida?",1
