idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,"The term for the liberal groups appearing at this time was the ""New Left"".",New Left,0.5209906101226807,2.254221677780152,0.6425039768218994,0.25,0.25,What was the term for the liberal groups appearing at this time?,1
1,Cotton yarn can be used in crochet and knitting.,crochet and knitting,0.6465539932250977,0.6203336715698242,0.7793648838996887,0.5,0.5,For what can cotton yarn be used?,1
2,Characterization.,"""superheroes in the real world""",0.4984192848205566,0.3606667518615722,0.2517909407615661,0.0,0.0,The emphasis on relatable settings and character motivations in Marvel's 1960s comics is called what?,0
3,18th and 19th centuries.,late 18th and early 19th,0.4837512969970703,0.579404354095459,0.7712532877922058,0.6666666666666665,0.6666666666666665,During what centuries did British rule effect Indian cotton production?,1
4,The FBI and the CIA.,"FBI, CIA",0.3789272308349609,0.4648754596710205,0.8688422441482544,0.5714285714285715,0.5714285714285715,What two agencies had a lack of co-operation?,1
5,"42,094","42,094",0.338895320892334,0.3971140384674072,1.0000001192092896,1.0,1.0,Between August 24th and October 26th how many German's left the Oblast to the Soviet Occupation zone?,1
6,The FBI.,real-life cities,0.4914867877960205,0.3588435649871826,0.1867833435535431,0.0,0.0,Fictional placements within this setting are modeled off what?,0
7,Egypt.,Egyptian,0.8518431186676025,0.3240373134613037,0.8043161630630493,0.0,0.0,What religious life was the Ptolemaic Kingdom?,0
8,6000-5000 BCE.,Neolithic,0.2572546005249023,0.5349118709564209,0.4285635948181152,0.0,0.0,What geologic period came after the Mesolithic period in India?,0
9,The US court that dismissed the Puerto Rican case for information crucial to their own investigation of Filiberto Ojeda Ríos's killing was the US District Court for the District of Puerto Rico.,Supreme Court,0.6379804611206055,1.7081403732299805,0.4287195801734924,0.0555555555555555,0.0555555555555555,What is Liberia's highest judicial authority? ,0
10,"Ladybirds, lacewings, and spiders.","ladybirds, lacewings and spiders",0.5651063919067383,0.6125445365905762,0.9756391048431396,1.0,1.0,What did the 2012 study say was doubled by the use of GM cotton?,1
11,In larger-format black and white magazines under its Curtis Magazines imprint.,"larger-format black and white magazines, under its Curtis Magazines imprint",0.2712440490722656,0.7587862014770508,0.9300442934036256,0.9565217391304348,0.9565217391304348,How were some of Marvel's genre titles published in the 1970s?,1
12,The Comics Code Authority (CCA).,drug abuse,0.4144108295440674,0.5014240741729736,0.132253497838974,0.0,0.0,What issue was Marvel asked to tackle for this agency?,0
13,Law enforcement agency.,FBI is primarily a domestic agency,0.3617465496063232,0.3911924362182617,0.5624679327011108,0.2222222222222222,0.2222222222222222,What kind of agency is the FBI?,0
