idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,"The term for the liberal groups appearing at this time was the ""New Left"".",New Left,0.2874383926391601,3.4773309230804443,0.6425039768218994,0.25,0.25,What was the term for the liberal groups appearing at this time?,1
1,"Cotton yarn can be used to make a variety of products, including terrycloth, denim, cambric, corduroy, seersucker, cotton twill, socks, underwear, T-shirts, bed sheets, and yarn for crochet and knitting.",crochet and knitting,0.2991068363189697,3.4466915130615234,0.5448206067085266,0.1764705882352941,0.1764705882352941,For what can cotton yarn be used?,1
2,"""Superheroes in the real world"" approach.","""superheroes in the real world""",0.2492225170135498,1.4239284992218018,0.9100666046142578,0.9090909090909092,0.9090909090909092,The emphasis on relatable settings and character motivations in Marvel's 1960s comics is called what?,1
3,The late 18th and early 19th centuries.,late 18th and early 19th,0.2362611293792724,1.808942079544068,0.8297454714775085,0.8333333333333333,0.8333333333333333,During what centuries did British rule effect Indian cotton production?,1
4,"The FBI and CIA had a lack of cooperation, which contributed to the failures in preventing the 9/11 attacks.","FBI, CIA",0.4723944664001465,2.436052083969116,0.4480347633361816,0.1818181818181818,0.1818181818181818,What two agencies had a lack of co-operation?,1
5,"42,094","42,094",0.4323005676269531,1.017826795578003,1.0000001192092896,1.0,1.0,Between August 24th and October 26th how many German's left the Oblast to the Soviet Occupation zone?,1
6,The FBI.,real-life cities,0.3960773944854736,1.0269899368286133,0.1867833435535431,0.0,0.0,Fictional placements within this setting are modeled off what?,0
7,Egypt.,Egyptian,0.2533082962036133,1.0177607536315918,0.8043161630630493,0.0,0.0,What religious life was the Ptolemaic Kingdom?,1
8,6000-5000 BCE.,Neolithic,0.2974743843078613,1.3169655799865725,0.4285635948181152,0.0,0.0,What geologic period came after the Mesolithic period in India?,0
9,The U.S. Supreme Court.,Supreme Court,0.3140203952789306,1.4174931049346924,0.8639574646949768,0.5714285714285715,0.5714285714285715,What is Liberia's highest judicial authority? ,0
