idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, 1965,1967,0.0540313720703125,7.349911451339722,0.8575846552848816,0.0,0.0,What year was the ice hockey team who defeated the Nashville Predators in the 2017 Stanley Cup Finals established?,0
1, 1945,5 July 1945,0.0582869052886962,7.345810890197754,0.8305239081382751,0.5,0.5,John Sandeman Allen was part of the South Norfolk constituency in the UK general election held on what date?,0
2, 8 September 2010,8 September 2010,0.0659539699554443,7.696559190750122,1.0,1.0,1.0,"Senior is the fourth studio album by Norwegian electronic music duo Röyksopp, released on which date?",1
3, Lisbon.,Lisbon,0.0507678985595703,7.218472480773926,0.9658610820770264,1.0,1.0,Hi Fly Malta is a subsidiary of a charter airline headquartered in what city?,1
4, No.,no,0.0488049983978271,7.190749168395996,0.8128341436386108,1.0,1.0,Are Chris Marker and Yvonne Rainer American?,0
5, Mitsubishi A5M,The Mitsubishi A5M,0.0541765689849853,7.42360782623291,0.9678868651390076,0.8,0.8,"Which Japanese fighter was the predecessor of the ""Reisen?""",1
6, Geoffrey Chaucer,Geoffrey Chaucer,0.0539660453796386,7.463844299316406,1.0,1.0,1.0,"Which person Derek Pearsall wrote about was also known as ""the Father of English literature""?",1
7, Lloyd Noble Center,Lloyd Noble Center,0.0607125759124755,7.375632524490356,1.0,1.0,1.0,What is the name of the college basketball stadium that opened in 1975 and whose university's current athletic director is Joe Castiglione?,1
8, Tulips originated in Turkey and Central Asia.,Tulips,0.0524368286132812,8.025033950805664,0.6692765951156616,0.25,0.25,"Which, or both, originated in Turkey and Central Asia; Tulips or Virgilia trees?",1
9, 1793,1795,0.0493812561035156,7.338253736495972,0.5736445188522339,0.0,0.0,What was the birth year of the founder of the spiritualistic philosophy codified in the 19th century?,0
10, Cléo from 5 to 7.,Cléo from 5 to 7,0.0556755065917968,8.013077974319458,0.9813441038131714,1.0,1.0,What is the name of the 1962 French film starring Corinne Marchand which portarys the actress waiting to hear of a medical diagnosis?,1
11, Hong Kong Stock Exchange,The Stock Exchange of Hong Kong Limited,0.0519366264343261,7.467167139053345,0.9342178702354432,0.7272727272727273,0.3636363636363636,What is the name of the third largest East Asian stock exchange that once featured the New World Department Store China?,1
12, Dungeons & Dragons,Dungeons & Dragons,0.0724143981933593,7.373635530471802,1.0000001192092896,1.0,1.0,The Gates of Firestorm Peak was an adventure written by the author who worked on which game series for Wizards of the Coast?,1
13, Hong Kong,English,0.052466869354248,7.208005666732788,0.338150680065155,0.0,0.0,What language is spoken at both Lipscomb University and University of Debrecen?,0
14, Peter Daou,Peter Daou,0.0506064891815185,7.337011098861694,1.0,1.0,1.0,Which Clinton campaign adviser is the creator of the website Verrit? ,1
15, Judd Hirsch,Judd Hirsch,0.0473523139953613,7.504458665847778,1.0000001192092896,1.0,1.0,"The American television series Delvecchio starred what actor, known for playing Alex Rieger on Taxi, as the title character?",1
