idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,Yes.,yes,0.4939663410186767,1.7313244342803955,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
1,Alternative rock.,alternative rock,0.3481364250183105,0.5705161094665527,0.9691143035888672,1.0,1.0,What genre are both Splendora and Vertical Horizon?,1
2,Gerald Ford.,Gerald Ford,0.3647680282592773,0.569617509841919,0.9736015796661376,1.0,1.0,Executive Order 11850 was signed by which 38th President of the United States?,1
3,1954,1954,0.386357307434082,0.7181482315063477,1.000000238418579,1.0,1.0,The Golden Gate score was composed by an American composer who was born in what year?,1
4,L'Abbesse de Jouarre.,L'Abbesse de Jouarre,0.3904523849487304,0.9092917442321776,0.9851242303848268,1.0,1.0,"What was the name of a thoroughbred racehorse that won the 1889 Epsom Oaks and was owned by the Earl of Dunraven and Lord Randolph Churchill, a man who created the National Union of the Conservative Party?",1
5,slalom and giant slalom.,slalom and giant slalom,0.2862107753753662,0.803502082824707,0.980138063430786,1.0,1.0,"Phillip Ferdinand ""Phil"" Mahre had a  total of 27 World Cup race wins is fourth among Americans, only behind Lindsey Vonn, Bode Miller, and Mikaela Shiffrin, an American World Cup alpine ski racer who specialized  in what?",1
6,Yes.,yes,0.3058645725250244,0.606590986251831,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
7,"5,615.","5,615",0.4713075160980224,0.5640227794647217,0.988216757774353,1.0,1.0,Peaches was found in the CDP that had a population of what in 2010?,1
8,Big Time Rush.,Scott Fellows,0.2621791362762451,0.7633056640625,0.1913084387779235,0.0,0.0,Tanya Chisholm plays Kelly Wainwright on a Nickelodeon sitcom created by who?,0
9,Lawrence Kasdan.,Ben Affleck,0.3143308162689209,0.6013259887695312,0.3286303877830505,0.0,0.0,The daughter of former Congressman Pat Williams started an organization with what other person in 2010?,0
10,1986,1986,4.382120847702026,0.5931658744812012,1.0000001192092896,1.0,1.0,"Alan Douglas Ruck, is an American actor, he played Cameron Frye, Bueller's hypochondriac best friend in John Hughes' ""Ferris Bueller's Day Off"", released in which year?",1
11,Germany.,"Germany, Switzerland and Austria",0.4038183689117431,0.6100754737854004,0.6524969935417175,0.4,0.4,In what countries is the Trizonesien-Song popular?,0
12,Johns Hopkins School of Medicine.,Johns Hopkins School of Medicine,0.3678412437438965,0.7640204429626465,0.9717385172843932,1.0,1.0,Harriet Guild graduated from which academic medical teaching and research arm of the university with the same name?,1
13,1920.,Denver,0.322930097579956,0.6800780296325684,0.2284163832664489,0.0,0.0,Fedor Anatolievich Tyutin most recently played for an NHL team based in what city?,0
14,Hillsborough County.,Hillsborough County,0.3561103343963623,0.5502414703369141,0.9770835041999816,1.0,1.0,Granite State Communications is based in what county?,1
15,19.,nineteen,0.336620569229126,0.4845747947692871,0.7621203660964966,0.0,0.0,The actor who starred alongside Bing Crosby in Variety Girl hosted the Academy Awards how many times?,1
