idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, Oakland International Airport.,Oakland International Airport,0.0963242053985595,8.727354049682617,0.9700455069541932,1.0,1.0,"Which airport has passenger service to Canada and Japan, Oakland International Airport, or Boise Airport?",1
1, Naruto,Naruto,0.1395361423492431,8.300601482391357,1.0000001192092896,1.0,1.0,What series is written by Masashi Kishimoto and featured the final appearance of Kōji Totani?,1
2, Wendy Carlos,Wendy Carlos,0.0483815670013427,8.44183897972107,1.0000001192092896,1.0,1.0,What electronic musician released the album The Well-Tempered Synthesizer in 1969?,1
3, James Cameron,James Cameron,0.1346242427825927,8.493760108947754,0.9999999403953552,1.0,1.0,"Richard ""Dick"" Miller, is an American character actor, who has appeared in over 100 films, Miller's main roles have been in films such as The Terminator, a 1984 American science-fiction action film directed by who?",1
4, Women.,women,0.1059916019439697,8.434210062026978,0.9446245431900024,1.0,1.0,Glamour and Conditions are magazines focused to people of which sex?,1
5, England.,English,0.0621712207794189,8.450435400009155,0.5092488527297974,0.0,0.0,What language is spoken at both Lipscomb University and University of Debrecen?,0
6, 2005,2005,0.1094937324523925,8.62563943862915,1.0,1.0,1.0,"In which year was this former Detroit City Council member, with whom Sheila Cockrel had a fractious relationship with, first elected to the council?",1
7, Yes.,"Kenneth Graham ""Ken"" Hughes",0.0725514888763427,8.439695596694946,0.0365587137639522,0.0,0.0,"Who is older, Ken Hughes or the Farrelly brothers?",0
8, November 28th.,28th,0.0738213062286377,8.850333452224731,0.7516085505485535,0.6666666666666666,0.6666666666666666,What day was South Korean professional footballer Son Heung-min awarded the Best Footballer in Asia 2014?,1
9, Black Inches,Black Inches,0.0592892169952392,8.436335802078247,1.0000001192092896,1.0,1.0,What is the name of the US based gay pornographic magazinefeaturing African-American man which wasdistributed internationally with another gay Pornographic monthly magazine?,1
10, Fiona Shaw,Fiona Shaw,0.0532736778259277,8.433302640914917,1.0,1.0,1.0,"Who was the actor in the British crime drama, Mind Games, and in the ""Harry Potter"" films.",1
11, The French Laundry Cookbook,The French Laundry,0.059293508529663,8.684511423110962,0.824478030204773,0.8571428571428571,0.8571428571428571,"What is the name of the 2008 cookbook, based on a Yountville, California restaurant, written by Thomas Keller and Michael Ruhlman?",1
12, Yes.,Welsh,0.0529136657714843,8.451295375823975,0.1862668544054031,0.0,0.0,The Last Nightingale contained cover art done by an artist of what nationality?,0
13, Max Born,Max Born,0.0518937110900878,8.440147161483765,1.0000001192092896,1.0,1.0,Stadtfriedhof is a cemetery that is the resting place of which Nobel-winning physicist?,1
14, Tangled,Tangled,0.0972075462341308,8.447535037994385,1.0,1.0,1.0,Which Walt Disney Animation Studios' animated feature film has this fictional character whose sidekick is Pascal?,1
15, Batangas State University was founded first in 1903.,Virginia Commonwealth University,0.048473834991455,9.842182159423828,0.3637200891971588,0.1818181818181818,0.1818181818181818,"Which univerisity was founded 1838, Virginia Commonwealth University or Stevens Institute of Technology?",0
