idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,concerto grosso,Motif,0.001147985458374,1.6096839904785156,0.2244786471128463,0.0,0.0,Palladio was a composition for a string orchestra it was the work in three movements called concerto grosso or also called what?,0
1,Jackie Robinson.,"Harold Peter Henry ""Pee Wee"" Reese",0.001051902770996,0.4345369338989258,0.2464064061641693,0.0,0.0,"The Boys of Summer is a 1972 non-fiction baseball book, in it he tracks the lives of which American professional baseball player? ",0
2,"Pfizer, which is about 50 miles west of New York City.",Boston,0.0009229183197021,0.8332293033599854,0.3272957801818847,0.0,0.0,Sheldon Gilgore served as president of a company that is about 50 miles west of what city?,0
3,Marat Safin defeated Andre Agassi in the 2005 Australian Open final.,David Ferrer,0.0009322166442871,0.9532780647277832,0.1793021708726883,0.0,0.0,Who defeated American professional tennis player and former World No.1 in the sport?,0
4,Kal Ho Naa Ho.,Kal Ho Naa Ho,0.0009064674377441,0.5625600814819336,0.9868341684341432,1.0,1.0,Arjun Kapoor worked as an assistant on which film directed by Nikkhil Advani?,1
5,Target for Tonight (1941) was released earlier than Woodstock (1970).,Target for Tonight,0.0009276866912841,0.9677133560180664,0.4854423701763153,0.4615384615384615,0.4615384615384615,"Which film was produced first, Target for Tonight or Amy?",0
6,"Tim Hamblin is the principal of Derby High School, which is located in the largest suburb of Wichita, Derby, Kansas.",Tim Hamblin,0.0008633136749267,1.2701590061187744,0.5738033652305603,0.1818181818181818,0.1818181818181818,Who is the current principal of the public high school in the largest suburb of Wichita?,1
7,Ashland.,Ashland,0.0009200572967529,0.4352049827575683,0.96778005361557,1.0,1.0,"What county seat of Clark County, Kansas, is also north of the Cimarron Redoubt?",1
8,Yes.,yes,0.0009033679962158,0.3649365901947021,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
9,"8,966.","8,966",0.0009000301361083,0.5142219066619873,0.9860612154006958,1.0,1.0,"Bloomfield, Montana is in the county that had a 2010 population of what?",1
10,"2,956","2,956",0.0008914470672607,0.4722039699554443,0.9999999403953552,1.0,1.0,"How many hotel rooms are in the hotel where Wayne Newton performed his May 23, 1989 Pay-Per-View concert?",1
11,Southeast Asia.,Australia,0.0009257793426513,0.4318959712982178,0.5584667921066284,0.0,0.0,"Queen Victoria Village, generally known as QV Melbourne or just QV, is a precinct in the central business district of Melbourne, Victoria, located directly opposite the State Library of Victoria is Melbourne Central, a large shopping centre, office, and public transport hub in the city of Melbourne, in which country?",0
12,Citizens United Productions.,Citizens United Productions,0.0008928775787353,0.4455869197845459,0.9828828573226928,1.0,1.0,A film director born in 1953 worked with David Bossie for which production company to produce Generation Zero?,1
13,"Broken Bells has more members when performing live, but the duo itself has only 2 members.",Redd Kross,0.0009067058563232,1.084080457687378,0.0810855627059936,0.0,0.0,Which band has more members; Broken Bells or Redd Kross?,0
14,"None of the professors mentioned authored the book ""Fashionable Nonsense"". The book was written by Ophelia Benson and Jeremy Stangroom.",Alan Sokal,0.0008654594421386,1.4163246154785156,0.0935821235179901,0.0,0.0,What professor of mathematics authored the book Fashionable Nonsense?,0
15,0.4%,0.4 percent,0.0009355545043945,0.5052578449249268,0.969854772090912,0.8,0.8,"According to Pew Research in 2015, what percentage of the U.S population self-identified with this Protestant Christian denomination that Lakeland University is affiliated with?",1
