idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,"No, they do not.",no,0.0008628368377685,1.6989481449127195,0.2059187293052673,0.4,0.4,Are Chris Marker and Yvonne Rainer American?,1
1,Adelaide.,Playford,0.0010302066802978,0.4022915363311767,0.3882395625114441,0.0,0.0,The Electoral district of Napier includes a northern suburb of Adelaide in what city?,0
2,Rahm Emanuel.,Rahm Emanuel,0.0009152889251708,0.4960534572601318,0.9882788062095642,1.0,1.0,"mHUB is Chicago’s innovation center for physical product development and manufacturing, which American politician who is the 44th and current mayor of Chicago, kickstarted mHUB in early 2017?",1
3,"January 12, 1979.","January 12, 1979",0.0008645057678222,0.5921576023101807,0.9846102595329284,1.0,1.0,"Ballad of Seodong is a South Korean television series starring Jo Hyun-jae, Ryu Jin and Lee Bo-young, a South Korean actress, born when?",1
4,Croatia.,Croatia,0.0011003017425537,0.4237422943115234,0.9537026882171632,1.0,1.0,"The 2012–13 FC Bayern Munich season was the 114th season in the club's history and the 48th consecutive season in the top flight of German football, the Bundesliga, before the start of the season, Bayern signed Mario Mandžukić, a Croatian professional footballer who plays as a forward for Italian club Juventus and the national team of which country?",1
5,parliamentary representation.,parliamentary representation,0.0009675025939941,0.461397647857666,0.9578546285629272,1.0,1.0,The Sir Ralph Abercromby is the only structure remaining in St Peter's Field after cavalry charged into a crowd had gathered to demand the reform of what? ,1
6,Fox8.,Fox8,0.0008563995361328,0.3681929111480713,0.9706873893737792,1.0,1.0,What television channel did Melissa Juratowitch win Australia's Next Top Model?,1
7,Bobby Rahal.,Bobby Rahal,0.0009124279022216,0.4985620975494385,0.9812915921211244,1.0,1.0,What 3 time champion podiumed at Mosport in 1981?,1
8,Yes.,yes,0.0009300708770751,0.4255881309509277,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
9,"Pernod Ricard, a company that produces pastis.",pastis,0.0009222030639648,0.7947962284088135,0.5325596928596497,0.25,0.25,Allied Domecq PLC has been acquired by a French company that produces several other types of what?,1
10,Soulja Boy Tell'em.,Soulja Boy,0.0009171962738037,0.5499942302703857,0.7962135076522827,0.6666666666666666,0.6666666666666666,Who worked with Rico Beats and also had a number-one hit for seven non-consecutive weeks in the United States?,1
11,Mickey's Once Upon a Christmas.,Mickey's Once Upon a Christmas,0.0009064674377441,0.5843279361724854,0.9844093918800354,1.0,1.0,Which 1999 Animated Feature Film winner at the 5th Kecskemet Animation Film Festival featured the voice of American voice actress Diane Michelle?,1
12,Rumkale.,Rumkale,0.0009479522705078,0.4749317169189453,0.9795230031013488,1.0,1.0,"The word qalat (kalata) is Persian and qal'at (qal‘a) is Arabic for 'fortified place', Qalats can range from castles like which location, to Adobe, a building material made from earth and often organic material?",1
13,2008,2008,0.0009136199951171,0.4096312522888183,1.0,1.0,1.0,Lee Jang-woo became popular after being paired with Ham Eun-jung in a show that was first broadcast in what year?,1
14,"Days of War, Nights of Love",Recipes for Disaster,0.000847578048706,0.6106629371643066,0.1417792737483978,0.0,0.0,Which anarchist book was  written by the CrimethInc ,0
15,Cybill Shepherd.,Cybill Shepherd,0.0009529590606689,0.3982484340667724,0.986620843410492,1.0,1.0,"Which star of ""The Last Picture Show"" (1971) also starred in a film based on the the short story ""A Change of Plan"", written by Bruce Jay Friedman?",1
