idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, 1.94 million,1.94 million,0.0005290508270263,1.419391393661499,1.0000001192092896,1.0,1.0, Eurardy Reserve is located 530 km north of a city that had how many inhabitants as of 2017 ?,1
1, DJ Screw's real name is Robert Earl Davis Jr.,Robert Earl Davis Jr.,0.0005314350128173,2.670525312423706,0.6682652831077576,0.5714285714285715,0.5714285714285715,"3 'n the Mornin' is a album by the American hip hop artist DJ Screw, who's real name is ?",1
2," Detroit, Michigan.","Detroit, Michigan",0.0004963874816894,1.138784408569336,0.9736545085906982,1.0,1.0,Khwezi is a producer who has worked for an American rapper and singer from what city?,1
3, Emil and the Detectives (1931),Emil and the Detectives,0.0005033016204833,2.255569696426392,0.8244509696960449,0.888888888888889,0.888888888888889,"Which one dates back further, the film Emil and the Detectives or the Magic Kingdom theme park?",1
4, Rondo Hatton,Rondo Hatton,0.0005013942718505,1.144320726394653,1.0,1.0,1.0,Which member of the cast of The Jungle Captive was born in Maryland?,1
5, 6 seasons.,six,0.0005133152008056,1.1890771389007568,0.58320152759552,0.0,0.0,"Brian Iwuh, is a former American football linebacker who played for how many seasons in the National Football League (NFL), he played for the Jaguars for four seasons, the Chicago Bears for two seasons, and the Denver Broncos in the 2011–12 NFL playoffs?",1
6, Lee Sung-min,Lee Sung-min,0.000497817993164,0.922821283340454,1.0000001192092896,1.0,1.0,Who is younger Víctor García or Lee Sung-min ?,1
7, Louis B. Mayer,Lucien Hubbard,0.0004909038543701,1.1459195613861084,0.3893718421459198,0.0,0.0,Who was the producer of the first film to win an Academy Award for Best Picture at the 1st Academy Awards ceremony?,0
8, Germany,Germany,0.0005085468292236,0.4744546413421631,1.0,1.0,1.0,Ridderronde Maastricht is held in the country that  borders what country on the east?,1
9, Pantera,Pantera,0.0005254745483398,0.6966822147369385,1.0,1.0,1.0,"Walk Through Exits Only is a solo album by Phil Anselmo, former member of which heavy metal band?",1
10, Conscientious objection.,Conscientious objection,0.0004894733428955,1.36834716796875,0.9714033007621764,1.0,1.0,"The 2006 documentary film ""Knocking"" focuses on which teaching of Johovah's Witnesses that is based on freedom of thought?",1
