idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,South Australia.,south-east of Adelaide in South Australia.,0.0013694763183593,2.7178525924682617,0.7768996953964233,0.4444444444444445,0.4444444444444445,"Electoral distric of Heysen includes the town of Bridgewater, which is located where?",0
1,Armchair General was produced by Weider History Group.,Armchair General,0.0013244152069091,1.589134931564331,0.6415407061576843,0.4,0.4,"Which magazine, Nintendo Power or Armchair General, was produced by Weider History Group?",1
2,The Fighting Prince of Donegal (1966) was produced earlier than The Moon-Spinners (1964).,The Moon-Spinners,0.0012400150299072,2.3213253021240234,0.5326089859008789,0.3529411764705882,0.3529411764705882,Was The Moon-Spinners or Scandalous John released first?,0
3,"Brad Bird directed the 2015 film ""Tomorrowland"" in which Raffey Cassidy appeared.",Brad Bird.,0.0012416839599609,2.064401865005493,0.4599599242210388,0.2857142857142857,0.2857142857142857,Who directed the 2015 film in which Raffey Cassidy appeared ?,1
4,Autopia.,Autopia,0.001232624053955,1.233567476272583,0.9751440286636353,1.0,1.0,Which of Bob Gurr's designs do patrons steer specially designed cars through an enclosed track?,1
5,White blood cells (WBCs) are the cells of the immune system that are involved in protecting the body against both infectious disease and foreign invaders.,White blood cells,0.0013351440429687,2.6680212020874023,0.8246716856956482,0.2142857142857142,0.2142857142857142,"What are the cells of the immune system that are involved in protecting the body against both infectious disease and foreign invaders, where a disease of the eye in response to changes in the vitreous humor or more rarely, diabetes, that causes the cells response?",1
6,Mississippi's 2nd congressional district.,Mississippi's 2nd congressional district,0.0013008117675781,1.4064278602600098,0.9663487076759338,1.0,1.0,"Prior to serving as a member of the Provisional Congress of the Confederate States from Mississippi, William S. Barry served as a member of which majority-black district in the state, covering much of western Mississippi?",1
7,The Simpsons.,"""The Simpsons""",0.0013060569763183,1.2438459396362305,0.8882609605789185,1.0,1.0,Hank Azaria joined what cartoon as a voice actor 10 years before acting in Mystery Men?,1
8,"Yes, they were both writers from the United States and Scotland, respectively.",no,0.0012514591217041,1.8509292602539065,0.1350713372230529,0.0,0.0,Are Chris Marker and Yvonne Rainer American?,0
9,Runcorn F.C. Halton.,Runcorn F.C. Halton,0.0013067722320556,1.506500005722046,0.9708806276321412,1.0,1.0,"What is the name of the English football club that had played in Runcorn, Widnes, and Prescot during its existence and who footballer Danny Byrne had previously played for?",1
10,Tonopah.,Nye County,0.0011994838714599,1.2476930618286133,0.0531956404447555,0.0,0.0,In what county is the ghost town located where the 1925 movie Air Mail was filmed?,0
11,"""This Is Acting"".",This Is Acting,0.0012142658233642,1.3081138134002686,0.7946462631225586,1.0,1.0,"Sia recorded a song ""the greatest"" that went in her seventh studio album called what?",0
12,Jon Foreman,Jon Foreman,0.0012130737304687,1.2087926864624023,1.0,1.0,1.0,"What is the name of the lead vocalist of the band who  recorded the album ""Where the Light Shines Through""?",1
13,San Antonio Spurs.,San Antonio Spurs,0.0012385845184326,1.2567925453186035,0.9740225672721864,1.0,1.0,Mfon Udoka is the sister of the player who is now an assistant coach for what team?,1
14,The Hume Highway.,Hume Highway,0.00128173828125,1.347062587738037,0.9503756165504456,0.8,0.8,Which highway is 840 km in length where the town Wandong can be found?,1
15,Victor Ortiz.,Victor Ortiz,0.0012896060943603,1.2707455158233645,0.9813694357872008,1.0,1.0,Who is the American professional boxer and film actor who held the WBC welterweight title in 2011 and was in the cast of The Expendables 3?,1
16,"Aladdin Theatre for the Performing Arts in Las Vegas, Nevada.",the Aladdin Theatre,0.0012671947479248,1.7437875270843506,0.8717203736305237,0.4615384615384615,0.3076923076923076,"Lupita Jones was an actress, director, and beauty queen who competed in a competition in 1991 that was held in what theatre located in Las Vegas, Nevada?",1
17,Gary Sinise.,Gary Sinise,0.0012497901916503,1.180462121963501,0.9814187288284302,1.0,1.0,"Who is the Emmy Award and Golden Globe Award winner who is in the movie ""Truman""?",1
18,Sedum and Coriaria extend into the Southern Hemisphere in Africa and South America.,South America,0.0011875629425048,1.798698902130127,0.466982364654541,0.2666666666666667,0.2666666666666667,Camerón is a hamlet near the southern tip of what continent?,0
19,Yes.,no,0.0011992454528808,1.1556665897369385,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?,0
20,Family Circle is a magazine and Avantages is a women's magazine.,magazine,0.0012056827545166,1.68742036819458,0.5369009971618652,0.1538461538461538,0.1538461538461538,"Moves and Heavy Metal, are which type of publication?",0
21,Barry Fitzgerald.,Barry Fitzgerald,0.0012791156768798,1.2602286338806152,0.9789958000183104,1.0,1.0,"Broth of a Boy is a 1959 Irish comedy film directed by George Pollock and starring who, he was an Irish stage, film and television actor?",1
22,DeWitt Bodeen.,DeWitt Bodeen,0.0012786388397216,1.4440877437591553,0.9876568913459778,1.0,1.0,Who wrote the film that a 1982 American erotic horror film directed by Paul Schrader was loosely based on and was  a 1942 horror film produced by Val Lewton?,1
23,1955,"January 21, 1955",0.0012845993041992,1.1467714309692385,0.8680315017700195,0.5,0.5,"The character and persona, Pandemonia, was brought to life as an inflatable created by an American artist known for working with popular culture subjects and his reproductions of banal objects, born when?",1
24,Rice.,It is made with up to 30% rice,0.0012471675872802,1.261892557144165,0.6332215666770935,0.2222222222222222,0.2222222222222222,"As an American larger, was is the main adjunct used to produce Budweiser?",1
25,David Niven.,James David Graham Niven,0.0012464523315429,1.2438642978668213,0.7873964309692383,0.6666666666666666,0.6666666666666666,"Which English actor, memoirist and novelist starred in the 1959 film Ask Any Girl?",1
26,Islamophobia and the rise of far-right ideologies.,larger rise of Islamophobia,0.0012345314025878,1.6033363342285156,0.8079742193222046,0.5,0.3333333333333333,What triggered both the 2016 Minneapolis shooting and the unlikely outcome of the 2016 US presidential election?,1
27,Kourtney Kardashian has appeared in more reality television shows.,Kourtney Mary Kardashian,0.0012726783752441,1.7203998565673828,0.646754264831543,0.3333333333333333,0.3333333333333333,"Who s an American television personality, socialite, businesswoman and model who's father gained national recognition as O. J. Simpson's friend and defense attorney during Simpson's 1995 murder trial?",0
28,Paul Allen.,Paul Allen,0.0012609958648681,1.2416846752166748,0.9817759394645692,1.0,1.0,Who is the owner of the team that Bill Dugan played American football for in the National Football Conference (NFC) West division?,1
29,Art Briles.,Art Briles,0.0012614727020263,1.2973079681396484,0.9877769351005554,1.0,1.0,Who coached the team from the Big 12 Conference that played the UCLA Bruins in the 2012 Holiday Bowl?,1
